n,KNOB_MAT_SIZE,KNOB_UNROLL_FACTOR1,KNOB_UNROLL_FACTOR2,KNOB_UNROLL_FACTOR3,KNOB_SUBDIM_X,KNOB_SUBDIM_Y,B,KNOB_DATA_BLOCK,obj1,obj2,lut,ff,dsp,bram
0338,1024,1,1,4,2,2,0,256,0.000165,81,321,34,1,0
0339,1024,1,1,4,2,2,0,128,0.000208,158,471,57,1,0
0342,1024,1,1,4,2,4,0,1024,0.000145,31,146,28,1,0
0343,1024,1,1,4,2,4,0,512,0.000158,59,242,30,1,0
0344,1024,1,1,4,2,4,0,256,0.000165,81,321,34,1,0
0345,1024,1,1,4,2,4,0,128,0.000208,158,471,57,1,0
0348,1024,1,1,4,2,8,0,1024,0.000145,31,146,28,1,0
0349,1024,1,1,4,2,8,0,512,0.000158,59,242,30,1,0
0350,1024,1,1,4,2,8,0,256,0.000165,81,321,34,1,0
0351,1024,1,1,4,2,8,0,128,0.000208,158,471,57,1,0
0354,1024,1,1,4,2,16,0,1024,0.000145,31,146,28,1,0
0355,1024,1,1,4,2,16,0,512,0.000158,59,242,30,1,0
0356,1024,1,1,4,2,16,0,256,0.000165,81,321,34,1,0
0357,1024,1,1,4,2,16,0,128,0.000208,158,471,57,1,0
0360,1024,1,1,4,4,1,0,1024,0.000154,32,145,56,1,0
0361,1024,1,1,4,4,1,0,512,0.000149,46,181,58,1,0
0362,1024,1,1,4,4,1,0,256,0.000110,113,250,62,1,0
0363,1024,1,1,4,4,1,0,128,0.000207,148,467,80,1,0
0366,1024,1,1,4,4,2,0,1024,0.000154,32,145,56,1,0
0367,1024,1,1,4,4,2,0,512,0.000149,46,181,58,1,0
0368,1024,1,1,4,4,2,0,256,0.000110,113,250,62,1,0
0369,1024,1,1,4,4,2,0,128,0.000207,148,467,80,1,0
0372,1024,1,1,4,4,4,0,1024,0.000154,32,145,56,1,0
0373,1024,1,1,4,4,4,0,512,0.000149,46,181,58,1,0
0374,1024,1,1,4,4,4,0,256,0.000110,113,250,62,1,0
0375,1024,1,1,4,4,4,0,128,0.000207,148,467,80,1,0
0378,1024,1,1,4,4,8,0,1024,0.000154,32,145,56,1,0
0379,1024,1,1,4,4,8,0,512,0.000149,46,181,58,1,0
0380,1024,1,1,4,4,8,0,256,0.000110,113,250,62,1,0
0381,1024,1,1,4,4,8,0,128,0.000207,148,467,80,1,0
0384,1024,1,1,4,4,16,0,1024,0.000154,32,145,56,1,0
0385,1024,1,1,4,4,16,0,512,0.000149,46,181,58,1,0
0386,1024,1,1,4,4,16,0,256,0.000110,113,250,62,1,0
0387,1024,1,1,4,4,16,0,128,0.000207,148,467,80,1,0
0390,1024,1,1,4,8,1,0,1024,0.000110,39,184,70,1,0
0391,1024,1,1,4,8,1,0,512,0.000122,47,222,72,1,0
0392,1024,1,1,4,8,1,0,256,0.000106,92,280,76,1,0
0393,1024,1,1,4,8,1,0,128,0.000143,135,457,100,1,0
0396,1024,1,1,4,8,2,0,1024,0.000110,39,184,70,1,0
0397,1024,1,1,4,8,2,0,512,0.000122,47,222,72,1,0
0398,1024,1,1,4,8,2,0,256,0.000106,92,280,76,1,0
0399,1024,1,1,4,8,2,0,128,0.000143,135,457,100,1,0
0402,1024,1,1,4,8,4,0,1024,0.000110,39,184,70,1,0
0403,1024,1,1,4,8,4,0,512,0.000122,47,222,72,1,0
0404,1024,1,1,4,8,4,0,256,0.000106,92,280,76,1,0
0405,1024,1,1,4,8,4,0,128,0.000143,135,457,100,1,0
0408,1024,1,1,4,8,8,0,1024,0.000110,39,184,70,1,0
0409,1024,1,1,4,8,8,0,512,0.000122,47,222,72,1,0
0410,1024,1,1,4,8,8,0,256,0.000106,92,280,76,1,0
0411,1024,1,1,4,8,8,0,128,0.000143,135,457,100,1,0
0414,1024,1,1,4,8,16,0,1024,0.000110,39,184,70,1,0
0415,1024,1,1,4,8,16,0,512,0.000122,47,222,72,1,0
0416,1024,1,1,4,8,16,0,256,0.000106,92,280,76,1,0
0417,1024,1,1,4,8,16,0,128,0.000143,135,457,100,1,0
0420,1024,1,1,4,16,1,0,1024,0.000184,37,181,22,1,0
0421,1024,1,1,4,16,1,0,512,0.000068,57,236,24,1,0
0422,1024,1,1,4,16,1,0,256,0.000100,159,531,30,1,0
0423,1024,1,1,4,16,1,0,128,0.000112,154,557,46,1,0
0426,1024,1,1,4,16,2,0,1024,0.000184,37,181,22,1,0
0427,1024,1,1,4,16,2,0,512,0.000068,57,236,24,1,0
0428,1024,1,1,4,16,2,0,256,0.000100,159,531,30,1,0
0429,1024,1,1,4,16,2,0,128,0.000112,154,557,46,1,0
0432,1024,1,1,4,16,4,0,1024,0.000184,37,181,22,1,0
0433,1024,1,1,4,16,4,0,512,0.000068,57,236,24,1,0
0434,1024,1,1,4,16,4,0,256,0.000100,159,531,30,1,0
0435,1024,1,1,4,16,4,0,128,0.000112,154,557,46,1,0
0438,1024,1,1,4,16,8,0,1024,0.000184,37,181,22,1,0
0439,1024,1,1,4,16,8,0,512,0.000068,57,236,24,1,0
0440,1024,1,1,4,16,8,0,256,0.000100,159,531,30,1,0
0441,1024,1,1,4,16,8,0,128,0.000112,154,557,46,1,0
0444,1024,1,1,4,16,16,0,1024,0.000184,37,181,22,1,0
0445,1024,1,1,4,16,16,0,512,0.000068,57,236,24,1,0
0446,1024,1,1,4,16,16,0,256,0.000100,159,531,30,1,0
0447,1024,1,1,4,16,16,0,128,0.000112,154,557,46,1,0
0450,1024,1,1,8,1,1,0,1024,0.000254,33,157,67,1,0
0451,1024,1,1,8,1,1,0,512,0.000232,61,185,69,1,0
0452,1024,1,1,8,1,1,0,256,0.000261,85,274,73,1,0
0453,1024,1,1,8,1,1,0,128,0.000283,148,485,91,1,0
0456,1024,1,1,8,1,2,0,1024,0.000254,33,157,67,1,0
0457,1024,1,1,8,1,2,0,512,0.000232,61,185,69,1,0
0458,1024,1,1,8,1,2,0,256,0.000261,85,274,73,1,0
0459,1024,1,1,8,1,2,0,128,0.000283,148,485,91,1,0
0462,1024,1,1,8,1,4,0,1024,0.000254,33,157,67,1,0
0463,1024,1,1,8,1,4,0,512,0.000232,61,185,69,1,0
0464,1024,1,1,8,1,4,0,256,0.000261,85,274,73,1,0
0465,1024,1,1,8,1,4,0,128,0.000283,148,485,91,1,0
0468,1024,1,1,8,1,8,0,1024,0.000254,33,157,67,1,0
0469,1024,1,1,8,1,8,0,512,0.000232,61,185,69,1,0
0470,1024,1,1,8,1,8,0,256,0.000261,85,274,73,1,0
0471,1024,1,1,8,1,8,0,128,0.000283,148,485,91,1,0
0474,1024,1,1,8,1,16,0,1024,0.000254,33,157,67,1,0
0475,1024,1,1,8,1,16,0,512,0.000232,61,185,69,1,0
0476,1024,1,1,8,1,16,0,256,0.000261,85,274,73,1,0
0477,1024,1,1,8,1,16,0,128,0.000283,148,485,91,1,0
0480,1024,1,1,8,2,1,0,1024,0.000162,35,144,73,1,0
0481,1024,1,1,8,2,1,0,512,0.000207,60,224,75,1,0
0482,1024,1,1,8,2,1,0,256,0.000158,89,269,79,1,0
0483,1024,1,1,8,2,1,0,128,0.000263,232,623,95,1,0
0486,1024,1,1,8,2,2,0,1024,0.000162,35,144,73,1,0
0487,1024,1,1,8,2,2,0,512,0.000207,60,224,75,1,0
0488,1024,1,1,8,2,2,0,256,0.000158,89,269,79,1,0
0489,1024,1,1,8,2,2,0,128,0.000263,232,623,95,1,0
0492,1024,1,1,8,2,4,0,1024,0.000162,35,144,73,1,0
0493,1024,1,1,8,2,4,0,512,0.000207,60,224,75,1,0
0494,1024,1,1,8,2,4,0,256,0.000158,89,269,79,1,0
0495,1024,1,1,8,2,4,0,128,0.000263,232,623,95,1,0
0498,1024,1,1,8,2,8,0,1024,0.000162,35,144,73,1,0
0499,1024,1,1,8,2,8,0,512,0.000207,60,224,75,1,0
0500,1024,1,1,8,2,8,0,256,0.000158,89,269,79,1,0
0501,1024,1,1,8,2,8,0,128,0.000263,232,623,95,1,0
0504,1024,1,1,8,2,16,0,1024,0.000162,35,144,73,1,0
0505,1024,1,1,8,2,16,0,512,0.000207,60,224,75,1,0
0506,1024,1,1,8,2,16,0,256,0.000158,89,269,79,1,0
0507,1024,1,1,8,2,16,0,128,0.000279,232,623,95,1,0
0510,1024,1,1,8,4,1,0,1024,0.000193,40,169,87,1,0
0511,1024,1,1,8,4,1,0,512,0.000193,57,237,89,1,0
0512,1024,1,1,8,4,1,0,256,0.000216,95,351,93,1,0
0513,1024,1,1,8,4,1,0,128,0.000186,145,570,112,1,0
0516,1024,1,1,8,4,2,0,1024,0.000193,40,169,87,1,0
0517,1024,1,1,8,4,2,0,512,0.000193,57,237,89,1,0
0518,1024,1,1,8,4,2,0,256,0.000216,95,351,93,1,0
0519,1024,1,1,8,4,2,0,128,0.000186,145,570,112,1,0
0522,1024,1,1,8,4,4,0,1024,0.000193,40,169,87,1,0
0523,1024,1,1,8,4,4,0,512,0.000193,57,237,89,1,0
0524,1024,1,1,8,4,4,0,256,0.000216,95,351,93,1,0
0525,1024,1,1,8,4,4,0,128,0.000186,145,570,112,1,0
0528,1024,1,1,8,4,8,0,1024,0.000193,40,169,87,1,0
0529,1024,1,1,8,4,8,0,512,0.000193,57,237,89,1,0
0530,1024,1,1,8,4,8,0,256,0.000216,95,351,93,1,0
0531,1024,1,1,8,4,8,0,128,0.000186,145,570,112,1,0
0534,1024,1,1,8,4,16,0,1024,0.000193,40,169,87,1,0
0535,1024,1,1,8,4,16,0,512,0.000193,57,237,89,1,0
0536,1024,1,1,8,4,16,0,256,0.000216,95,351,93,1,0
0537,1024,1,1,8,4,16,0,128,0.000186,145,570,112,1,0
0540,1024,1,1,8,8,1,0,1024,0.000094,32,155,25,1,0
0541,1024,1,1,8,8,1,0,512,0.000129,63,251,27,1,0
0542,1024,1,1,8,8,1,0,256,0.000115,90,365,31,1,0
0543,1024,1,1,8,8,1,0,128,0.000127,141,576,44,1,0
0546,1024,1,1,8,8,2,0,1024,0.000094,32,155,25,1,0
0547,1024,1,1,8,8,2,0,512,0.000129,63,251,27,1,0
0548,1024,1,1,8,8,2,0,256,0.000115,90,365,31,1,0
0549,1024,1,1,8,8,2,0,128,0.000127,141,576,44,1,0
0552,1024,1,1,8,8,4,0,1024,0.000094,32,155,25,1,0
0553,1024,1,1,8,8,4,0,512,0.000129,63,251,27,1,0
0554,1024,1,1,8,8,4,0,256,0.000115,90,365,31,1,0
0555,1024,1,1,8,8,4,0,128,0.000127,141,576,44,1,0
0558,1024,1,1,8,8,8,0,1024,0.000094,32,155,25,1,0
0559,1024,1,1,8,8,8,0,512,0.000129,63,251,27,1,0
0560,1024,1,1,8,8,8,0,256,0.000115,90,365,31,1,0
0561,1024,1,1,8,8,8,0,128,0.000127,141,576,44,1,0
0564,1024,1,1,8,8,16,0,1024,0.000094,32,155,25,1,0
0565,1024,1,1,8,8,16,0,512,0.000129,63,251,27,1,0
0566,1024,1,1,8,8,16,0,256,0.000115,90,365,31,1,0
0567,1024,1,1,8,8,16,0,128,0.000127,141,576,44,1,0
0570,1024,1,1,8,16,1,0,1024,0.000134,40,181,30,1,0
0571,1024,1,1,8,16,1,0,512,0.000093,71,275,32,1,0
0572,1024,1,1,8,16,1,0,256,0.000142,146,515,36,1,0
0573,1024,1,1,8,16,1,0,128,0.000207,183,781,49,1,0
0576,1024,1,1,8,16,2,0,1024,0.000134,40,181,30,1,0
0577,1024,1,1,8,16,2,0,512,0.000093,71,275,32,1,0
0578,1024,1,1,8,16,2,0,256,0.000142,146,515,36,1,0
0579,1024,1,1,8,16,2,0,128,0.000207,183,781,49,1,0
0582,1024,1,1,8,16,4,0,1024,0.000134,40,181,30,1,0
0583,1024,1,1,8,16,4,0,512,0.000093,71,275,32,1,0
0584,1024,1,1,8,16,4,0,256,0.000142,146,515,36,1,0
0585,1024,1,1,8,16,4,0,128,0.000207,183,781,49,1,0
0588,1024,1,1,8,16,8,0,1024,0.000134,40,181,30,1,0
