n,knob_KNOB_HIST_SIZE,knob_KNOB_NUM_HIST,knob_KNOB_UNROLL_LLM,knob_KNOB_UNROLL_LP,knob_I_B,knob_KNOB_DATA_BLOCK_INTERLEAVE,obj1,obj2
62,256,1,3,3,0,65536,0.000401,1223.068
63,256,1,4,1,0,1024,0.000303,1066.66
64,256,1,4,1,0,2048,0.000293,1065.064
65,256,1,4,1,0,4096,0.000293,1067.192
66,256,1,4,1,0,8192,0.000293,1067.724
67,256,1,4,1,0,16384,0.000302,937.384
68,256,1,4,1,0,32768,0.000309,921.158
69,256,1,4,1,0,65536,0.000316,909.188
70,256,1,4,2,0,1024,0.000344,1312.71
71,256,1,4,2,0,2048,0.000349,1284.514
72,256,1,4,2,0,4096,0.000345,1290.366
73,256,1,4,2,0,8192,0.000343,1289.568
74,256,1,4,2,0,16384,0.000343,1307.922
75,256,1,4,2,0,32768,0.000333,1282.918
76,256,1,4,2,0,65536,0.000395,1038.198
77,256,1,4,3,0,1024,0.000365,1272.278
78,256,1,4,3,0,2048,0.000343,1256.85
79,256,1,4,3,0,4096,0.000345,1263.766
80,256,1,4,3,0,8192,0.000362,1256.85
81,256,1,4,3,0,16384,0.000349,1308.454
82,256,1,4,3,0,32768,0.000339,1261.106
83,256,1,4,3,0,65536,0.000371,1191.68
84,256,1,5,1,0,1024,0.000343,1006.012
85,256,1,5,1,0,2048,0.00033,1012.396
86,256,1,5,1,0,4096,0.000349,1010.534
87,256,1,5,1,0,8192,0.000351,1013.46
88,256,1,5,1,0,16384,0.000351,1013.46
89,256,1,5,1,0,32768,0.000342,1007.342
90,256,1,5,1,0,65536,0.000329,919.562
91,256,1,5,2,0,1024,0.000413,1336.65
92,256,1,5,2,0,2048,0.000416,1352.078
93,256,1,5,2,0,4096,0.000425,1350.216
94,256,1,5,2,0,8192,0.000377,1452.094
95,256,1,5,2,0,16384,0.000389,1517.53
96,256,1,5,2,0,32768,0.000389,1341.704
97,256,1,5,2,0,65536,0.00043,1179.976
98,256,1,5,3,0,1024,0.000363,1245.412
99,256,1,5,3,0,2048,0.000359,1212.96
100,256,1,5,3,0,4096,0.000357,1206.31
101,256,1,5,3,0,8192,0.000364,1219.61
102,256,1,5,3,0,16384,0.000364,1277.864
103,256,1,5,3,0,32768,0.000353,1204.182
104,256,1,5,3,0,65536,0.000391,1157.898
105,256,1,6,1,0,1024,0.000327,1233.176
106,256,1,6,1,0,2048,0.000323,1228.388
107,256,1,6,1,0,4096,0.000321,1228.92
108,256,1,6,1,0,8192,0.000326,1233.974
109,256,1,6,1,0,16384,0.000319,1075.704
110,256,1,6,1,0,32768,0.000313,1079.428
111,256,1,6,1,0,65536,0.000307,1143.002
112,256,1,6,2,0,1024,0.000235,1083.418
113,256,1,6,2,0,2048,0.000235,1077.034
114,256,1,6,2,0,4096,0.000235,1078.896
115,256,1,6,2,0,8192,0.000242,1075.172
116,256,1,6,2,0,16384,0.000233,1071.182
117,256,1,6,2,0,32768,0.000205,1062.404
118,256,1,6,2,0,65536,0.000231,1073.576
119,256,1,6,3,0,1024,0.000486,1717.562
120,256,1,6,3,0,2048,0.000469,1646.806
121,256,1,6,3,0,4096,0.00046,1648.668
122,256,1,6,3,0,8192,0.000476,1649.2
123,256,1,6,3,0,16384,0.000458,1788.052
124,256,1,6,3,0,32768,0.000447,1544.396
125,256,1,6,3,0,65536,0.000464,1563.548
126,256,1,7,1,0,1024,0.000415,994.84
127,256,1,7,1,0,2048,0.00041,1014.258
128,256,1,7,1,0,4096,0.000404,1011.066
129,256,1,7,1,0,8192,0.000403,1004.682
130,256,1,7,1,0,16384,0.000411,1001.756
131,256,1,7,1,0,32768,0.000407,992.446
132,256,1,7,1,0,65536,0.000384,988.988
133,256,1,7,2,0,1024,0.000212,1143.534
134,256,1,7,2,0,2048,0.000214,1144.332
135,256,1,7,2,0,4096,0.000212,1145.928
136,256,1,7,2,0,8192,0.000216,1138.214
137,256,1,7,2,0,16384,0.000218,1143.534
138,256,1,7,2,0,32768,0.000228,1163.484
139,256,1,7,2,0,65536,0.000228,1013.194
140,256,1,7,3,0,1024,0.000433,1642.284
141,256,1,7,3,0,2048,0.00043,1601.586
142,256,1,7,3,0,4096,0.000412,1605.842
143,256,1,7,3,0,8192,0.000411,1596
144,256,1,7,3,0,16384,0.000409,1605.576
145,256,1,7,3,0,32768,0.000423,1462.734
146,256,1,7,3,0,65536,0.000421,1676.332
147,256,2,1,1,0,1024,0.000285,882.056
148,256,2,1,1,0,2048,0.000285,881.258
149,256,2,1,1,0,4096,0.000285,879.396
150,256,2,1,1,0,8192,0.000281,973.56
151,256,2,1,1,0,16384,0.000292,880.992
152,256,2,1,1,0,32768,0.000283,867.692
153,256,2,1,1,0,65536,0.000283,868.756
154,256,2,1,2,0,1024,0.000511,1162.952
155,256,2,1,2,0,2048,0.000459,1127.042
156,256,2,1,2,0,4096,0.000459,1126.244
157,256,2,1,2,0,8192,0.000458,1126.244
158,256,2,1,2,0,16384,0.000405,1139.81
159,256,2,1,2,0,32768,0.000404,1073.842
160,256,2,1,2,0,65536,0.000468,1091.132
161,256,2,1,3,0,1024,0.00044,1210.832
162,256,2,1,3,0,2048,0.000435,1185.562
163,256,2,1,3,0,4096,0.00041,1267.756
164,256,2,1,3,0,8192,0.00041,1272.012
165,256,2,1,3,0,16384,0.000409,1335.852
166,256,2,1,3,0,32768,0.00041,1262.436
167,256,2,1,3,0,65536,0.000456,1231.048
168,256,2,2,1,0,1024,0.000252,874.076
169,256,2,2,1,0,2048,0.000255,871.682
170,256,2,2,1,0,4096,0.000252,866.362
171,256,2,2,1,0,8192,0.000255,923.02
172,256,2,2,1,0,16384,0.000245,863.17
173,256,2,2,1,0,32768,0.000253,851.732
174,256,2,2,1,0,65536,0.000256,738.416
175,256,2,2,2,0,1024,0.00042,1037.932
176,256,2,2,2,0,2048,0.000371,1108.422
177,256,2,2,2,0,4096,0.000378,1107.092
178,256,2,2,2,0,8192,0.000371,1107.092
179,256,2,2,2,0,16384,0.000352,1043.252
180,256,2,2,2,0,32768,0.000345,1001.224
181,256,2,2,2,0,65536,0.000377,1090.068
182,256,2,2,3,0,1024,0.000417,1284.514
183,256,2,2,3,0,2048,0.000381,1259.51
184,256,2,2,3,0,4096,0.000382,1269.618
185,256,2,2,3,0,8192,0.000384,1274.406
186,256,2,2,3,0,16384,0.00039,1329.468
187,256,2,2,3,0,32768,0.000405,1281.056
188,256,2,2,3,0,65536,0.000419,1138.746
189,256,2,3,1,0,1024,0.000342,1010.002
190,256,2,3,1,0,2048,0.000344,996.968
191,256,2,3,1,0,4096,0.000342,1006.544
192,256,2,3,1,0,8192,0.000354,999.096
193,256,2,3,1,0,16384,0.000333,1011.864
194,256,2,3,1,0,32768,0.000334,983.668
195,256,2,3,1,0,65536,0.000334,939.512
196,256,2,3,2,0,1024,0.000483,1243.816
197,256,2,3,2,0,2048,0.00046,1149.12
198,256,2,3,2,0,4096,0.000462,1147.258
199,256,2,3,2,0,8192,0.000462,1146.194
200,256,2,3,2,0,16384,0.000364,1322.552
201,256,2,3,2,0,32768,0.000359,1279.194
202,256,2,3,2,0,65536,0.000472,1132.894
203,256,2,3,3,0,1024,0.000412,1185.562
204,256,2,3,3,0,2048,0.000405,1160.292
205,256,2,3,3,0,4096,0.000374,1196.468
206,256,2,3,3,0,8192,0.000385,1199.926
207,256,2,3,3,0,16384,0.000386,1273.076
208,256,2,3,3,0,32768,0.000374,1188.222
209,256,2,3,3,0,65536,0.000401,1223.068
210,256,2,4,1,0,1024,0.000303,1066.66
211,256,2,4,1,0,2048,0.000293,1065.064
212,256,2,4,1,0,4096,0.000293,1067.192
213,256,2,4,1,0,8192,0.000293,1067.724
214,256,2,4,1,0,16384,0.000302,937.384
215,256,2,4,1,0,32768,0.000309,921.158
216,256,2,4,1,0,65536,0.000316,909.188
217,256,2,4,2,0,1024,0.000344,1312.71
218,256,2,4,2,0,2048,0.000349,1284.514
219,256,2,4,2,0,4096,0.000345,1290.366
220,256,2,4,2,0,8192,0.000343,1289.568
221,256,2,4,2,0,16384,0.000343,1307.922
222,256,2,4,2,0,32768,0.000333,1282.918
223,256,2,4,2,0,65536,0.000395,1038.198
224,256,2,4,3,0,1024,0.000365,1272.278
225,256,2,4,3,0,2048,0.000343,1256.85
226,256,2,4,3,0,4096,0.000345,1263.766
227,256,2,4,3,0,8192,0.000362,1256.85
228,256,2,4,3,0,16384,0.000349,1308.454
229,256,2,4,3,0,32768,0.000339,1261.106
230,256,2,4,3,0,65536,0.000371,1191.68
231,256,2,5,1,0,1024,0.000343,1006.012
232,256,2,5,1,0,2048,0.00033,1012.396
233,256,2,5,1,0,4096,0.000349,1010.534
234,256,2,5,1,0,8192,0.000351,1013.46
235,256,2,5,1,0,16384,0.000351,1013.46
236,256,2,5,1,0,32768,0.000342,1007.342
237,256,2,5,1,0,65536,0.000329,919.562
238,256,2,5,2,0,1024,0.000413,1336.65
239,256,2,5,2,0,2048,0.000416,1352.078
240,256,2,5,2,0,4096,0.000425,1350.216
241,256,2,5,2,0,8192,0.000377,1452.094
242,256,2,5,2,0,16384,0.000389,1517.53
243,256,2,5,2,0,32768,0.000389,1341.704
244,256,2,5,2,0,65536,0.00043,1179.976
245,256,2,5,3,0,1024,0.000363,1245.412
246,256,2,5,3,0,2048,0.000359,1212.96
247,256,2,5,3,0,4096,0.000357,1206.31
248,256,2,5,3,0,8192,0.000364,1219.61
249,256,2,5,3,0,16384,0.000364,1277.864
250,256,2,5,3,0,32768,0.000353,1204.182
251,256,2,5,3,0,65536,0.000391,1157.898
252,256,2,6,1,0,1024,0.000327,1233.176
253,256,2,6,1,0,2048,0.000323,1228.388
254,256,2,6,1,0,4096,0.000321,1228.92
255,256,2,6,1,0,8192,0.000326,1233.974
256,256,2,6,1,0,16384,0.000319,1075.704
257,256,2,6,1,0,32768,0.000313,1079.428
258,256,2,6,1,0,65536,0.000307,1143.002
259,256,2,6,2,0,1024,0.000235,1083.418
260,256,2,6,2,0,2048,0.000235,1077.034
261,256,2,6,2,0,4096,0.000235,1078.896
262,256,2,6,2,0,8192,0.000242,1075.172
263,256,2,6,2,0,16384,0.000233,1071.182
264,256,2,6,2,0,32768,0.000205,1062.404
265,256,2,6,2,0,65536,0.000231,1073.576
266,256,2,6,3,0,1024,0.000486,1717.562
267,256,2,6,3,0,2048,0.000469,1646.806
268,256,2,6,3,0,4096,0.00046,1648.668
269,256,2,6,3,0,8192,0.000476,1649.2
270,256,2,6,3,0,16384,0.000458,1788.052
271,256,2,6,3,0,32768,0.000447,1544.396
272,256,2,6,3,0,65536,0.000464,1563.548
273,256,2,7,1,0,1024,0.000415,994.84
274,256,2,7,1,0,2048,0.00041,1014.258
275,256,2,7,1,0,4096,0.000404,1011.066
276,256,2,7,1,0,8192,0.000403,1004.682
277,256,2,7,1,0,16384,0.000411,1001.756
278,256,2,7,1,0,32768,0.000407,992.446
279,256,2,7,1,0,65536,0.000384,988.988
280,256,2,7,2,0,1024,0.000212,1143.534
281,256,2,7,2,0,2048,0.000214,1144.332
282,256,2,7,2,0,4096,0.000212,1145.928
283,256,2,7,2,0,8192,0.000216,1138.214
284,256,2,7,2,0,16384,0.000218,1143.534
285,256,2,7,2,0,32768,0.000228,1163.484
286,256,2,7,2,0,65536,0.000228,1013.194
287,256,2,7,3,0,1024,0.000433,1642.284
288,256,2,7,3,0,2048,0.00043,1601.586
289,256,2,7,3,0,4096,0.000412,1605.842
290,256,2,7,3,0,8192,0.000411,1596
291,256,2,7,3,0,16384,0.000409,1605.576
292,256,2,7,3,0,32768,0.000423,1462.734
293,256,2,7,3,0,65536,0.000421,1676.332
294,256,3,1,1,0,1024,0.000285,882.056
295,256,3,1,1,0,2048,0.000285,881.258
296,256,3,1,1,0,4096,0.000285,879.396
297,256,3,1,1,0,8192,0.000281,973.56
298,256,3,1,1,0,16384,0.000292,880.992
299,256,3,1,1,0,32768,0.000283,867.692
300,256,3,1,1,0,65536,0.000283,868.756
301,256,3,1,2,0,1024,0.000511,1162.952
302,256,3,1,2,0,2048,0.000459,1127.042
303,256,3,1,2,0,4096,0.000459,1126.244
304,256,3,1,2,0,8192,0.000458,1126.244
305,256,3,1,2,0,16384,0.000405,1139.81
306,256,3,1,2,0,32768,0.000404,1073.842
307,256,3,1,2,0,65536,0.000468,1091.132
308,256,3,1,3,0,1024,0.00044,1210.832
309,256,3,1,3,0,2048,0.000435,1185.562
310,256,3,1,3,0,4096,0.00041,1267.756
311,256,3,1,3,0,8192,0.00041,1272.012
312,256,3,1,3,0,16384,0.000409,1335.852
313,256,3,1,3,0,32768,0.00041,1262.436
314,256,3,1,3,0,65536,0.000456,1231.048
315,256,3,2,1,0,1024,0.000252,874.076
316,256,3,2,1,0,2048,0.000255,871.682
317,256,3,2,1,0,4096,0.000252,866.362
318,256,3,2,1,0,8192,0.000255,923.02
319,256,3,2,1,0,16384,0.000245,863.17
320,256,3,2,1,0,32768,0.000253,851.732
321,256,3,2,1,0,65536,0.000256,738.416
322,256,3,2,2,0,1024,0.00042,1037.932
323,256,3,2,2,0,2048,0.000371,1108.422
324,256,3,2,2,0,4096,0.000378,1107.092
325,256,3,2,2,0,8192,0.000371,1107.092
326,256,3,2,2,0,16384,0.000352,1043.252
327,256,3,2,2,0,32768,0.000345,1001.224
328,256,3,2,2,0,65536,0.000377,1090.068
329,256,3,2,3,0,1024,0.000417,1284.514
330,256,3,2,3,0,2048,0.000381,1259.51
331,256,3,2,3,0,4096,0.000382,1269.618
332,256,3,2,3,0,8192,0.000384,1274.406
333,256,3,2,3,0,16384,0.00039,1329.468
334,256,3,2,3,0,32768,0.000405,1281.056
335,256,3,2,3,0,65536,0.000419,1138.746
336,256,3,3,1,0,1024,0.000342,1010.002
337,256,3,3,1,0,2048,0.000344,996.968
338,256,3,3,1,0,4096,0.000342,1006.544
339,256,3,3,1,0,8192,0.000354,999.096
340,256,3,3,1,0,16384,0.000333,1011.864
341,256,3,3,1,0,32768,0.000334,983.668
342,256,3,3,1,0,65536,0.000334,939.512
343,256,3,3,2,0,1024,0.000483,1243.816
344,256,3,3,2,0,2048,0.00046,1149.12
345,256,3,3,2,0,4096,0.000462,1147.258
346,256,3,3,2,0,8192,0.000462,1146.194
347,256,3,3,2,0,16384,0.000364,1322.552
348,256,3,3,2,0,32768,0.000359,1279.194
349,256,3,3,2,0,65536,0.000472,1132.894
350,256,3,3,3,0,1024,0.000412,1185.562
351,256,3,3,3,0,2048,0.000405,1160.292
352,256,3,3,3,0,4096,0.000374,1196.468
353,256,3,3,3,0,8192,0.000385,1199.926
354,256,3,3,3,0,16384,0.000386,1273.076
355,256,3,3,3,0,32768,0.000374,1188.222
356,256,3,3,3,0,65536,0.000401,1223.068
357,256,3,4,1,0,1024,0.000303,1066.66
358,256,3,4,1,0,2048,0.000293,1065.064
359,256,3,4,1,0,4096,0.000293,1067.192
360,256,3,4,1,0,8192,0.000293,1067.724
361,256,3,4,1,0,16384,0.000302,937.384
362,256,3,4,1,0,32768,0.000309,921.158
363,256,3,4,1,0,65536,0.000316,909.188
364,256,3,4,2,0,1024,0.000344,1312.71
365,256,3,4,2,0,2048,0.000349,1284.514
366,256,3,4,2,0,4096,0.000345,1290.366
367,256,3,4,2,0,8192,0.000343,1289.568
368,256,3,4,2,0,16384,0.000343,1307.922
369,256,3,4,2,0,32768,0.000333,1282.918
370,256,3,4,2,0,65536,0.000395,1038.198
371,256,3,4,3,0,1024,0.000365,1272.278
372,256,3,4,3,0,2048,0.000343,1256.85
373,256,3,4,3,0,4096,0.000345,1263.766
374,256,3,4,3,0,8192,0.000362,1256.85
375,256,3,4,3,0,16384,0.000349,1308.454
376,256,3,4,3,0,32768,0.000339,1261.106
377,256,3,4,3,0,65536,0.000371,1191.68
378,256,3,5,1,0,1024,0.000343,1006.012
379,256,3,5,1,0,2048,0.00033,1012.396
380,256,3,5,1,0,4096,0.000349,1010.534
381,256,3,5,1,0,8192,0.000351,1013.46
382,256,3,5,1,0,16384,0.000351,1013.46
383,256,3,5,1,0,32768,0.000342,1007.342
384,256,3,5,1,0,65536,0.000329,919.562
385,256,3,5,2,0,1024,0.000413,1336.65
386,256,3,5,2,0,2048,0.000416,1352.078
387,256,3,5,2,0,4096,0.000425,1350.216
388,256,3,5,2,0,8192,0.000377,1452.094
389,256,3,5,2,0,16384,0.000389,1517.53
390,256,3,5,2,0,32768,0.000389,1341.704
391,256,3,5,2,0,65536,0.00043,1179.976
392,256,3,5,3,0,1024,0.000363,1245.412
393,256,3,5,3,0,2048,0.000359,1212.96
394,256,3,5,3,0,4096,0.000357,1206.31
395,256,3,5,3,0,8192,0.000364,1219.61
396,256,3,5,3,0,16384,0.000364,1277.864
397,256,3,5,3,0,32768,0.000353,1204.182
398,256,3,5,3,0,65536,0.000391,1157.898
399,256,3,6,1,0,1024,0.000327,1233.176
400,256,3,6,1,0,2048,0.000323,1228.388
401,256,3,6,1,0,4096,0.000321,1228.92
402,256,3,6,1,0,8192,0.000326,1233.974
403,256,3,6,1,0,16384,0.000319,1075.704
404,256,3,6,1,0,32768,0.000313,1079.428
405,256,3,6,1,0,65536,0.000307,1143.002
406,256,3,6,2,0,1024,0.000235,1083.418
407,256,3,6,2,0,2048,0.000235,1077.034
408,256,3,6,2,0,4096,0.000235,1078.896
409,256,3,6,2,0,8192,0.000242,1075.172
410,256,3,6,2,0,16384,0.000233,1071.182
411,256,3,6,2,0,32768,0.000205,1062.404
412,256,3,6,2,0,65536,0.000231,1073.576
413,256,3,6,3,0,1024,0.000486,1717.562
414,256,3,6,3,0,2048,0.000469,1646.806
415,256,3,6,3,0,4096,0.00046,1648.668
416,256,3,6,3,0,8192,0.000476,1649.2
417,256,3,6,3,0,16384,0.000458,1788.052
418,256,3,6,3,0,32768,0.000447,1544.396
419,256,3,6,3,0,65536,0.000464,1563.548
420,256,3,7,1,0,1024,0.000415,994.84
421,256,3,7,1,0,2048,0.00041,1014.258
422,256,3,7,1,0,4096,0.000404,1011.066
423,256,3,7,1,0,8192,0.000403,1004.682
424,256,3,7,1,0,16384,0.000411,1001.756
425,256,3,7,1,0,32768,0.000407,992.446
426,256,3,7,1,0,65536,0.000384,988.988
427,256,3,7,2,0,1024,0.000212,1143.534
428,256,3,7,2,0,2048,0.000214,1144.332
429,256,3,7,2,0,4096,0.000212,1145.928
430,256,3,7,2,0,8192,0.000216,1138.214
431,256,3,7,2,0,16384,0.000218,1143.534
432,256,3,7,2,0,32768,0.000228,1163.484
433,256,3,7,2,0,65536,0.000228,1013.194
434,256,3,7,3,0,1024,0.000433,1642.284
435,256,3,7,3,0,2048,0.00043,1601.586
436,256,3,7,3,0,4096,0.000412,1605.842
437,256,3,7,3,0,8192,0.000411,1596
438,256,3,7,3,0,16384,0.000409,1605.576
439,256,3,7,3,0,32768,0.000423,1462.734
440,256,3,7,3,0,65536,0.000421,1676.332
441,256,4,1,1,0,1024,0.000285,882.056
442,256,4,1,1,0,2048,0.000285,881.258
443,256,4,1,1,0,4096,0.000285,879.396
444,256,4,1,1,0,8192,0.000281,973.56
445,256,4,1,1,0,16384,0.000292,880.992
446,256,4,1,1,0,32768,0.000283,867.692
447,256,4,1,1,0,65536,0.000283,868.756
448,256,4,1,2,0,1024,0.000511,1162.952
449,256,4,1,2,0,2048,0.000459,1127.042
450,256,4,1,2,0,4096,0.000459,1126.244
451,256,4,1,2,0,8192,0.000458,1126.244
452,256,4,1,2,0,16384,0.000405,1139.81
453,256,4,1,2,0,32768,0.000404,1073.842
454,256,4,1,2,0,65536,0.000468,1091.132
455,256,4,1,3,0,1024,0.00044,1210.832
456,256,4,1,3,0,2048,0.000435,1185.562
457,256,4,1,3,0,4096,0.00041,1267.756
458,256,4,1,3,0,8192,0.00041,1272.012
459,256,4,1,3,0,16384,0.000409,1335.852
460,256,4,1,3,0,32768,0.00041,1262.436
461,256,4,1,3,0,65536,0.000456,1231.048
462,256,4,2,1,0,1024,0.000252,874.076
463,256,4,2,1,0,2048,0.000255,871.682
464,256,4,2,1,0,4096,0.000252,866.362
465,256,4,2,1,0,8192,0.000255,923.02
466,256,4,2,1,0,16384,0.000245,863.17
467,256,4,2,1,0,32768,0.000253,851.732
468,256,4,2,1,0,65536,0.000256,738.416
469,256,4,2,2,0,1024,0.00042,1037.932
470,256,4,2,2,0,2048,0.000371,1108.422
471,256,4,2,2,0,4096,0.000378,1107.092
472,256,4,2,2,0,8192,0.000371,1107.092
473,256,4,2,2,0,16384,0.000352,1043.252
474,256,4,2,2,0,32768,0.000345,1001.224
475,256,4,2,2,0,65536,0.000377,1090.068
476,256,4,2,3,0,1024,0.000417,1284.514
477,256,4,2,3,0,2048,0.000381,1259.51
478,256,4,2,3,0,4096,0.000382,1269.618
479,256,4,2,3,0,8192,0.000384,1274.406
480,256,4,2,3,0,16384,0.00039,1329.468
481,256,4,2,3,0,32768,0.000405,1281.056
482,256,4,2,3,0,65536,0.000419,1138.746
483,256,4,3,1,0,1024,0.000342,1010.002
484,256,4,3,1,0,2048,0.000344,996.968
485,256,4,3,1,0,4096,0.000342,1006.544
486,256,4,3,1,0,8192,0.000354,999.096
487,256,4,3,1,0,16384,0.000333,1011.864
488,256,4,3,1,0,32768,0.000334,983.668
489,256,4,3,1,0,65536,0.000334,939.512
490,256,4,3,2,0,1024,0.000483,1243.816
491,256,4,3,2,0,2048,0.00046,1149.12
492,256,4,3,2,0,4096,0.000462,1147.258
493,256,4,3,2,0,8192,0.000462,1146.194
494,256,4,3,2,0,16384,0.000364,1322.552
495,256,4,3,2,0,32768,0.000359,1279.194
496,256,4,3,2,0,65536,0.000472,1132.894
497,256,4,3,3,0,1024,0.000412,1185.562
498,256,4,3,3,0,2048,0.000405,1160.292
499,256,4,3,3,0,4096,0.000374,1196.468
500,256,4,3,3,0,8192,0.000385,1199.926
501,256,4,3,3,0,16384,0.000386,1273.076
502,256,4,3,3,0,32768,0.000374,1188.222
503,256,4,3,3,0,65536,0.000401,1223.068
504,256,4,4,1,0,1024,0.000303,1066.66
505,256,4,4,1,0,2048,0.000293,1065.064
506,256,4,4,1,0,4096,0.000293,1067.192
507,256,4,4,1,0,8192,0.000293,1067.724
508,256,4,4,1,0,16384,0.000302,937.384
509,256,4,4,1,0,32768,0.000309,921.158
510,256,4,4,1,0,65536,0.000316,909.188
511,256,4,4,2,0,1024,0.000344,1312.71
512,256,4,4,2,0,2048,0.000349,1284.514
513,256,4,4,2,0,4096,0.000345,1290.366
514,256,4,4,2,0,8192,0.000343,1289.568
515,256,4,4,2,0,16384,0.000343,1307.922
516,256,4,4,2,0,32768,0.000333,1282.918
517,256,4,4,2,0,65536,0.000395,1038.198
518,256,4,4,3,0,1024,0.000365,1272.278
519,256,4,4,3,0,2048,0.000343,1256.85
520,256,4,4,3,0,4096,0.000345,1263.766
521,256,4,4,3,0,8192,0.000362,1256.85
522,256,4,4,3,0,16384,0.000349,1308.454
523,256,4,4,3,0,32768,0.000339,1261.106
524,256,4,4,3,0,65536,0.000371,1191.68
525,256,4,5,1,0,1024,0.000343,1006.012
526,256,4,5,1,0,2048,0.00033,1012.396
527,256,4,5,1,0,4096,0.000349,1010.534
528,256,4,5,1,0,8192,0.000351,1013.46
529,256,4,5,1,0,16384,0.000351,1013.46
530,256,4,5,1,0,32768,0.000342,1007.342
531,256,4,5,1,0,65536,0.000329,919.562
532,256,4,5,2,0,1024,0.000413,1336.65
533,256,4,5,2,0,2048,0.000416,1352.078
534,256,4,5,2,0,4096,0.000425,1350.216
535,256,4,5,2,0,8192,0.000377,1452.094
536,256,4,5,2,0,16384,0.000389,1517.53
537,256,4,5,2,0,32768,0.000389,1341.704
538,256,4,5,2,0,65536,0.00043,1179.976
539,256,4,5,3,0,1024,0.000363,1245.412
540,256,4,5,3,0,2048,0.000359,1212.96
541,256,4,5,3,0,4096,0.000357,1206.31
542,256,4,5,3,0,8192,0.000364,1219.61
543,256,4,5,3,0,16384,0.000364,1277.864
544,256,4,5,3,0,32768,0.000353,1204.182
545,256,4,5,3,0,65536,0.000391,1157.898
546,256,4,6,1,0,1024,0.000327,1233.176
547,256,4,6,1,0,2048,0.000323,1228.388
548,256,4,6,1,0,4096,0.000321,1228.92
549,256,4,6,1,0,8192,0.000326,1233.974
550,256,4,6,1,0,16384,0.000319,1075.704
551,256,4,6,1,0,32768,0.000313,1079.428
552,256,4,6,1,0,65536,0.000307,1143.002
553,256,4,6,2,0,1024,0.000235,1083.418
554,256,4,6,2,0,2048,0.000235,1077.034
