n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2
265,1,3,1,2,460800,0,0.213322,24426.779
266,1,3,1,2,230400,0,0.209267,24236.059
267,1,3,1,2,115200,0,0.210597,25284.631
268,1,3,1,2,57600,0,0.213194,27159.133
269,1,3,1,2,28800,0,0.214116,27432.314
270,1,3,1,2,14400,0,0.209396,30452.744
271,1,3,1,3,460800,0,0.223385,24937.234
272,1,3,1,3,230400,0,0.224084,25487.588
273,1,3,1,3,115200,0,0.224872,25672.457
274,1,3,1,3,57600,0,0.216626,26664.639
275,1,3,1,3,28800,0,0.21675,29982.723
276,1,3,1,3,14400,0,0.222239,30108.273
277,1,3,1,4,460800,0,0.215788,29027.25
278,1,3,1,4,230400,0,0.210921,28848.764
279,1,3,1,4,115200,0,0.216329,30250.584
280,1,3,1,4,57600,0,0.221871,32015.76
281,1,3,1,4,28800,0,0.215653,33765.508
282,1,3,1,5,460800,0,0.221376,28545.258
283,1,3,1,5,230400,0,0.218965,28971.391
284,1,3,1,5,115200,0,0.22284,27957.133
285,1,3,1,5,57600,0,0.213985,29977.137
286,1,3,1,5,28800,0,0.216557,34438.754
287,1,3,2,1,460800,0,0.235269,17405.178
288,1,3,2,1,230400,0,0.234095,18087.734
289,1,3,2,1,115200,0,0.219101,20009.85
290,1,3,2,1,57600,0,0.22818,22612.66
291,1,3,2,1,28800,0,0.253743,24140.83
292,1,3,2,1,14400,0,0.243742,27845.678
293,1,3,2,2,460800,0,0.210284,23659.369
294,1,3,2,2,230400,0,0.206725,24695.973
295,1,3,2,2,115200,0,0.209054,25911.857
296,1,3,2,2,57600,0,0.210987,29402.576
297,1,3,2,2,28800,0,0.215205,32683.42
298,1,3,2,3,460800,0,0.228024,23750.342
299,1,3,2,3,230400,0,0.220488,24389.807
300,1,3,2,3,115200,0,0.218898,25716.613
301,1,3,2,3,57600,0,0.225189,29691.984
302,1,3,2,3,28800,0,0.220834,35960.539
303,1,3,2,4,460800,0,0.220461,28355.334
304,1,3,2,4,230400,0,0.223433,30162.805
305,1,3,2,4,115200,0,0.221106,30635.486
306,1,3,2,4,57600,0,0.221722,33596.066
307,1,3,2,5,460800,0,0.223848,25568.719
308,1,3,2,5,230400,0,0.226452,26599.201
309,1,3,2,5,115200,0,0.225623,28220.205
310,1,3,2,5,57600,0,0.222558,31230.795
311,1,3,3,1,460800,0,0.212579,18748.213
312,1,3,3,1,230400,0,0.218135,19325.697
313,1,3,3,1,115200,0,0.218157,21147
314,1,3,3,1,57600,0,0.221769,23536.479
315,1,3,3,1,28800,0,0.226117,29347.514
316,1,3,3,1,14400,0,0.212623,45599.848
317,1,3,3,2,460800,0,0.216302,23315.697
318,1,3,3,2,230400,0,0.213335,24872.596
319,1,3,3,2,115200,0,0.20129,27255.689
320,1,3,3,2,57600,0,0.222658,28189.615
321,1,3,3,2,28800,0,0.238002,32137.854
322,1,3,3,3,460800,0,0.247295,24499.398
323,1,3,3,3,230400,0,0.222714,27568.24
324,1,3,3,3,57600,0,0.238779,28674.268
325,1,3,3,4,460800,0,0.223191,26942.607
326,1,3,3,4,230400,0,0.204978,27983.998
327,1,3,3,4,115200,0,0.218335,31579.254
328,1,3,3,5,460800,0,0.238945,28089.865
329,1,3,4,1,460800,0,0.212579,18748.213
330,1,3,4,1,230400,0,0.218135,19325.697
331,1,3,4,1,115200,0,0.218157,21147
332,1,3,4,1,57600,0,0.221769,23536.479
333,1,3,4,1,28800,0,0.226117,29347.514
334,1,3,4,1,14400,0,0.212623,45599.848
335,1,3,4,2,460800,0,0.216302,23315.697
336,1,3,4,2,230400,0,0.213335,24872.596
337,1,3,4,2,115200,0,0.20129,27255.689
338,1,3,4,2,57600,0,0.222658,28189.615
339,1,3,4,2,28800,0,0.238002,32137.854
340,1,3,4,3,460800,0,0.247295,24499.398
341,1,3,4,3,230400,0,0.222714,27568.24
342,1,3,4,3,57600,0,0.238779,28674.268
343,1,3,4,4,460800,0,0.223191,26942.607
344,1,3,4,4,230400,0,0.204978,27983.998
345,1,3,4,4,115200,0,0.218335,31579.254
346,1,3,4,5,460800,0,0.238945,28089.865
347,1,3,5,1,460800,0,0.212579,18748.213
348,1,3,5,1,230400,0,0.218135,19325.697
349,1,3,5,1,115200,0,0.218157,21147
350,1,3,5,1,57600,0,0.221769,23536.479
351,1,3,5,1,28800,0,0.226117,29347.514
352,1,3,5,1,14400,0,0.212623,45599.848
353,1,3,5,2,460800,0,0.216302,23315.697
354,1,3,5,2,230400,0,0.213335,24872.596
355,1,3,5,2,115200,0,0.20129,27255.689
356,1,3,5,2,57600,0,0.222658,28189.615
357,1,3,5,2,28800,0,0.238002,32137.854
358,1,3,5,3,460800,0,0.247295,24499.398
359,1,3,5,3,230400,0,0.222714,27568.24
360,1,3,5,3,57600,0,0.238779,28674.268
361,1,3,5,4,460800,0,0.223191,26942.607
362,1,3,5,4,230400,0,0.204978,27983.998
363,1,3,5,4,115200,0,0.218335,31579.254
364,1,3,5,5,460800,0,0.238945,28089.865
365,1,4,1,1,460800,0,0.210343,20539.189
366,1,4,1,1,230400,0,0.211897,21033.949
367,1,4,1,1,115200,0,0.20581,20494.236
368,1,4,1,1,57600,0,0.214789,21646.549
369,1,4,1,1,28800,0,0.218065,22732.627
370,1,4,1,1,14400,0,0.215113,24241.111
371,1,4,1,1,7200,0,0.204623,28245.742
372,1,4,1,2,460800,0,0.207442,26023.578
373,1,4,1,2,230400,0,0.208164,25758.377
374,1,4,1,2,115200,0,0.21203,26450.242
375,1,4,1,2,57600,0,0.209099,29202.545
376,1,4,1,2,28800,0,0.202663,31135.033
377,1,4,1,2,14400,0,0.21084,33708.316
378,1,4,1,3,460800,0,0.21289,27687.143
379,1,4,1,3,230400,0,0.214271,28500.836
380,1,4,1,3,115200,0,0.209328,28592.34
381,1,4,1,3,57600,0,0.214638,31846.584
382,1,4,1,3,28800,0,0.211098,31878.504
383,1,4,1,3,14400,0,0.213257,35300.859
384,1,4,1,4,460800,0,0.200761,33624.527
385,1,4,1,4,230400,0,0.207488,31668.363
386,1,4,1,4,115200,0,0.207912,33316.5
387,1,4,1,4,57600,0,0.208804,36241.172
388,1,4,1,4,28800,0,0.201928,38053.695
389,1,4,1,5,460800,0,0.206479,30727.521
390,1,4,1,5,230400,0,0.215458,30881.803
391,1,4,1,5,115200,0,0.209544,32451.201
392,1,4,1,5,57600,0,0.200716,35654.906
393,1,4,2,1,460800,0,0.201924,19806.893
394,1,4,2,1,230400,0,0.20756,19781.889
395,1,4,2,1,115200,0,0.214204,20301.652
396,1,4,2,1,57600,0,0.208139,21785.932
397,1,4,2,1,28800,0,0.20501,23496.047
398,1,4,2,1,14400,0,0.202674,27207.012
399,1,4,2,2,460800,0,0.202547,26309.527
400,1,4,2,2,230400,0,0.206532,26134.5
401,1,4,2,2,115200,0,0.202568,26684.057
402,1,4,2,2,57600,0,0.207102,28911.539
403,1,4,2,2,28800,0,0.200017,30122.105
404,1,4,2,3,460800,0,0.203938,27279.896
405,1,4,2,3,230400,0,0.206789,27176.688
406,1,4,2,3,115200,0,0.208117,27478.066
407,1,4,2,3,57600,0,0.211975,29507.912
408,1,4,2,3,28800,0,0.213904,30808.387
409,1,4,2,4,460800,0,0.207292,31475.514
410,1,4,2,4,230400,0,0.210494,31550.525
411,1,4,2,4,115200,0,0.208704,32748.059
412,1,4,2,4,57600,0,0.206492,35839.512
413,1,4,2,5,460800,0,0.212575,29377.838
414,1,4,2,5,230400,0,0.209403,29809.023
415,1,4,2,5,115200,0,0.206981,29889.355
416,1,4,3,1,460800,0,0.211501,21482.426
417,1,4,3,1,230400,0,0.214608,21826.098
418,1,4,3,1,115200,0,0.214183,23783.061
419,1,4,3,1,57600,0,0.223057,27023.205
420,1,4,3,1,28800,0,0.221962,32143.705
421,1,4,3,1,14400,0,0.209288,41949.266
422,1,4,3,2,460800,0,0.212434,28116.467
423,1,4,3,2,230400,0,0.210542,29751.035
424,1,4,3,2,115200,0,0.212038,31211.908
425,1,4,3,2,57600,0,0.209023,34936.176
426,1,4,3,2,28800,0,0.207659,42987.992
427,1,4,3,3,460800,0,0.216486,30227.441
428,1,4,3,3,230400,0,0.215659,31655.33
429,1,4,3,3,115200,0,0.219168,35313.895
430,1,4,3,3,57600,0,0.214206,38978.309
431,1,4,3,4,460800,0,0.209127,34378.371
432,1,4,3,4,230400,0,0.21005,35184.086
433,1,4,3,4,115200,0,0.208445,39112.375
434,1,4,3,4,57600,0,0.216339,45742.691
435,1,4,3,5,460800,0,0.216977,34669.641
436,1,4,3,5,230400,0,0.22346,35981.023
437,1,4,3,5,115200,0,0.214809,38819.773
438,1,4,4,1,460800,0,0.201413,19251.484
439,1,4,4,1,230400,0,0.20303,19595.688
440,1,4,4,1,115200,0,0.206541,20426.672
441,1,4,4,1,57600,0,0.209073,23864.189
442,1,4,4,1,28800,0,0.208033,23345.756
443,1,4,4,1,14400,0,0.209058,29169.295
444,1,4,4,2,460800,0,0.208938,23794.498
445,1,4,4,2,230400,0,0.198316,24382.891
446,1,4,4,2,115200,0,0.199847,25836.314
447,1,4,4,2,57600,0,0.205228,41776.629
448,1,4,4,3,460800,0,0.211271,26456.627
449,1,4,4,3,230400,0,0.206214,26688.578
450,1,4,4,3,115200,0,0.20975,29994.16
451,1,4,4,4,460800,0,0.199547,27445.348
452,1,4,4,4,230400,0,0.200261,32452.799
453,1,4,4,4,115200,0,0.205551,30726.99
454,1,4,4,5,460800,0,0.214462,29114.764
455,1,4,5,1,460800,0,0.201413,19251.484
456,1,4,5,1,230400,0,0.20303,19595.688
457,1,4,5,1,115200,0,0.206541,20426.672
458,1,4,5,1,57600,0,0.209073,23864.189
459,1,4,5,1,28800,0,0.208033,23345.756
460,1,4,5,2,460800,0,0.208938,23794.498
461,1,4,5,2,230400,0,0.198316,24382.891
462,1,4,5,2,115200,0,0.199847,25836.314
463,1,4,5,2,57600,0,0.205228,41776.629
464,1,4,5,3,460800,0,0.211271,26456.627
465,1,4,5,3,230400,0,0.206214,26688.578
466,1,4,5,3,115200,0,0.20975,29994.16
467,1,4,5,4,460800,0,0.199547,27445.348
468,1,4,5,4,230400,0,0.200261,32452.799
469,1,4,5,4,115200,0,0.205551,30726.99
470,1,4,5,5,460800,0,0.214462,29114.764
471,1,5,1,2,460800,0,0.212418,32284.686
472,1,5,1,2,230400,0,0.21994,32136.258
473,1,5,1,2,115200,0,0.214431,32826.262
474,1,5,1,2,57600,0,0.211533,33682.25
475,1,5,1,2,28800,0,0.217705,37181.215
476,1,5,1,2,14400,0,0.211799,38191.215
477,1,5,1,3,460800,0,0.214564,34830.57
478,1,5,1,3,230400,0,0.212993,34384.223
479,1,5,1,3,115200,0,0.214166,34828.711
480,1,5,1,3,57600,0,0.219542,34658.469
481,1,5,1,3,28800,0,0.21827,37967.512
482,1,5,1,4,460800,0,0.219807,40351.137
483,1,5,1,4,230400,0,0.219387,40430.402
484,1,5,1,4,115200,0,0.208945,41327.09
485,1,5,1,4,57600,0,0.241234,39668.047
486,1,5,1,5,115200,0,0.209941,36550.793
487,1,5,2,1,57600,0,0.211825,27904.197
488,1,5,2,2,460800,0,0.21404,33116.469
489,1,5,2,2,230400,0,0.219833,33356.398
490,1,5,2,2,115200,0,0.2165,34671.504
491,1,5,2,2,57600,0,0.222763,36912.82
492,1,5,2,2,28800,0,0.217261,39181.535
493,1,5,2,3,460800,0,0.221578,36217.496
494,1,5,2,3,230400,0,0.21366,35245.531
495,1,5,2,3,115200,0,0.220795,35970.648
496,1,5,2,3,57600,0,0.24472,37789.023
497,1,5,2,4,460800,0,0.220191,42908.461
498,1,5,2,4,230400,0,0.215673,43810.465
499,1,5,2,4,115200,0,0.219252,43697.949
500,1,5,3,1,460800,0,0.213251,25114.656
501,1,5,3,1,230400,0,0.220322,26016.928
502,1,5,3,1,115200,0,0.212582,27278.301
503,1,5,3,1,57600,0,0.233452,28386.455
504,1,5,3,1,28800,0,0.245748,32839.828
505,1,5,3,1,14400,0,0.21595,42092.371
506,1,5,3,2,460800,0,0.216352,36601.336
507,1,5,3,2,230400,0,0.220813,37073.484
508,1,5,3,2,115200,0,0.216508,39700.5
509,1,5,3,2,57600,0,0.214857,44967.301
510,1,5,3,2,28800,0,0.20502,49597.297
511,1,5,3,3,460800,0,0.222018,38442.055
512,1,5,3,3,230400,0,0.219988,38624.797
513,1,5,3,3,115200,0,0.21798,40218.668
514,1,5,3,3,57600,0,0.227883,43321.824
515,1,5,3,4,460800,0,0.211757,47023.746
516,1,5,4,1,460800,0,0.22401,24849.986
517,1,5,4,1,230400,0,0.22636,25361.238
518,1,5,4,1,115200,0,0.227005,27457.318
519,1,5,4,1,57600,0,0.218756,34024.324
520,1,5,4,1,28800,0,0.221383,39570.426
521,1,5,4,2,460800,0,0.225761,32308.359
522,1,5,4,2,230400,0,0.229356,34123.543
523,1,5,4,2,115200,0,0.226475,35668.473
524,1,5,4,2,57600,0,0.212926,41722.898
525,1,5,4,3,460800,0,0.226107,34317.988
526,1,5,4,3,230400,0,0.219977,35894.305
527,1,5,4,3,115200,0,0.220622,39718.59
528,1,5,4,4,460800,0,0.21599,41270.699
529,1,5,4,4,230400,0,0.2197,41720.238
530,1,5,5,1,460800,0,0.207418,25899.355
531,1,5,5,1,230400,0,0.205105,26319.902
532,1,5,5,1,115200,0,0.207243,28782.797
533,1,5,5,1,28800,0,0.212697,42957.672
534,1,5,5,2,460800,0,0.234716,31321.766
535,1,5,5,2,230400,0,0.226085,36598.676
536,1,5,5,3,460800,0,0.222938,34247.5
537,1,5,5,4,460800,0,0.213771,36059.492
538,2,1,1,1,460800,0,0.240178,10241.798
539,2,1,1,1,230400,0,0.240518,10495.296
540,2,1,1,1,115200,0,0.230153,11525.514
541,2,1,1,1,57600,0,0.235372,12523.28
542,2,1,1,1,28800,0,0.240202,15345.008
543,2,1,1,1,14400,0,0.242013,18935.477
544,2,1,1,1,7200,0,0.248,25508.602
545,2,1,1,2,460800,0,0.23574,11457.95
546,2,1,1,2,230400,0,0.240809,12588.45
547,2,1,1,2,115200,0,0.229348,12600.952
548,2,1,1,2,57600,0,0.238163,14200.942
549,2,1,1,2,28800,0,0.267602,15993.782
550,2,1,1,2,14400,0,0.24332,25569.516
551,2,1,1,3,460800,0,0.263729,13007.666
552,2,1,1,3,230400,0,0.242638,13342.028
553,2,1,1,3,115200,0,0.242864,14320.11
