n,knob_dimx_part_factor,knob_unroll_factor,knob_subdim_y,knob_I_B,obj1,obj2
276,138240,2,2,0,0.329942,7006.174
277,138240,2,16,0,0.177053,6023.57
278,138240,3,1,0,0.254047,5455.926
279,138240,3,2,0,0.229633,6647.606
280,138240,3,16,0,0.164889,5842.69
281,138240,4,1,0,0.350044,7263.662
282,138240,4,2,0,0.294253,8914.724
283,138240,4,16,0,0.146235,7704.158
284,138240,5,1,0,0.267172,5843.488
285,138240,5,2,0,0.254307,7504.392
286,138240,5,16,0,0.150944,6548.92
287,138240,6,1,0,0.276815,6424.432
288,138240,6,2,0,0.34369,8547.112
289,138240,6,16,0,0.148555,7063.896
290,138240,7,1,0,0.26896,6158.166
291,138240,7,2,0,0.251568,7725.704
292,138240,7,16,0,0.146589,6663.3
293,138240,8,1,0,0.341243,9659.258
294,138240,8,2,0,0.298259,11053.63
295,138240,8,16,0,0.223815,9549.932
296,103680,1,1,0,0.317541,6553.974
297,103680,1,2,0,0.289844,7491.89
298,103680,1,4,0,0.20173,5816.09
299,103680,1,8,0,0.193302,5844.552
300,103680,1,16,0,0.187519,5837.37
301,103680,1,32,0,0.190084,5976.222
302,103680,2,1,0,0.28871,9096.136
303,103680,2,2,0,0.252057,8349.74
304,103680,2,4,0,0.210345,6735.918
305,103680,2,8,0,0.185174,6580.84
306,103680,2,16,0,0.187864,6688.038
307,103680,2,32,0,0.17388,6978.244
308,103680,3,1,0,0.264089,6763.316
309,103680,3,2,0,0.295414,8186.948
310,103680,3,4,0,0.204864,7402.248
311,103680,3,8,0,0.180005,7405.174
312,103680,3,16,0,0.177935,7336.546
313,103680,3,32,0,0.206806,7509.712
314,103680,4,1,0,0.296103,10548.496
315,103680,4,2,0,0.272519,10312.554
316,103680,4,4,0,0.21116,8681.176
317,103680,4,8,0,0.201224,8802.738
318,103680,4,16,0,0.182639,8847.692
319,103680,4,32,0,0.184672,8734.642
320,103680,5,1,0,0.265233,7446.936
321,103680,5,2,0,0.318395,9523.066
322,103680,5,4,0,0.241763,8055.278
323,103680,5,8,0,0.204361,8587.81
324,103680,5,16,0,0.192469,8331.12
325,103680,5,32,0,0.209653,8334.578
326,103680,6,1,0,0.30724,10062.248
327,103680,6,2,0,0.27016,10277.176
328,103680,6,4,0,0.231418,8450.022
329,103680,6,8,0,0.196109,8542.856
330,103680,6,16,0,0.181774,8991.066
331,103680,6,32,0,0.172404,8920.31
332,103680,7,1,0,0.291836,7723.842
333,103680,7,2,0,0.295712,9355.752
334,103680,7,4,0,0.201691,8336.44
335,103680,7,8,0,0.178305,8239.084
336,103680,7,16,0,0.21826,8323.406
337,103680,7,32,0,0.186938,8107.148
338,103680,8,1,0,0.3313,15757.84
339,103680,8,2,0,0.278396,15045.492
340,103680,8,4,0,0.245062,12224.562
341,103680,8,8,0,0.226118,11439.064
342,103680,8,16,0,0.219248,11628.722
343,103680,8,32,0,0.215951,11006.282
344,82944,1,1,0,0.349945,7023.996
345,82944,1,2,0,0.289088,7704.956
346,82944,1,4,0,0.196413,5720.064
347,82944,1,8,0,0.187332,5593.182
348,82944,1,16,0,0.176466,5557.538
349,82944,1,32,0,0.176112,5566.848
350,82944,2,1,0,0.251989,7893.284
351,82944,2,2,0,0.322696,8938.93
352,82944,3,1,0,0.259665,7409.962
353,82944,3,2,0,0.298086,8863.652
354,82944,4,1,0,0.318177,9996.812
355,82944,4,2,0,0.28441,11767.574
356,82944,5,1,0,0.276916,8289.092
357,82944,5,2,0,0.307573,10504.34
358,82944,6,1,0,0.304407,9715.916
359,82944,6,2,0,0.333892,10935.26
360,82944,7,1,0,0.279778,8529.556
361,82944,7,2,0,0.30198,10276.112
362,82944,8,1,0,0.321655,13429.542
363,82944,8,2,0,0.288328,15435.182
