n,knob_blockdim_x,knob_blockdim_y,knob_unroll_dct,knob_unroll_width,knob_unroll_height,knob_array_partition1,knob_array_partition2,knob_I_B,obj1,obj2
218,1,2,1,4,1,4,1048576,0,1.952813,227
219,1,2,1,4,2,1,4194304,0,1.789201,163
220,1,2,1,4,2,2,2097152,0,2.030558,188
221,1,2,1,4,2,4,1048576,0,1.872167,276
222,1,2,1,4,4,1,4194304,0,1.963718,261
223,1,2,1,4,4,2,2097152,0,1.969139,310
224,1,2,1,4,4,4,1048576,0,2.061291,469
225,1,2,1,4,8,1,4194304,0,2.175994,358
226,1,2,1,4,8,2,2097152,0,2.133808,465
227,1,2,1,4,8,4,1048576,0,2.046844,688
228,1,2,1,8,1,1,4194304,0,1.884214,154
229,1,2,1,8,1,2,2097152,0,1.81538,199
230,1,2,1,8,1,4,1048576,0,1.912266,330
231,1,2,1,8,2,1,4194304,0,2.060727,226
232,1,2,1,8,2,2,2097152,0,2.105982,289
233,1,2,1,8,2,4,1048576,0,1.893144,507
234,1,2,1,8,4,1,4194304,0,2.07826,401
235,1,2,1,8,4,2,2097152,0,1.92978,508
236,1,2,1,8,4,4,1048576,0,2.046914,695
240,1,2,2,1,1,1,4194304,0,1.70683,103
241,1,2,2,1,1,2,2097152,0,1.716442,134
242,1,2,2,1,1,4,1048576,0,1.765436,240
243,1,2,2,1,2,1,4194304,0,1.964186,120
244,1,2,2,1,2,2,2097152,0,2.240297,202
245,1,2,2,1,2,4,1048576,0,2.161074,280
246,1,2,2,1,4,1,4194304,0,1.8403,235
247,1,2,2,1,4,2,2097152,0,1.991236,258
248,1,2,2,1,4,4,1048576,0,1.835378,331
249,1,2,2,1,8,1,4194304,0,1.974761,259
250,1,2,2,1,8,2,2097152,0,1.803674,329
251,1,2,2,1,8,4,1048576,0,2.086553,408
252,1,2,2,2,1,1,4194304,0,2.078155,143
253,1,2,2,2,1,2,2097152,0,1.948519,185
254,1,2,2,2,1,4,1048576,0,1.924139,296
255,1,2,2,2,2,1,4194304,0,1.797768,199
256,1,2,2,2,2,2,2097152,0,1.940512,265
257,1,2,2,2,2,4,1048576,0,1.905588,344
258,1,2,2,2,4,1,4194304,0,1.932173,314
259,1,2,2,2,4,2,2097152,0,1.952564,387
260,1,2,2,2,4,4,1048576,0,1.997329,449
261,1,2,2,2,8,1,4194304,0,1.998196,517
262,1,2,2,2,8,2,2097152,0,2.02093,647
263,1,2,2,2,8,4,1048576,0,2.017883,709
264,1,2,2,4,1,1,4194304,0,1.792628,206
265,1,2,2,4,1,2,2097152,0,2.068777,265
266,1,2,2,4,1,4,1048576,0,1.889678,336
267,1,2,2,4,2,1,4194304,0,2.042236,349
268,1,2,2,4,2,2,2097152,0,1.906994,427
269,1,2,2,4,2,4,1048576,0,1.866913,496
270,1,2,2,4,4,1,4194304,0,1.912251,536
271,1,2,2,4,4,2,2097152,0,2.085218,678
272,1,2,2,4,4,4,1048576,0,1.941079,738
276,1,2,2,8,1,1,4194304,0,2.061979,345
277,1,2,2,8,1,2,2097152,0,2.106519,424
278,1,2,2,8,1,4,1048576,0,1.944064,512
279,1,2,2,8,2,1,4194304,0,1.976607,553
280,1,2,2,8,2,2,2097152,0,1.981764,657
281,1,2,2,8,2,4,1048576,0,2.050205,765
288,1,2,4,1,1,1,4194304,0,1.835756,120
289,1,2,4,1,1,2,2097152,0,1.803819,146
290,1,2,4,1,1,4,1048576,0,1.99637,249
291,1,2,4,1,2,1,4194304,0,1.93106,146
292,1,2,4,1,2,2,2097152,0,2.197003,222
293,1,2,4,1,2,4,1048576,0,1.944345,269
294,1,2,4,1,4,1,4194304,0,1.85448,213
295,1,2,4,1,4,2,2097152,0,1.836767,268
296,1,2,4,1,4,4,1048576,0,1.966583,398
297,1,2,4,1,8,1,4194304,0,2.080943,314
298,1,2,4,1,8,2,2097152,0,2.136876,408
299,1,2,4,1,8,4,1048576,0,1.928526,547
300,1,2,4,2,1,1,4194304,0,2.131806,149
301,1,2,4,2,1,2,2097152,0,2.017115,172
302,1,2,4,2,1,4,1048576,0,1.933895,298
303,1,2,4,2,2,1,4194304,0,1.820812,205
304,1,2,4,2,2,2,2097152,0,1.930126,268
305,1,2,4,2,2,4,1048576,0,1.846451,392
306,1,2,4,2,4,1,4194304,0,2.053048,321
307,1,2,4,2,4,2,2097152,0,2.020885,376
308,1,2,4,2,4,4,1048576,0,2.053747,641
309,1,2,4,2,8,1,4194304,0,2.09679,498
310,1,2,4,2,8,2,2097152,0,2.112871,629
311,1,2,4,2,8,4,1048576,0,1.980962,776
312,1,2,4,4,1,1,4194304,0,1.88191,195
313,1,2,4,4,1,2,2097152,0,1.975854,234
314,1,2,4,4,1,4,1048576,0,1.906154,418
315,1,2,4,4,2,1,4194304,0,1.980471,309
316,1,2,4,4,2,2,2097152,0,1.94481,466
317,1,2,4,4,2,4,1048576,0,2.241286,587
318,1,2,4,4,4,1,4194304,0,2.035568,505
319,1,2,4,4,4,2,2097152,0,2.085676,624
320,1,2,4,4,4,4,1048576,0,2.006202,834
324,1,2,4,8,1,1,4194304,0,2.027371,260
325,1,2,4,8,1,2,2097152,0,2.030868,360
326,1,2,4,8,1,4,1048576,0,1.973756,520
327,1,2,4,8,2,1,4194304,0,1.968118,500
328,1,2,4,8,2,2,2097152,0,2.057154,654
329,1,2,4,8,2,4,1048576,0,1.902622,796
336,1,2,8,1,1,1,4194304,0,1.926073,126
337,1,2,8,1,1,2,2097152,0,1.991525,180
338,1,2,8,1,1,4,1048576,0,2.073859,271
339,1,2,8,1,2,1,4194304,0,1.876777,162
340,1,2,8,1,2,2,2097152,0,1.988467,229
341,1,2,8,1,2,4,1048576,0,1.954012,318
342,1,2,8,1,4,1,4194304,0,1.910403,232
343,1,2,8,1,4,2,2097152,0,1.957573,314
344,1,2,8,1,4,4,1048576,0,2.09446,468
345,1,2,8,1,8,1,4194304,0,2.026176,310
346,1,2,8,1,8,2,2097152,0,2.084906,412
347,1,2,8,1,8,4,1048576,0,1.975539,677
348,1,2,8,2,1,1,4194304,0,1.932085,160
349,1,2,8,2,1,2,2097152,0,1.995918,215
350,1,2,8,2,1,4,1048576,0,1.939717,309
351,1,2,8,2,2,1,4194304,0,1.896431,202
352,1,2,8,2,2,2,2097152,0,2.038415,272
353,1,2,8,2,2,4,1048576,0,1.932737,473
354,1,2,8,2,4,1,4194304,0,1.977227,328
355,1,2,8,2,4,2,2097152,0,2.10787,435
356,1,2,8,2,4,4,1048576,0,1.958035,668
360,1,2,8,4,1,1,4194304,0,1.888836,236
361,1,2,8,4,1,2,2097152,0,1.902713,345
362,1,2,8,4,1,4,1048576,0,1.940642,489
363,1,2,8,4,2,1,4194304,0,2.101775,343
364,1,2,8,4,2,2,2097152,0,1.969966,446
365,1,2,8,4,2,4,1048576,0,2.034946,732
372,1,2,8,8,1,1,4194304,0,2.040322,352
373,1,2,8,8,1,2,2097152,0,2.012569,513
374,1,2,8,8,1,4,1048576,0,2.041016,718
384,1,4,1,1,1,1,4194304,0,1.70693,88
385,1,4,1,1,1,2,2097152,0,1.607797,118
386,1,4,1,1,1,4,1048576,0,1.658658,171
387,1,4,1,1,2,1,4194304,0,1.730472,100
388,1,4,1,1,2,2,2097152,0,1.829591,146
389,1,4,1,1,2,4,1048576,0,1.73212,208
390,1,4,1,1,4,1,4194304,0,1.852535,149
391,1,4,1,1,4,2,2097152,0,1.923397,193
392,1,4,1,1,4,4,1048576,0,1.877255,254
393,1,4,1,1,8,1,4194304,0,1.871069,189
394,1,4,1,1,8,2,2097152,0,1.934866,276
395,1,4,1,1,8,4,1048576,0,1.928039,464
396,1,4,1,2,1,1,4194304,0,2.174104,104
397,1,4,1,2,1,2,2097152,0,2.148437,170
398,1,4,1,2,1,4,1048576,0,1.989023,235
399,1,4,1,2,2,1,4194304,0,1.858078,148
400,1,4,1,2,2,2,2097152,0,2.064793,205
401,1,4,1,2,2,4,1048576,0,1.925178,260
402,1,4,1,2,4,1,4194304,0,1.864541,205
403,1,4,1,2,4,2,2097152,0,1.957062,294
404,1,4,1,2,4,4,1048576,0,2.001321,450
405,1,4,1,2,8,1,4194304,0,2.222776,295
406,1,4,1,2,8,2,2097152,0,2.097771,477
407,1,4,1,2,8,4,1048576,0,2.04904,642
408,1,4,1,4,1,1,4194304,0,1.902605,145
409,1,4,1,4,1,2,2097152,0,1.849624,201
410,1,4,1,4,1,4,1048576,0,1.858101,279
411,1,4,1,4,2,1,4194304,0,1.934595,222
412,1,4,1,4,2,2,2097152,0,1.94778,292
413,1,4,1,4,2,4,1048576,0,1.932241,442
414,1,4,1,4,4,1,4194304,0,2.016858,307
415,1,4,1,4,4,2,2097152,0,2.007441,514
416,1,4,1,4,4,4,1048576,0,2.049582,536
420,1,4,1,8,1,1,4194304,0,2.027875,225
421,1,4,1,8,1,2,2097152,0,1.823251,259
422,1,4,1,8,1,4,1048576,0,2.062019,428
423,1,4,1,8,2,1,4194304,0,2.001224,338
424,1,4,1,8,2,2,2097152,0,2.084334,469
425,1,4,1,8,2,4,1048576,0,2.019824,599
432,1,4,2,1,1,1,4194304,0,1.592291,109
433,1,4,2,1,1,2,2097152,0,1.61477,146
434,1,4,2,1,1,4,1048576,0,1.636079,235
435,1,4,2,1,2,1,4194304,0,2.08397,146
436,1,4,2,1,2,2,2097152,0,1.968077,223
437,1,4,2,1,2,4,1048576,0,2.102232,271
438,1,4,2,1,4,1,4194304,0,1.849011,236
439,1,4,2,1,4,2,2097152,0,1.866101,318
440,1,4,2,1,4,4,1048576,0,1.798208,378
441,1,4,2,1,8,1,4194304,0,1.972318,375
442,1,4,2,1,8,2,2097152,0,1.948674,524
443,1,4,2,1,8,4,1048576,0,1.909813,546
444,1,4,2,2,1,1,4194304,0,2.288917,138
445,1,4,2,2,1,2,2097152,0,2.26995,178
446,1,4,2,2,1,4,1048576,0,2.09831,297
447,1,4,2,2,2,1,4194304,0,1.772345,239
448,1,4,2,2,2,2,2097152,0,1.865294,312
449,1,4,2,2,2,4,1048576,0,1.784754,401
450,1,4,2,2,4,1,4194304,0,2.115194,415
451,1,4,2,2,4,2,2097152,0,2.073288,506
452,1,4,2,2,4,4,1048576,0,1.996968,557
453,1,4,2,2,8,1,4194304,0,2.171539,617
454,1,4,2,2,8,2,2097152,0,2.060106,779
455,1,4,2,2,8,4,1048576,0,1.9873,819
456,1,4,2,4,1,1,4194304,0,1.805843,219
457,1,4,2,4,1,2,2097152,0,1.955003,272
458,1,4,2,4,1,4,1048576,0,1.82364,314
459,1,4,2,4,2,1,4194304,0,2.034567,376
460,1,4,2,4,2,2,2097152,0,1.951452,516
461,1,4,2,4,2,4,1048576,0,1.934127,559
462,1,4,2,4,4,1,4194304,0,2.05409,687
463,1,4,2,4,4,2,2097152,0,2.24255,960
464,1,4,2,4,4,4,1048576,0,2.146564,873
468,1,4,2,8,1,1,4194304,0,1.992703,330
469,1,4,2,8,1,2,2097152,0,2.01729,424
470,1,4,2,8,1,4,1048576,0,1.977717,479
471,1,4,2,8,2,1,4194304,0,2.009281,645
472,1,4,2,8,2,2,2097152,0,2.066877,849
473,1,4,2,8,2,4,1048576,0,2.108083,869
480,1,4,4,1,1,1,4194304,0,2.070266,150
481,1,4,4,1,1,2,2097152,0,2.09914,182
482,1,4,4,1,1,4,1048576,0,2.141053,335
483,1,4,4,1,2,1,4194304,0,1.842746,193
484,1,4,4,1,2,2,2097152,0,1.885584,225
485,1,4,4,1,2,4,1048576,0,1.984997,407
486,1,4,4,1,4,1,4194304,0,1.905938,250
487,1,4,4,1,4,2,2097152,0,1.991841,341
488,1,4,4,1,4,4,1048576,0,1.922699,478
489,1,4,4,1,8,1,4194304,0,1.961741,346
490,1,4,4,1,8,2,2097152,0,2.025759,455
491,1,4,4,1,8,4,1048576,0,1.909828,681
492,1,4,4,2,1,1,4194304,0,1.863728,200
493,1,4,4,2,1,2,2097152,0,1.91868,238
494,1,4,4,2,1,4,1048576,0,1.967346,391
495,1,4,4,2,2,1,4194304,0,1.999198,271
496,1,4,4,2,2,2,2097152,0,2.233644,332
497,1,4,4,2,2,4,1048576,0,2.009442,488
498,1,4,4,2,4,1,4194304,0,2.035607,419
499,1,4,4,2,4,2,2097152,0,2.057955,517
500,1,4,4,2,4,4,1048576,0,2.015819,741
501,1,4,4,2,8,1,4194304,0,2.04764,535
504,1,4,4,4,1,1,4194304,0,2.098207,295
505,1,4,4,4,1,2,2097152,0,2.090988,375
506,1,4,4,4,1,4,1048576,0,2.005533,519
507,1,4,4,4,2,1,4194304,0,2.040638,458
508,1,4,4,4,2,2,2097152,0,2.107457,560
509,1,4,4,4,2,4,1048576,0,2.037612,790
510,1,4,4,4,4,1,4194304,0,2.104049,662
516,1,4,4,8,1,1,4194304,0,2.022996,408
517,1,4,4,8,1,2,2097152,0,2.100069,515
518,1,4,4,8,1,4,1048576,0,2.019736,804
519,1,4,4,8,2,1,4194304,0,2.179397,645
528,1,4,8,1,1,1,4194304,0,1.829862,131
529,1,4,8,1,1,2,2097152,0,1.865941,215
530,1,4,8,1,1,4,1048576,0,1.833562,308
531,1,4,8,1,2,1,4194304,0,1.833765,129
532,1,4,8,1,2,2,2097152,0,1.822434,221
533,1,4,8,1,2,4,1048576,0,1.838159,350
534,1,4,8,1,4,1,4194304,0,1.808894,145
535,1,4,8,1,4,2,2097152,0,1.788777,266
536,1,4,8,1,4,4,1048576,0,1.724496,378
537,1,4,8,1,8,1,4194304,0,1.90941,155
538,1,4,8,1,8,2,2097152,0,1.864785,252
540,1,4,8,2,1,1,4194304,0,1.851601,149
541,1,4,8,2,1,2,2097152,0,1.888605,233
542,1,4,8,2,1,4,1048576,0,1.932085,414
543,1,4,8,2,2,1,4194304,0,1.806015,202
544,1,4,8,2,2,2,2097152,0,1.868913,275
545,1,4,8,2,2,4,1048576,0,1.909381,458
546,1,4,8,2,4,1,4194304,0,1.826697,233
547,1,4,8,2,4,2,2097152,0,1.968902,385
552,1,4,8,4,1,1,4194304,0,1.981115,262
553,1,4,8,4,1,2,2097152,0,2.10693,378
554,1,4,8,4,1,4,1048576,0,1.939023,540
555,1,4,8,4,2,1,4194304,0,1.871688,260
556,1,4,8,4,2,2,2097152,0,1.930424,427
564,1,4,8,8,1,1,4194304,0,2.06345,312
565,1,4,8,8,1,2,2097152,0,1.868715,457
576,1,8,1,1,1,1,4194304,0,2.023168,115
577,1,8,1,1,1,2,2097152,0,2.079916,151
578,1,8,1,1,1,4,1048576,0,1.912025,211
579,1,8,1,1,2,1,4194304,0,1.811463,124
580,1,8,1,1,2,2,2097152,0,1.751426,168
581,1,8,1,1,2,4,1048576,0,1.842305,306
582,1,8,1,1,4,1,4194304,0,1.919631,164
583,1,8,1,1,4,2,2097152,0,2.050525,207
584,1,8,1,1,4,4,1048576,0,1.865954,388
585,1,8,1,1,8,1,4194304,0,1.992777,244
586,1,8,1,1,8,2,2097152,0,2.044804,322
587,1,8,1,1,8,4,1048576,0,2.018438,578
588,1,8,1,2,1,1,4194304,0,1.819013,133
589,1,8,1,2,1,2,2097152,0,1.888242,179
590,1,8,1,2,1,4,1048576,0,1.81242,239
591,1,8,1,2,2,1,4194304,0,1.889392,173
592,1,8,1,2,2,2,2097152,0,1.938598,225
593,1,8,1,2,2,4,1048576,0,1.917409,420
594,1,8,1,2,4,1,4194304,0,2.006029,252
595,1,8,1,2,4,2,2097152,0,1.949528,371
596,1,8,1,2,4,4,1048576,0,2.007206,505
600,1,8,1,4,1,1,4194304,0,1.857866,200
601,1,8,1,4,1,2,2097152,0,2.143963,265
602,1,8,1,4,1,4,1048576,0,2.01257,394
603,1,8,1,4,2,1,4194304,0,2.080331,300
604,1,8,1,4,2,2,2097152,0,2.01488,348
605,1,8,1,4,2,4,1048576,0,2.056317,587
612,1,8,1,8,1,1,4194304,0,2.200711,293
613,1,8,1,8,1,2,2097152,0,2.138076,560
614,1,8,1,8,1,4,1048576,0,2.015631,523
624,1,8,2,1,1,1,4194304,0,2.000198,167
625,1,8,2,1,1,2,2097152,0,2.053352,175
626,1,8,2,1,1,4,1048576,0,2.004647,252
627,1,8,2,1,2,1,4194304,0,2.021458,216
628,1,8,2,1,2,2,2097152,0,1.862017,279
629,1,8,2,1,2,4,1048576,0,1.833219,341
630,1,8,2,1,4,1,4194304,0,1.968173,398
631,1,8,2,1,4,2,2097152,0,2.00446,437
632,1,8,2,1,4,4,1048576,0,1.97028,505
633,1,8,2,1,8,1,4194304,0,2.061511,678
634,1,8,2,1,8,2,2097152,0,1.976064,750
635,1,8,2,1,8,4,1048576,0,1.915431,865
636,1,8,2,2,1,1,4194304,0,1.77072,214
637,1,8,2,2,1,2,2097152,0,1.924095,279
638,1,8,2,2,1,4,1048576,0,1.952194,321
639,1,8,2,2,2,1,4194304,0,1.904159,369
640,1,8,2,2,2,2,2097152,0,1.985635,453
641,1,8,2,2,2,4,1048576,0,2.053064,519
642,1,8,2,2,4,1,4194304,0,2.081248,659
643,1,8,2,2,4,2,2097152,0,1.980346,808
644,1,8,2,2,4,4,1048576,0,1.937035,840
648,1,8,2,4,1,1,4194304,0,1.86813,373
649,1,8,2,4,1,2,2097152,0,2.04656,448
650,1,8,2,4,1,4,1048576,0,1.995279,496
651,1,8,2,4,2,1,4194304,0,1.991254,656
652,1,8,2,4,2,2,2097152,0,2.083968,739
653,1,8,2,4,2,4,1048576,0,2.059385,817
660,1,8,2,8,1,1,4194304,0,1.926904,560
661,1,8,2,8,1,2,2097152,0,2.051945,820
662,1,8,2,8,1,4,1048576,0,2.121023,751
672,1,8,4,1,1,1,4194304,0,1.836485,168
673,1,8,4,1,1,2,2097152,0,1.987605,243
674,1,8,4,1,1,4,1048576,0,1.796901,349
