n,knob_blockdim_x,knob_blockdim_y,knob_unroll_dct,knob_unroll_width,knob_unroll_height,knob_array_partition1,knob_array_partition2,knob_I_B,obj1,obj2
48,1,1,2,1,1,1,4194304,0,1.274582,103
49,1,1,2,1,1,2,2097152,0,1.31061,112
50,1,1,2,1,1,4,1048576,0,1.460088,196
51,1,1,2,1,2,1,4194304,0,1.248531,108
52,1,1,2,1,2,2,2097152,0,1.318564,165
53,1,1,2,1,2,4,1048576,0,1.300804,205
54,1,1,2,1,4,1,4194304,0,1.344904,154
55,1,1,2,1,4,2,2097152,0,1.648462,229
56,1,1,2,1,4,4,1048576,0,1.643604,311
57,1,1,2,1,8,1,4194304,0,1.388226,210
58,1,1,2,1,8,2,2097152,0,1.518052,340
59,1,1,2,1,8,4,1048576,0,1.569145,430
60,1,1,2,2,1,1,4194304,0,1.329043,102
61,1,1,2,2,1,2,2097152,0,1.461092,145
62,1,1,2,2,1,4,1048576,0,1.462936,235
63,1,1,2,2,2,1,4194304,0,1.608244,145
64,1,1,2,2,2,2,2097152,0,1.635051,201
65,1,1,2,2,2,4,1048576,0,1.573731,254
66,1,1,2,2,4,1,4194304,0,1.453293,200
67,1,1,2,2,4,2,2097152,0,1.604067,339
68,1,1,2,2,4,4,1048576,0,1.571566,368
69,1,1,2,2,8,1,4194304,0,1.574337,333
70,1,1,2,2,8,2,2097152,0,1.644695,646
71,1,1,2,2,8,4,1048576,0,1.592429,715
72,1,1,2,4,1,1,4194304,0,1.544712,145
73,1,1,2,4,1,2,2097152,0,1.539852,200
74,1,1,2,4,1,4,1048576,0,1.568173,246
75,1,1,2,4,2,1,4194304,0,1.587133,227
76,1,1,2,4,2,2,2097152,0,1.53285,347
77,1,1,2,4,2,4,1048576,0,1.556138,357
78,1,1,2,4,4,1,4194304,0,1.518627,323
79,1,1,2,4,4,2,2097152,0,1.588821,563
80,1,1,2,4,4,4,1048576,0,1.603563,716
81,1,1,2,4,8,1,4194304,0,1.609683,560
82,1,1,2,4,8,2,2097152,0,1.578357,820
83,1,1,2,4,8,4,1048576,0,1.58087,891
84,1,1,2,8,1,1,4194304,0,1.525105,196
85,1,1,2,8,1,2,2097152,0,1.568843,237
86,1,1,2,8,1,4,1048576,0,1.445339,273
87,1,1,2,8,2,1,4194304,0,1.559153,340
88,1,1,2,8,2,2,2097152,0,1.531509,476
89,1,1,2,8,2,4,1048576,0,1.571887,547
90,1,1,2,8,4,1,4194304,0,1.496514,604
91,1,1,2,8,4,2,2097152,0,1.560509,939
92,1,1,2,8,4,4,1048576,0,1.588486,969
96,1,1,4,1,1,1,4194304,0,1.294041,101
97,1,1,4,1,1,2,2097152,0,1.393468,129
98,1,1,4,1,1,4,1048576,0,1.382993,235
99,1,1,4,1,2,1,4194304,0,1.487613,114
100,1,1,4,1,2,2,2097152,0,1.456528,162
101,1,1,4,1,2,4,1048576,0,1.461016,214
102,1,1,4,1,4,1,4194304,0,1.403361,158
103,1,1,4,1,4,2,2097152,0,1.508243,213
104,1,1,4,1,4,4,1048576,0,1.432948,312
105,1,1,4,1,8,1,4194304,0,1.441021,219
106,1,1,4,1,8,2,2097152,0,1.567339,292
107,1,1,4,1,8,4,1048576,0,1.61637,403
108,1,1,4,2,1,1,4194304,0,1.538948,143
109,1,1,4,2,1,2,2097152,0,1.551585,191
110,1,1,4,2,1,4,1048576,0,1.643197,247
111,1,1,4,2,2,1,4194304,0,1.453368,168
112,1,1,4,2,2,2,2097152,0,1.58253,220
113,1,1,4,2,2,4,1048576,0,1.464838,272
114,1,1,4,2,4,1,4194304,0,1.547469,235
115,1,1,4,2,4,2,2097152,0,1.560434,328
116,1,1,4,2,4,4,1048576,0,1.602985,476
117,1,1,4,2,8,1,4194304,0,1.543072,333
118,1,1,4,2,8,2,2097152,0,1.550218,525
119,1,1,4,2,8,4,1048576,0,1.619195,658
120,1,1,4,4,1,1,4194304,0,1.498878,182
121,1,1,4,4,1,2,2097152,0,1.585835,253
122,1,1,4,4,1,4,1048576,0,1.598471,357
123,1,1,4,4,2,1,4194304,0,1.563579,263
124,1,1,4,4,2,2,2097152,0,1.573387,444
125,1,1,4,4,2,4,1048576,0,1.54945,518
126,1,1,4,4,4,1,4194304,0,1.576556,397
127,1,1,4,4,4,2,2097152,0,1.597666,543
128,1,1,4,4,4,4,1048576,0,1.60099,683
132,1,1,4,8,1,1,4194304,0,1.542938,268
133,1,1,4,8,1,2,2097152,0,1.615097,339
134,1,1,4,8,1,4,1048576,0,1.574362,450
135,1,1,4,8,2,1,4194304,0,1.523517,412
136,1,1,4,8,2,2,2097152,0,1.570893,663
137,1,1,4,8,2,4,1048576,0,1.549948,807
144,1,1,8,1,1,1,4194304,0,1.57158,104
145,1,1,8,1,1,2,2097152,0,1.529553,201
146,1,1,8,1,1,4,1048576,0,1.556969,294
147,1,1,8,1,2,1,4194304,0,1.306188,135
148,1,1,8,1,2,2,2097152,0,1.50118,177
149,1,1,8,1,2,4,1048576,0,1.457356,275
150,1,1,8,1,4,1,4194304,0,1.371377,180
151,1,1,8,1,4,2,2097152,0,1.551251,255
152,1,1,8,1,4,4,1048576,0,1.578987,365
153,1,1,8,1,8,1,4194304,0,1.429403,250
154,1,1,8,1,8,2,2097152,0,1.505386,385
155,1,1,8,1,8,4,1048576,0,1.567584,534
156,1,1,8,2,1,1,4194304,0,1.471272,128
157,1,1,8,2,1,2,2097152,0,1.45584,183
158,1,1,8,2,1,4,1048576,0,1.533163,317
159,1,1,8,2,2,1,4194304,0,1.440777,164
160,1,1,8,2,2,2,2097152,0,1.531872,249
161,1,1,8,2,2,4,1048576,0,1.570116,296
162,1,1,8,2,4,1,4194304,0,1.546654,251
163,1,1,8,2,4,2,2097152,0,1.510876,377
164,1,1,8,2,4,4,1048576,0,1.585879,517
168,1,1,8,4,1,1,4194304,0,1.477181,173
169,1,1,8,4,1,2,2097152,0,1.555982,256
170,1,1,8,4,1,4,1048576,0,1.499672,334
171,1,1,8,4,2,1,4194304,0,1.569623,261
172,1,1,8,4,2,2,2097152,0,1.472455,365
173,1,1,8,4,2,4,1048576,0,1.56355,582
180,1,1,8,8,1,1,4194304,0,1.476853,274
181,1,1,8,8,1,2,2097152,0,1.550072,394
182,1,1,8,8,1,4,1048576,0,1.521506,565
192,1,2,1,1,1,1,4194304,0,1.390139,92
193,1,2,1,1,1,2,2097152,0,1.257601,109
194,1,2,1,1,1,4,1048576,0,1.31038,180
195,1,2,1,1,2,1,4194304,0,1.229876,93
196,1,2,1,1,2,2,2097152,0,1.373516,129
197,1,2,1,1,2,4,1048576,0,1.322601,197
198,1,2,1,1,4,1,4194304,0,1.509928,136
199,1,2,1,1,4,2,2097152,0,1.502848,178
200,1,2,1,1,4,4,1048576,0,1.653386,208
201,1,2,1,1,8,1,4194304,0,1.416132,167
202,1,2,1,1,8,2,2097152,0,1.548288,235
203,1,2,1,1,8,4,1048576,0,1.582507,358
204,1,2,1,2,1,1,4194304,0,1.311559,86
205,1,2,1,2,1,2,2097152,0,1.552186,133
206,1,2,1,2,1,4,1048576,0,1.423695,190
207,1,2,1,2,2,1,4194304,0,1.559303,135
208,1,2,1,2,2,2,2097152,0,1.662649,228
209,1,2,1,2,2,4,1048576,0,1.631291,260
210,1,2,1,2,4,1,4194304,0,1.509253,164
211,1,2,1,2,4,2,2097152,0,1.461546,251
212,1,2,1,2,4,4,1048576,0,1.617478,314
213,1,2,1,2,8,1,4194304,0,1.594812,254
214,1,2,1,2,8,2,2097152,0,1.562278,359
215,1,2,1,2,8,4,1048576,0,1.640662,459
216,1,2,1,4,1,1,4194304,0,1.575119,140
217,1,2,1,4,1,2,2097152,0,1.662466,192
218,1,2,1,4,1,4,1048576,0,1.553029,269
219,1,2,1,4,2,1,4194304,0,1.561831,176
220,1,2,1,4,2,2,2097152,0,1.56436,224
221,1,2,1,4,2,4,1048576,0,1.599258,320
222,1,2,1,4,4,1,4194304,0,1.601463,260
223,1,2,1,4,4,2,2097152,0,1.651024,319
224,1,2,1,4,4,4,1048576,0,1.564376,471
225,1,2,1,4,8,1,4194304,0,1.565312,337
226,1,2,1,4,8,2,2097152,0,1.648247,517
227,1,2,1,4,8,4,1048576,0,1.645887,670
228,1,2,1,8,1,1,4194304,0,1.583381,155
229,1,2,1,8,1,2,2097152,0,1.557244,235
230,1,2,1,8,1,4,1048576,0,1.649482,327
231,1,2,1,8,2,1,4194304,0,1.583916,256
232,1,2,1,8,2,2,2097152,0,1.627413,341
233,1,2,1,8,2,4,1048576,0,1.653544,481
234,1,2,1,8,4,1,4194304,0,1.52493,355
235,1,2,1,8,4,2,2097152,0,1.636189,525
236,1,2,1,8,4,4,1048576,0,1.592191,627
240,1,2,2,1,1,1,4194304,0,1.358252,111
241,1,2,2,1,1,2,2097152,0,1.368626,145
242,1,2,2,1,1,4,1048576,0,1.502142,246
243,1,2,2,1,2,1,4194304,0,1.412018,145
244,1,2,2,1,2,2,2097152,0,1.470232,195
245,1,2,2,1,2,4,1048576,0,1.466719,287
246,1,2,2,1,4,1,4194304,0,1.327578,171
247,1,2,2,1,4,2,2097152,0,1.472262,249
248,1,2,2,1,4,4,1048576,0,1.607077,323
249,1,2,2,1,8,1,4194304,0,1.387391,267
250,1,2,2,1,8,2,2097152,0,1.644966,353
251,1,2,2,1,8,4,1048576,0,1.632087,435
252,1,2,2,2,1,1,4194304,0,1.622607,132
253,1,2,2,2,1,2,2097152,0,1.654564,239
254,1,2,2,2,1,4,1048576,0,1.586802,227
255,1,2,2,2,2,1,4194304,0,1.595357,194
256,1,2,2,2,2,2,2097152,0,1.44999,239
257,1,2,2,2,2,4,1048576,0,1.555377,285
258,1,2,2,2,4,1,4194304,0,1.525618,276
259,1,2,2,2,4,2,2097152,0,1.559573,359
260,1,2,2,2,4,4,1048576,0,1.594866,416
261,1,2,2,2,8,1,4194304,0,1.536917,464
262,1,2,2,2,8,2,2097152,0,1.635933,605
263,1,2,2,2,8,4,1048576,0,1.642623,679
264,1,2,2,4,1,1,4194304,0,1.543132,204
265,1,2,2,4,1,2,2097152,0,1.559362,270
266,1,2,2,4,1,4,1048576,0,1.591318,354
267,1,2,2,4,2,1,4194304,0,1.515898,309
268,1,2,2,4,2,2,2097152,0,1.649388,423
269,1,2,2,4,2,4,1048576,0,1.618775,436
270,1,2,2,4,4,1,4194304,0,1.510397,488
271,1,2,2,4,4,2,2097152,0,1.579644,600
272,1,2,2,4,4,4,1048576,0,1.565427,700
276,1,2,2,8,1,1,4194304,0,1.537611,299
277,1,2,2,8,1,2,2097152,0,1.642349,411
278,1,2,2,8,1,4,1048576,0,1.557354,440
279,1,2,2,8,2,1,4194304,0,1.580802,519
280,1,2,2,8,2,2,2097152,0,1.594519,626
281,1,2,2,8,2,4,1048576,0,1.637009,749
282,1,2,2,8,4,1,4194304,0,1.572452,926
288,1,2,4,1,1,1,4194304,0,1.327028,120
289,1,2,4,1,1,2,2097152,0,1.44987,146
290,1,2,4,1,1,4,1048576,0,1.505149,308
291,1,2,4,1,2,1,4194304,0,1.548668,144
292,1,2,4,1,2,2,2097152,0,1.641113,224
293,1,2,4,1,2,4,1048576,0,1.49257,318
294,1,2,4,1,4,1,4194304,0,1.405795,203
295,1,2,4,1,4,2,2097152,0,1.516818,278
296,1,2,4,1,4,4,1048576,0,1.520469,405
297,1,2,4,1,8,1,4194304,0,1.626931,322
298,1,2,4,1,8,2,2097152,0,1.518568,385
299,1,2,4,1,8,4,1048576,0,1.612327,563
300,1,2,4,2,1,1,4194304,0,1.564245,137
301,1,2,4,2,1,2,2097152,0,1.608567,181
302,1,2,4,2,1,4,1048576,0,1.614211,335
303,1,2,4,2,2,1,4194304,0,1.501697,205
304,1,2,4,2,2,2,2097152,0,1.522277,240
305,1,2,4,2,2,4,1048576,0,1.642606,388
306,1,2,4,2,4,1,4194304,0,1.528931,288
307,1,2,4,2,4,2,2097152,0,1.59747,393
308,1,2,4,2,4,4,1048576,0,1.540216,521
309,1,2,4,2,8,1,4194304,0,1.591749,447
310,1,2,4,2,8,2,2097152,0,1.614318,609
311,1,2,4,2,8,4,1048576,0,1.595234,802
312,1,2,4,4,1,1,4194304,0,1.530213,193
313,1,2,4,4,1,2,2097152,0,1.43194,243
314,1,2,4,4,1,4,1048576,0,1.580844,396
315,1,2,4,4,2,1,4194304,0,1.509331,303
316,1,2,4,4,2,2,2097152,0,1.541861,391
317,1,2,4,4,2,4,1048576,0,1.571238,621
318,1,2,4,4,4,1,4194304,0,1.578883,494
319,1,2,4,4,4,2,2097152,0,1.589836,583
320,1,2,4,4,4,4,1048576,0,1.562287,830
324,1,2,4,8,1,1,4194304,0,1.548971,246
325,1,2,4,8,1,2,2097152,0,1.526395,315
326,1,2,4,8,1,4,1048576,0,1.477922,453
327,1,2,4,8,2,1,4194304,0,1.5246,472
328,1,2,4,8,2,2,2097152,0,1.51099,544
329,1,2,4,8,2,4,1048576,0,1.481282,747
336,1,2,8,1,1,1,4194304,0,1.39395,114
337,1,2,8,1,1,2,2097152,0,1.495077,179
338,1,2,8,1,1,4,1048576,0,1.487033,222
339,1,2,8,1,2,1,4194304,0,1.407295,160
340,1,2,8,1,2,2,2097152,0,1.479514,212
341,1,2,8,1,2,4,1048576,0,1.454073,343
342,1,2,8,1,4,1,4194304,0,1.421597,207
343,1,2,8,1,4,2,2097152,0,1.49742,288
344,1,2,8,1,4,4,1048576,0,1.530079,426
345,1,2,8,1,8,1,4194304,0,1.430388,329
346,1,2,8,1,8,2,2097152,0,1.41808,455
347,1,2,8,1,8,4,1048576,0,1.57858,622
348,1,2,8,2,1,1,4194304,0,1.397068,137
349,1,2,8,2,1,2,2097152,0,1.554505,224
350,1,2,8,2,1,4,1048576,0,1.480137,345
351,1,2,8,2,2,1,4194304,0,1.611478,208
352,1,2,8,2,2,2,2097152,0,1.523337,322
353,1,2,8,2,2,4,1048576,0,1.566177,449
354,1,2,8,2,4,1,4194304,0,1.522857,321
355,1,2,8,2,4,2,2097152,0,1.562574,494
356,1,2,8,2,4,4,1048576,0,1.549608,650
360,1,2,8,4,1,1,4194304,0,1.537759,211
361,1,2,8,4,1,2,2097152,0,1.557131,319
362,1,2,8,4,1,4,1048576,0,1.576667,402
363,1,2,8,4,2,1,4194304,0,1.483944,303
364,1,2,8,4,2,2,2097152,0,1.540571,481
365,1,2,8,4,2,4,1048576,0,1.600973,614
372,1,2,8,8,1,1,4194304,0,1.604739,341
373,1,2,8,8,1,2,2097152,0,1.612455,464
374,1,2,8,8,1,4,1048576,0,1.601784,614
384,1,4,1,1,1,1,4194304,0,1.302114,88
385,1,4,1,1,1,2,2097152,0,1.415758,123
386,1,4,1,1,1,4,1048576,0,1.574187,201
387,1,4,1,1,2,1,4194304,0,1.350844,97
388,1,4,1,1,2,2,2097152,0,1.544086,154
389,1,4,1,1,2,4,1048576,0,1.43383,223
390,1,4,1,1,4,1,4194304,0,1.368554,128
391,1,4,1,1,4,2,2097152,0,1.456077,157
392,1,4,1,1,4,4,1048576,0,1.604529,258
393,1,4,1,1,8,1,4194304,0,1.450957,163
394,1,4,1,1,8,2,2097152,0,1.463243,266
395,1,4,1,1,8,4,1048576,0,1.509358,393
396,1,4,1,2,1,1,4194304,0,1.493877,121
397,1,4,1,2,1,2,2097152,0,1.5789,134
398,1,4,1,2,1,4,1048576,0,1.58917,215
399,1,4,1,2,2,1,4194304,0,1.450326,122
400,1,4,1,2,2,2,2097152,0,1.496448,209
401,1,4,1,2,2,4,1048576,0,1.539204,217
402,1,4,1,2,4,1,4194304,0,1.537876,169
403,1,4,1,2,4,2,2097152,0,1.610418,240
404,1,4,1,2,4,4,1048576,0,1.603518,357
405,1,4,1,2,8,1,4194304,0,1.584253,264
406,1,4,1,2,8,2,2097152,0,1.601756,473
407,1,4,1,2,8,4,1048576,0,1.636596,526
408,1,4,1,4,1,1,4194304,0,1.410537,120
409,1,4,1,4,1,2,2097152,0,1.656177,197
410,1,4,1,4,1,4,1048576,0,1.568629,227
411,1,4,1,4,2,1,4194304,0,1.542065,167
412,1,4,1,4,2,2,2097152,0,1.58381,280
413,1,4,1,4,2,4,1048576,0,1.642052,392
414,1,4,1,4,4,1,4194304,0,1.515826,235
415,1,4,1,4,4,2,2097152,0,1.631625,437
416,1,4,1,4,4,4,1048576,0,1.625398,536
420,1,4,1,8,1,1,4194304,0,1.44926,158
421,1,4,1,8,1,2,2097152,0,1.613076,233
422,1,4,1,8,1,4,1048576,0,1.595062,300
423,1,4,1,8,2,1,4194304,0,1.505537,277
424,1,4,1,8,2,2,2097152,0,1.63717,499
425,1,4,1,8,2,4,1048576,0,1.633467,596
432,1,4,2,1,1,1,4194304,0,1.315364,107
433,1,4,2,1,1,2,2097152,0,1.35863,154
434,1,4,2,1,1,4,1048576,0,1.568781,244
435,1,4,2,1,2,1,4194304,0,1.48179,157
436,1,4,2,1,2,2,2097152,0,1.499828,206
437,1,4,2,1,2,4,1048576,0,1.523712,260
438,1,4,2,1,4,1,4194304,0,1.356894,228
439,1,4,2,1,4,2,2097152,0,1.433381,317
440,1,4,2,1,4,4,1048576,0,1.584017,396
441,1,4,2,1,8,1,4194304,0,1.401582,396
442,1,4,2,1,8,2,2097152,0,1.557221,484
443,1,4,2,1,8,4,1048576,0,1.600138,576
444,1,4,2,2,1,1,4194304,0,1.60503,178
445,1,4,2,2,1,2,2097152,0,1.593503,222
446,1,4,2,2,1,4,1048576,0,1.619563,230
447,1,4,2,2,2,1,4194304,0,1.54225,229
448,1,4,2,2,2,2,2097152,0,1.528053,318
449,1,4,2,2,2,4,1048576,0,1.569307,356
450,1,4,2,2,4,1,4194304,0,1.452753,410
451,1,4,2,2,4,2,2097152,0,1.590863,502
452,1,4,2,2,4,4,1048576,0,1.580175,534
453,1,4,2,2,8,1,4194304,0,1.591453,718
454,1,4,2,2,8,2,2097152,0,1.55221,911
455,1,4,2,2,8,4,1048576,0,1.625854,893
456,1,4,2,4,1,1,4194304,0,1.465708,235
457,1,4,2,4,1,2,2097152,0,1.609205,324
458,1,4,2,4,1,4,1048576,0,1.513819,365
459,1,4,2,4,2,1,4194304,0,1.526884,411
460,1,4,2,4,2,2,2097152,0,1.548763,494
461,1,4,2,4,2,4,1048576,0,1.639955,563
462,1,4,2,4,4,1,4194304,0,1.610569,678
463,1,4,2,4,4,2,2097152,0,1.607396,914
464,1,4,2,4,4,4,1048576,0,1.625766,839
468,1,4,2,8,1,1,4194304,0,1.574626,403
469,1,4,2,8,1,2,2097152,0,1.57663,537
470,1,4,2,8,1,4,1048576,0,1.644954,539
471,1,4,2,8,2,1,4194304,0,1.53156,735
472,1,4,2,8,2,2,2097152,0,1.519034,1020
473,1,4,2,8,2,4,1048576,0,1.561456,772
480,1,4,4,1,1,1,4194304,0,1.510893,128
481,1,4,4,1,1,2,2097152,0,1.620614,192
482,1,4,4,1,1,4,1048576,0,1.63669,270
483,1,4,4,1,2,1,4194304,0,1.414649,183
484,1,4,4,1,2,2,2097152,0,1.524514,243
485,1,4,4,1,2,4,1048576,0,1.528657,343
486,1,4,4,1,4,1,4194304,0,1.537784,262
487,1,4,4,1,4,2,2097152,0,1.504646,331
488,1,4,4,1,4,4,1048576,0,1.505971,502
489,1,4,4,1,8,1,4194304,0,1.616408,340
490,1,4,4,1,8,2,2097152,0,1.608289,505
491,1,4,4,1,8,4,1048576,0,1.553945,710
492,1,4,4,2,1,1,4194304,0,1.534427,181
493,1,4,4,2,1,2,2097152,0,1.530947,238
494,1,4,4,2,1,4,1048576,0,1.56973,351
495,1,4,4,2,2,1,4194304,0,1.540918,270
496,1,4,4,2,2,2,2097152,0,1.564945,351
497,1,4,4,2,2,4,1048576,0,1.586819,515
498,1,4,4,2,4,1,4194304,0,1.545239,377
499,1,4,4,2,4,2,2097152,0,1.563797,524
500,1,4,4,2,4,4,1048576,0,1.588319,735
501,1,4,4,2,8,1,4194304,0,1.610939,594
504,1,4,4,4,1,1,4194304,0,1.476749,279
505,1,4,4,4,1,2,2097152,0,1.631716,343
506,1,4,4,4,1,4,1048576,0,1.603375,532
507,1,4,4,4,2,1,4194304,0,1.62112,422
508,1,4,4,4,2,2,2097152,0,1.605709,587
509,1,4,4,4,2,4,1048576,0,1.56743,758
510,1,4,4,4,4,1,4194304,0,1.589644,584
516,1,4,4,8,1,1,4194304,0,1.54089,412
517,1,4,4,8,1,2,2097152,0,1.57669,562
518,1,4,4,8,1,4,1048576,0,1.598071,773
519,1,4,4,8,2,1,4194304,0,1.550031,699
528,1,4,8,1,1,1,4194304,0,1.559924,124
529,1,4,8,1,1,2,2097152,0,1.583071,208
530,1,4,8,1,1,4,1048576,0,1.527747,304
531,1,4,8,1,2,1,4194304,0,1.353623,149
532,1,4,8,1,2,2,2097152,0,1.476068,232
533,1,4,8,1,2,4,1048576,0,1.522682,343
534,1,4,8,1,4,1,4194304,0,1.371869,205
535,1,4,8,1,4,2,2097152,0,1.535331,338
536,1,4,8,1,4,4,1048576,0,1.600486,552
537,1,4,8,1,8,1,4194304,0,1.456974,338
538,1,4,8,1,8,2,2097152,0,1.548383,515
540,1,4,8,2,1,1,4194304,0,1.492778,191
541,1,4,8,2,1,2,2097152,0,1.482599,237
542,1,4,8,2,1,4,1048576,0,1.520358,402
543,1,4,8,2,2,1,4194304,0,1.522024,222
544,1,4,8,2,2,2,2097152,0,1.579307,353
545,1,4,8,2,2,4,1048576,0,1.58735,586
546,1,4,8,2,4,1,4194304,0,1.524662,348
547,1,4,8,2,4,2,2097152,0,1.546982,535
552,1,4,8,4,1,1,4194304,0,1.449273,225
553,1,4,8,4,1,2,2097152,0,1.547774,366
554,1,4,8,4,1,4,1048576,0,1.541863,550
555,1,4,8,4,2,1,4194304,0,1.577501,380
556,1,4,8,4,2,2,2097152,0,1.5171,629
564,1,4,8,8,1,1,4194304,0,1.478166,384
565,1,4,8,8,1,2,2097152,0,1.571742,594
576,1,8,1,1,1,1,4194304,0,1.528392,89
577,1,8,1,1,1,2,2097152,0,1.580921,147
578,1,8,1,1,1,4,1048576,0,1.581763,152
579,1,8,1,1,2,1,4194304,0,1.37542,118
580,1,8,1,1,2,2,2097152,0,1.485844,170
581,1,8,1,1,2,4,1048576,0,1.498469,231
582,1,8,1,1,4,1,4194304,0,1.404068,153
583,1,8,1,1,4,2,2097152,0,1.618499,216
584,1,8,1,1,4,4,1048576,0,1.488056,360
585,1,8,1,1,8,1,4194304,0,1.516932,223
586,1,8,1,1,8,2,2097152,0,1.553118,318
587,1,8,1,1,8,4,1048576,0,1.543019,508
588,1,8,1,2,1,1,4194304,0,1.418788,104
589,1,8,1,2,1,2,2097152,0,1.646918,166
590,1,8,1,2,1,4,1048576,0,1.558696,242
591,1,8,1,2,2,1,4194304,0,1.484497,141
592,1,8,1,2,2,2,2097152,0,1.643399,233
593,1,8,1,2,2,4,1048576,0,1.615793,324
594,1,8,1,2,4,1,4194304,0,1.59325,235
595,1,8,1,2,4,2,2097152,0,1.565647,310
596,1,8,1,2,4,4,1048576,0,1.626408,481
600,1,8,1,4,1,1,4194304,0,1.568461,149
601,1,8,1,4,1,2,2097152,0,1.508861,231
602,1,8,1,4,1,4,1048576,0,1.541018,313
603,1,8,1,4,2,1,4194304,0,1.505537,222
604,1,8,1,4,2,2,2097152,0,1.623704,368
605,1,8,1,4,2,4,1048576,0,1.58684,470
606,1,8,1,4,4,1,4194304,0,1.543429,329
612,1,8,1,8,1,1,4194304,0,1.546068,225
613,1,8,1,8,1,2,2097152,0,1.558527,397
614,1,8,1,8,1,4,1048576,0,1.574858,535
624,1,8,2,1,1,1,4194304,0,1.516828,155
625,1,8,2,1,1,2,2097152,0,1.655481,218
626,1,8,2,1,1,4,1048576,0,1.520503,221
627,1,8,2,1,2,1,4194304,0,1.437363,222
628,1,8,2,1,2,2,2097152,0,1.430182,299
629,1,8,2,1,2,4,1048576,0,1.499828,379
630,1,8,2,1,4,1,4194304,0,1.504858,395
631,1,8,2,1,4,2,2097152,0,1.644639,441
632,1,8,2,1,4,4,1048576,0,1.598547,487
633,1,8,2,1,8,1,4194304,0,1.48391,584
634,1,8,2,1,8,2,2097152,0,1.537849,837
635,1,8,2,1,8,4,1048576,0,1.615669,838
636,1,8,2,2,1,1,4194304,0,1.574793,221
637,1,8,2,2,1,2,2097152,0,1.616055,318
638,1,8,2,2,1,4,1048576,0,1.465709,332
639,1,8,2,2,2,1,4194304,0,1.530058,348
640,1,8,2,2,2,2,2097152,0,1.560956,442
641,1,8,2,2,2,4,1048576,0,1.616573,532
642,1,8,2,2,4,1,4194304,0,1.644972,685
643,1,8,2,2,4,2,2097152,0,1.558632,780
644,1,8,2,2,4,4,1048576,0,1.6256,751
648,1,8,2,4,1,1,4194304,0,1.501791,377
649,1,8,2,4,1,2,2097152,0,1.520835,492
650,1,8,2,4,1,4,1048576,0,1.574793,526
651,1,8,2,4,2,1,4194304,0,1.601708,656
652,1,8,2,4,2,2,2097152,0,1.611562,852
653,1,8,2,4,2,4,1048576,0,1.6139,757
660,1,8,2,8,1,1,4194304,0,1.571452,715
661,1,8,2,8,1,2,2097152,0,1.575795,898
662,1,8,2,8,1,4,1048576,0,1.55341,846
672,1,8,4,1,1,1,4194304,0,1.551997,168
