n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,obj1,obj2
0052,5,100,1,1,4,2,1,0.019,128
0053,5,100,1,1,4,2,2,0.019,118
0054,5,100,1,1,4,2,3,0.029,140
0055,5,100,1,1,4,2,4,0.021,125
0056,5,100,1,1,4,3,1,0.018,141
0057,5,100,1,1,4,3,2,0.020,145
0058,5,100,1,1,4,3,3,0.028,157
0059,5,100,1,1,4,3,4,0.020,147
0060,5,100,1,1,4,4,1,0.020,141
0061,5,100,1,1,4,4,2,0.019,146
0062,5,100,1,1,4,4,3,0.033,175
0063,5,100,1,1,4,4,4,0.022,141
0064,5,100,1,2,1,1,1,0.017,104
0065,5,100,1,2,1,1,2,0.016,98
0066,5,100,1,2,1,1,3,0.027,131
0067,5,100,1,2,1,1,4,0.015,106
0068,5,100,1,2,1,2,1,0.015,117
0069,5,100,1,2,1,2,2,0.017,123
0070,5,100,1,2,1,2,3,0.024,151
0071,5,100,1,2,1,2,4,0.016,137
0072,5,100,1,2,1,3,1,0.019,142
0073,5,100,1,2,1,3,2,0.019,140
0074,5,100,1,2,1,3,3,0.029,161
0075,5,100,1,2,1,3,4,0.018,147
0076,5,100,1,2,1,4,1,0.018,146
0077,5,100,1,2,1,4,2,0.017,145
0078,5,100,1,2,1,4,3,0.024,170
0079,5,100,1,2,1,4,4,0.018,150
0080,5,100,1,2,2,1,1,0.019,107
0081,5,100,1,2,2,1,2,0.021,116
0082,5,100,1,2,2,1,3,0.027,128
0083,5,100,1,2,2,1,4,0.020,120
0084,5,100,1,2,2,2,1,0.018,125
0085,5,100,1,2,2,2,2,0.019,135
0086,5,100,1,2,2,2,3,0.026,142
0087,5,100,1,2,2,2,4,0.020,124
0088,5,100,1,2,2,3,1,0.018,140
0089,5,100,1,2,2,3,2,0.019,148
0090,5,100,1,2,2,3,3,0.031,163
0091,5,100,1,2,2,3,4,0.020,149
0092,5,100,1,2,2,4,1,0.020,144
0093,5,100,1,2,2,4,2,0.020,147
0094,5,100,1,2,2,4,3,0.030,170
0095,5,100,1,2,2,4,4,0.020,150
0096,5,100,1,2,3,1,1,0.022,108
0097,5,100,1,2,3,1,2,0.023,122
0098,5,100,1,2,3,1,3,0.033,131
0099,5,100,1,2,3,1,4,0.021,120
0100,5,100,1,2,3,2,1,0.022,126
0101,5,100,1,2,3,2,2,0.023,141
0102,5,100,1,2,3,2,3,0.034,155
0103,5,100,1,2,3,2,4,0.024,133
0104,5,100,1,2,3,3,1,0.021,149
0105,5,100,1,2,3,3,2,0.023,153
0106,5,100,1,2,3,3,3,0.033,173
0107,5,100,1,2,3,3,4,0.023,156
0108,5,100,1,2,3,4,1,0.022,148
0109,5,100,1,2,3,4,2,0.023,154
0110,5,100,1,2,3,4,3,0.034,177
0111,5,100,1,2,3,4,4,0.024,158
0112,5,100,1,2,4,1,1,0.020,113
0113,5,100,1,2,4,1,2,0.020,110
0114,5,100,1,2,4,1,3,0.029,123
0115,5,100,1,2,4,1,4,0.020,115
0116,5,100,1,2,4,2,1,0.019,119
0117,5,100,1,2,4,2,2,0.022,123
0118,5,100,1,2,4,2,3,0.030,152
0119,5,100,1,2,4,2,4,0.020,122
0120,5,100,1,2,4,3,1,0.019,136
0121,5,100,1,2,4,3,2,0.019,143
0122,5,100,1,2,4,3,3,0.029,170
0123,5,100,1,2,4,3,4,0.025,151
0124,5,100,1,2,4,4,1,0.021,148
0125,5,100,1,2,4,4,2,0.021,136
0126,5,100,1,2,4,4,3,0.030,172
0127,5,100,1,2,4,4,4,0.023,161
0128,5,100,1,3,1,1,1,0.016,210
0129,5,100,1,3,1,1,2,0.018,216
0130,5,100,1,3,1,1,3,0.025,241
0131,5,100,1,3,1,1,4,0.018,216
0132,5,100,1,3,1,2,1,0.018,223
0133,5,100,1,3,1,2,2,0.019,229
0134,5,100,1,3,1,2,3,0.025,244
0135,5,100,1,3,1,2,4,0.021,238
0136,5,100,1,3,1,3,1,0.018,253
0137,5,100,1,3,1,3,2,0.018,253
0138,5,100,1,3,1,3,3,0.027,273
0139,5,100,1,3,1,3,4,0.018,257
0140,5,100,1,3,1,4,1,0.019,243
0141,5,100,1,3,1,4,2,0.020,244
0142,5,100,1,3,1,4,3,0.027,260
0143,5,100,1,3,1,4,4,0.019,235
0144,5,100,1,3,2,1,1,0.022,208
0145,5,100,1,3,2,1,2,0.021,208
0146,5,100,1,3,2,1,3,0.030,242
0147,5,100,1,3,2,1,4,0.022,212
0148,5,100,1,3,2,2,1,0.022,225
0149,5,100,1,3,2,2,2,0.023,228
0150,5,100,1,3,2,2,3,0.032,253
0151,5,100,1,3,2,2,4,0.023,230
0152,5,100,1,3,2,3,1,0.021,259
0153,5,100,1,3,2,3,2,0.024,258
0154,5,100,1,3,2,3,3,0.032,276
0155,5,100,1,3,2,3,4,0.024,248
0156,5,100,1,3,2,4,1,0.025,253
0157,5,100,1,3,2,4,2,0.023,236
0158,5,100,1,3,2,4,3,0.035,265
0159,5,100,1,3,2,4,4,0.026,242
0160,5,100,1,3,3,1,1,0.025,216
0161,5,100,1,3,3,1,2,0.027,222
0162,5,100,1,3,3,1,3,0.035,245
0163,5,100,1,3,3,1,4,0.024,224
0164,5,100,1,3,3,2,1,0.024,248
0165,5,100,1,3,3,2,2,0.026,243
0166,5,100,1,3,3,2,3,0.036,257
0167,5,100,1,3,3,2,4,0.026,247
0168,5,100,1,3,3,3,1,0.025,263
0169,5,100,1,3,3,3,2,0.025,275
0170,5,100,1,3,3,3,3,0.037,282
0171,5,100,1,3,3,3,4,0.025,265
0172,5,100,1,3,3,4,1,0.031,253
0173,5,100,1,3,3,4,2,0.027,252
0174,5,100,1,3,3,4,3,0.037,271
0175,5,100,1,3,3,4,4,0.027,260
0176,5,100,1,3,4,1,1,0.022,226
0177,5,100,1,3,4,1,2,0.023,215
0178,5,100,1,3,4,1,3,0.031,235
0179,5,100,1,3,4,1,4,0.023,211
0180,5,100,1,3,4,2,1,0.022,229
0181,5,100,1,3,4,2,2,0.024,222
0182,5,100,1,3,4,2,3,0.033,253
0183,5,100,1,3,4,2,4,0.023,241
0184,5,100,1,3,4,3,1,0.021,247
0185,5,100,1,3,4,3,2,0.024,258
0186,5,100,1,3,4,3,3,0.033,270
0187,5,100,1,3,4,3,4,0.024,269
0188,5,100,1,3,4,4,1,0.023,234
0189,5,100,1,3,4,4,2,0.024,251
0190,5,100,1,3,4,4,3,0.035,256
0191,5,100,1,3,4,4,4,0.027,249
0192,5,100,1,4,1,1,1,0.013,115
0193,5,100,1,4,1,1,2,0.014,121
0194,5,100,1,4,1,1,3,0.024,140
0195,5,100,1,4,1,1,4,0.017,141
0196,5,100,1,4,1,2,1,0.014,141
0197,5,100,1,4,1,2,2,0.014,141
0198,5,100,1,4,1,2,3,0.023,150
0199,5,100,1,4,1,2,4,0.015,143
0200,5,100,1,4,1,3,1,0.018,158
0201,5,100,1,4,1,3,2,0.017,162
0202,5,100,1,4,1,3,3,0.023,182
0203,5,100,1,4,1,3,4,0.015,171
0204,5,100,1,4,1,4,1,0.017,150
0205,5,100,1,4,1,4,2,0.016,165
0206,5,100,1,4,1,4,3,0.027,172
0207,5,100,1,4,1,4,4,0.017,155
0208,5,100,1,4,2,1,1,0.020,115
0209,5,100,1,4,2,1,2,0.019,130
0210,5,100,1,4,2,1,3,0.028,147
0211,5,100,1,4,2,1,4,0.022,121
0212,5,100,1,4,2,2,1,0.019,141
0213,5,100,1,4,2,2,2,0.019,140
0214,5,100,1,4,2,2,3,0.030,165
0215,5,100,1,4,2,2,4,0.022,143
0216,5,100,1,4,2,3,1,0.020,171
0217,5,100,1,4,2,3,2,0.020,159
0218,5,100,1,4,2,3,3,0.032,192
0219,5,100,1,4,2,3,4,0.023,173
0220,5,100,1,4,2,4,1,0.021,159
0221,5,100,1,4,2,4,2,0.022,159
0222,5,100,1,4,2,4,3,0.031,186
0223,5,100,1,4,2,4,4,0.023,158
0224,5,100,1,4,3,1,1,0.021,142
0225,5,100,1,4,3,1,2,0.023,138
0226,5,100,1,4,3,1,3,0.033,160
0227,5,100,1,4,3,1,4,0.023,145
0228,5,100,1,4,3,2,1,0.022,147
0229,5,100,1,4,3,2,2,0.023,150
0230,5,100,1,4,3,2,3,0.035,165
0231,5,100,1,4,3,2,4,0.025,155
0232,5,100,1,4,3,3,1,0.023,170
0233,5,100,1,4,3,3,2,0.023,176
0234,5,100,1,4,3,3,3,0.033,214
0235,5,100,1,4,3,3,4,0.023,176
0236,5,100,1,4,3,4,1,0.025,159
0237,5,100,1,4,3,4,2,0.026,170
0238,5,100,1,4,3,4,3,0.035,186
0239,5,100,1,4,3,4,4,0.024,174
0240,5,100,1,4,4,1,1,0.020,124
0241,5,100,1,4,4,1,2,0.021,125
0242,5,100,1,4,4,1,3,0.032,149
0243,5,100,1,4,4,1,4,0.019,136
0244,5,100,1,4,4,2,1,0.020,142
0245,5,100,1,4,4,2,2,0.020,137
0246,5,100,1,4,4,2,3,0.032,158
0247,5,100,1,4,4,2,4,0.021,158
0248,5,100,1,4,4,3,1,0.019,158
0249,5,100,1,4,4,3,2,0.020,165
0250,5,100,1,4,4,3,3,0.030,190
0251,5,100,1,4,4,3,4,0.021,172
0252,5,100,1,4,4,4,1,0.022,151
0253,5,100,1,4,4,4,2,0.021,159
0254,5,100,1,4,4,4,3,0.031,177
0255,5,100,1,4,4,4,4,0.023,166
0256,5,100,2,1,1,1,1,0.017,189
0257,5,100,2,1,1,1,2,0.016,191
0258,5,100,2,1,1,1,3,0.025,217
0259,5,100,2,1,1,1,4,0.016,201
0260,5,100,2,1,1,2,1,0.021,230
0261,5,100,2,1,1,2,2,0.018,226
0262,5,100,2,1,1,2,3,0.027,262
0263,5,100,2,1,1,2,4,0.018,234
0264,5,100,2,1,1,3,1,0.020,255
0265,5,100,2,1,1,3,2,0.019,258
0266,5,100,2,1,1,3,3,0.026,304
0267,5,100,2,1,1,3,4,0.018,279
0268,5,100,2,1,1,4,1,0.019,265
0269,5,100,2,1,1,4,2,0.019,262
0270,5,100,2,1,1,4,3,0.027,311
0271,5,100,2,1,1,4,4,0.020,296
0272,5,100,2,1,2,1,1,0.022,185
0273,5,100,2,1,2,1,2,0.022,184
0274,5,100,2,1,2,1,3,0.032,227
0275,5,100,2,1,2,1,4,0.021,210
0276,5,100,2,1,2,2,1,0.020,224
0277,5,100,2,1,2,2,2,0.022,238
0278,5,100,2,1,2,2,3,0.032,312
0279,5,100,2,1,2,2,4,0.024,247
0280,5,100,2,1,2,3,1,0.020,254
0281,5,100,2,1,2,3,2,0.021,255
0282,5,100,2,1,2,3,3,0.030,310
0283,5,100,2,1,2,3,4,0.021,273
0284,5,100,2,1,2,4,1,0.020,267
0285,5,100,2,1,2,4,2,0.023,258
0286,5,100,2,1,2,4,3,0.031,339
0287,5,100,2,1,2,4,4,0.022,305
0288,5,100,2,1,3,1,1,0.024,204
0289,5,100,2,1,3,1,2,0.024,226
0290,5,100,2,1,3,1,3,0.037,257
0291,5,100,2,1,3,1,4,0.023,219
0292,5,100,2,1,3,2,1,0.024,244
0293,5,100,2,1,3,2,2,0.023,246
0294,5,100,2,1,3,2,3,0.036,293
0295,5,100,2,1,3,2,4,0.025,255
0296,5,100,2,1,3,3,1,0.023,276
0297,5,100,2,1,3,3,2,0.024,282
0298,5,100,2,1,3,3,3,0.034,316
0299,5,100,2,1,3,3,4,0.024,298
0300,5,100,2,1,3,4,1,0.028,284
0301,5,100,2,1,3,4,2,0.025,297
0302,5,100,2,1,3,4,3,0.037,347
0303,5,100,2,1,3,4,4,0.024,317
0304,5,100,2,1,4,1,1,0.023,196
0305,5,100,2,1,4,1,2,0.023,190
0306,5,100,2,1,4,1,3,0.032,240
0307,5,100,2,1,4,1,4,0.023,212
0308,5,100,2,1,4,2,1,0.022,234
0309,5,100,2,1,4,2,2,0.022,237
0310,5,100,2,1,4,2,3,0.033,295
0311,5,100,2,1,4,2,4,0.024,251
0312,5,100,2,1,4,3,1,0.020,259
0313,5,100,2,1,4,3,2,0.022,259
0314,5,100,2,1,4,3,3,0.032,290
0315,5,100,2,1,4,3,4,0.023,274
0316,5,100,2,1,4,4,1,0.023,295
0317,5,100,2,1,4,4,2,0.022,277
0318,5,100,2,1,4,4,3,0.038,348
0319,5,100,2,1,4,4,4,0.022,306
0320,5,100,2,2,1,1,1,0.021,177
0321,5,100,2,2,1,1,2,0.019,188
0322,5,100,2,2,1,1,3,0.024,227
0323,5,100,2,2,1,1,4,0.016,197
0324,5,100,2,2,1,2,1,0.018,237
0325,5,100,2,2,1,2,2,0.018,232
0326,5,100,2,2,1,2,3,0.024,267
0327,5,100,2,2,1,2,4,0.019,252
0328,5,100,2,2,1,3,1,0.018,255
0329,5,100,2,2,1,3,2,0.019,260
0330,5,100,2,2,1,3,3,0.025,302
0331,5,100,2,2,1,3,4,0.019,274
0332,5,100,2,2,1,4,1,0.021,291
0333,5,100,2,2,1,4,2,0.019,280
0334,5,100,2,2,1,4,3,0.029,331
0335,5,100,2,2,1,4,4,0.021,302
0336,5,100,2,2,2,1,1,0.021,183
0337,5,100,2,2,2,1,2,0.020,190
0338,5,100,2,2,2,1,3,0.031,239
0339,5,100,2,2,2,1,4,0.021,190
0340,5,100,2,2,2,2,1,0.020,230
0341,5,100,2,2,2,2,2,0.022,231
0342,5,100,2,2,2,2,3,0.034,286
0343,5,100,2,2,2,2,4,0.021,248
0344,5,100,2,2,2,3,1,0.020,254
0345,5,100,2,2,2,3,2,0.021,262
0346,5,100,2,2,2,3,3,0.032,312
0347,5,100,2,2,2,3,4,0.022,273
0348,5,100,2,2,2,4,1,0.021,277
0349,5,100,2,2,2,4,2,0.021,281
0350,5,100,2,2,2,4,3,0.030,331
0351,5,100,2,2,2,4,4,0.023,290
0352,5,100,2,2,3,1,1,0.024,196
0353,5,100,2,2,3,1,2,0.024,211
0354,5,100,2,2,3,1,3,0.038,253
0355,5,100,2,2,3,1,4,0.024,221
0356,5,100,2,2,3,2,1,0.024,240
0357,5,100,2,2,3,2,2,0.024,245
0358,5,100,2,2,3,2,3,0.035,278
0359,5,100,2,2,3,2,4,0.023,266
0360,5,100,2,2,3,3,1,0.023,277
0361,5,100,2,2,3,3,2,0.026,273
0362,5,100,2,2,3,3,3,0.035,326
0363,5,100,2,2,3,3,4,0.024,293
0364,5,100,2,2,3,4,1,0.023,305
0365,5,100,2,2,3,4,2,0.024,315
0366,5,100,2,2,3,4,3,0.037,357
0367,5,100,2,2,3,4,4,0.024,321
0368,5,100,2,2,4,1,1,0.021,200
0369,5,100,2,2,4,1,2,0.022,194
0370,5,100,2,2,4,1,3,0.033,242
0371,5,100,2,2,4,1,4,0.022,199
0372,5,100,2,2,4,2,1,0.021,228
0373,5,100,2,2,4,2,2,0.020,259
0374,5,100,2,2,4,2,3,0.039,303
0375,5,100,2,2,4,2,4,0.023,245
0376,5,100,2,2,4,3,1,0.022,278
0377,5,100,2,2,4,3,2,0.022,270
0378,5,100,2,2,4,3,3,0.031,318
0379,5,100,2,2,4,3,4,0.023,281
0380,5,100,2,2,4,4,1,0.021,300
0381,5,100,2,2,4,4,2,0.023,293
0382,5,100,2,2,4,4,3,0.037,353
0383,5,100,2,2,4,4,4,0.022,299
0384,5,100,2,3,1,1,1,0.021,416
0385,5,100,2,3,1,1,2,0.020,434
0386,5,100,2,3,1,1,3,0.034,478
0387,5,100,2,3,1,1,4,0.022,415
0388,5,100,2,3,1,2,1,0.023,452
0389,5,100,2,3,1,2,2,0.023,490
0390,5,100,2,3,1,2,3,0.032,507
0391,5,100,2,3,1,2,4,0.024,476
0392,5,100,2,3,1,3,1,0.020,533
0393,5,100,2,3,1,3,2,0.021,547
0394,5,100,2,3,1,3,3,0.037,563
0395,5,100,2,3,1,3,4,0.022,559
0396,5,100,2,3,1,4,1,0.022,477
0397,5,100,2,3,1,4,2,0.025,490
0398,5,100,2,3,1,4,3,0.032,544
0399,5,100,2,3,1,4,4,0.020,531
0400,5,100,2,3,2,1,1,0.023,433
0401,5,100,2,3,2,1,2,0.026,414
0402,5,100,2,3,2,1,3,0.040,485
0403,5,100,2,3,2,1,4,0.025,448
0404,5,100,2,3,2,2,1,0.024,472
0405,5,100,2,3,2,2,2,0.025,472
0406,5,100,2,3,2,2,3,0.036,524
0407,5,100,2,3,2,2,4,0.024,482
0408,5,100,2,3,2,3,1,0.025,543
0409,5,100,2,3,2,3,2,0.024,538
0410,5,100,2,3,2,3,3,0.037,592
0411,5,100,2,3,2,3,4,0.023,591
0412,5,100,2,3,2,4,1,0.029,491
0413,5,100,2,3,2,4,2,0.025,506
0414,5,100,2,3,2,4,3,0.041,532
0415,5,100,2,3,2,4,4,0.029,491
0416,5,100,2,3,3,1,1,0.028,458
0417,5,100,2,3,3,1,2,0.027,455
0418,5,100,2,3,3,1,3,0.039,482
0419,5,100,2,3,3,1,4,0.027,458
0420,5,100,2,3,3,2,1,0.026,471
0421,5,100,2,3,3,2,2,0.028,504
0422,5,100,2,3,3,2,3,0.044,518
0423,5,100,2,3,3,2,4,0.035,534
0424,5,100,2,3,3,3,1,0.027,572
0425,5,100,2,3,3,3,2,0.029,584
0426,5,100,2,3,3,3,3,0.039,598
0427,5,100,2,3,3,3,4,0.026,564
0428,5,100,2,3,3,4,1,0.028,498
0429,5,100,2,3,3,4,2,0.028,520
0430,5,100,2,3,3,4,3,0.044,552
0431,5,100,2,3,3,4,4,0.029,535
0432,5,100,2,3,4,1,1,0.025,433
0433,5,100,2,3,4,1,2,0.024,428
0434,5,100,2,3,4,1,3,0.042,502
0435,5,100,2,3,4,1,4,0.023,453
0436,5,100,2,3,4,2,1,0.027,479
0437,5,100,2,3,4,2,2,0.024,475
0438,5,100,2,3,4,2,3,0.043,543
0439,5,100,2,3,4,2,4,0.027,499
0440,5,100,2,3,4,3,1,0.028,579
0441,5,100,2,3,4,3,2,0.028,543
0442,5,100,2,3,4,3,3,0.039,591
0443,5,100,2,3,4,3,4,0.027,554
0444,5,100,2,3,4,4,1,0.026,502
0445,5,100,2,3,4,4,2,0.026,534
0446,5,100,2,3,4,4,3,0.045,541
0447,5,100,2,3,4,4,4,0.031,529
0448,5,100,2,4,1,1,1,0.016,194
0449,5,100,2,4,1,1,2,0.015,197
0450,5,100,2,4,1,1,3,0.025,254
0451,5,100,2,4,1,1,4,0.015,212
0452,5,100,2,4,1,2,1,0.016,241
0453,5,100,2,4,1,2,2,0.016,229
0454,5,100,2,4,1,2,3,0.027,272
0455,5,100,2,4,1,2,4,0.016,251
0456,5,100,2,4,1,3,1,0.017,298
0457,5,100,2,4,1,3,2,0.017,317
0458,5,100,2,4,1,3,3,0.029,364
0459,5,100,2,4,1,3,4,0.017,333
0460,5,100,2,4,1,4,1,0.016,261
0461,5,100,2,4,1,4,2,0.018,278
0462,5,100,2,4,1,4,3,0.028,317
0463,5,100,2,4,1,4,4,0.018,289
0464,5,100,2,4,2,1,1,0.020,213
0465,5,100,2,4,2,1,2,0.021,209
0466,5,100,2,4,2,1,3,0.032,244
0467,5,100,2,4,2,1,4,0.023,214
0468,5,100,2,4,2,2,1,0.021,237
0469,5,100,2,4,2,2,2,0.022,249
0470,5,100,2,4,2,2,3,0.033,294
0471,5,100,2,4,2,2,4,0.022,245
0472,5,100,2,4,2,3,1,0.022,299
0473,5,100,2,4,2,3,2,0.022,314
0474,5,100,2,4,2,3,3,0.033,357
0475,5,100,2,4,2,3,4,0.024,322
0476,5,100,2,4,2,4,1,0.021,260
0477,5,100,2,4,2,4,2,0.022,274
0478,5,100,2,4,2,4,3,0.036,329
0479,5,100,2,4,2,4,4,0.025,290
0480,5,100,2,4,3,1,1,0.025,223
0481,5,100,2,4,3,1,2,0.026,220
0482,5,100,2,4,3,1,3,0.035,275
0483,5,100,2,4,3,1,4,0.025,250
0484,5,100,2,4,3,2,1,0.024,259
0485,5,100,2,4,3,2,2,0.025,268
0486,5,100,2,4,3,2,3,0.037,303
0487,5,100,2,4,3,2,4,0.024,264
0488,5,100,2,4,3,3,1,0.025,318
0489,5,100,2,4,3,3,2,0.027,329
0490,5,100,2,4,3,3,3,0.039,379
0491,5,100,2,4,3,3,4,0.025,341
0492,5,100,2,4,3,4,1,0.026,297
0493,5,100,2,4,3,4,2,0.026,311
0494,5,100,2,4,3,4,3,0.038,363
0495,5,100,2,4,3,4,4,0.027,323
0496,5,100,2,4,4,1,1,0.022,210
0497,5,100,2,4,4,1,2,0.022,215
0498,5,100,2,4,4,1,3,0.033,273
0499,5,100,2,4,4,1,4,0.021,234
0500,5,100,2,4,4,2,1,0.022,241
0501,5,100,2,4,4,2,2,0.023,245
0502,5,100,2,4,4,2,3,0.032,301
0503,5,100,2,4,4,2,4,0.023,255
0504,5,100,2,4,4,3,1,0.024,315
0505,5,100,2,4,4,3,2,0.021,319
0506,5,100,2,4,4,3,3,0.037,370
0507,5,100,2,4,4,3,4,0.023,326
0508,5,100,2,4,4,4,1,0.023,274
0509,5,100,2,4,4,4,2,0.023,290
0510,5,100,2,4,4,4,3,0.039,331
0511,5,100,2,4,4,4,4,0.025,296
0512,5,100,3,1,1,1,1,0.019,271
0513,5,100,3,1,1,1,2,0.021,274
0514,5,100,3,1,1,1,3,0.030,335
0515,5,100,3,1,1,1,4,0.020,296
0516,5,100,3,1,1,2,1,0.020,322
0517,5,100,3,1,1,2,2,0.020,335
0518,5,100,3,1,1,2,3,0.033,402
0519,5,100,3,1,1,2,4,0.020,367
0520,5,100,3,1,1,3,1,0.020,379
0521,5,100,3,1,1,3,2,0.021,387
0522,5,100,3,1,1,3,3,0.030,472
0523,5,100,3,1,1,3,4,0.020,411
0524,5,100,3,1,1,4,1,0.020,437
0525,5,100,3,1,1,4,2,0.021,436
0526,5,100,3,1,1,4,3,0.028,484
0527,5,100,3,1,1,4,4,0.022,462
0528,5,100,3,1,2,1,1,0.021,271
0529,5,100,3,1,2,1,2,0.023,273
0530,5,100,3,1,2,1,3,0.033,353
0531,5,100,3,1,2,1,4,0.022,303
0532,5,100,3,1,2,2,1,0.022,333
0533,5,100,3,1,2,2,2,0.023,350
0534,5,100,3,1,2,2,3,0.034,409
0535,5,100,3,1,2,2,4,0.021,375
0536,5,100,3,1,2,3,1,0.021,388
0537,5,100,3,1,2,3,2,0.022,403
0538,5,100,3,1,2,3,3,0.036,467
0539,5,100,3,1,2,3,4,0.022,423
0540,5,100,3,1,2,4,1,0.021,421
0541,5,100,3,1,2,4,2,0.025,453
0542,5,100,3,1,2,4,3,0.032,501
0543,5,100,3,1,2,4,4,0.027,456
0544,5,100,3,1,3,1,1,0.026,304
0545,5,100,3,1,3,1,2,0.026,309
0546,5,100,3,1,3,1,3,0.037,383
0547,5,100,3,1,3,1,4,0.023,330
0548,5,100,3,1,3,2,1,0.027,358
0549,5,100,3,1,3,2,2,0.025,374
0550,5,100,3,1,3,2,3,0.036,445
0551,5,100,3,1,3,2,4,0.027,381
0552,5,100,3,1,3,3,1,0.027,424
0553,5,100,3,1,3,3,2,0.029,429
0554,5,100,3,1,3,3,3,0.038,483
0555,5,100,3,1,3,3,4,0.024,430
0556,5,100,3,1,3,4,1,0.025,455
0557,5,100,3,1,3,4,2,0.029,466
0558,5,100,3,1,3,4,3,0.038,539
0559,5,100,3,1,3,4,4,0.026,502
0560,5,100,3,1,4,1,1,0.022,287
0561,5,100,3,1,4,1,2,0.024,317
0562,5,100,3,1,4,1,3,0.037,365
0563,5,100,3,1,4,1,4,0.023,315
0564,5,100,3,1,4,2,1,0.022,350
0565,5,100,3,1,4,2,2,0.022,351
0566,5,100,3,1,4,2,3,0.033,406
0567,5,100,3,1,4,2,4,0.024,388
0568,5,100,3,1,4,3,1,0.024,401
0569,5,100,3,1,4,3,2,0.026,396
0570,5,100,3,1,4,3,3,0.035,480
0571,5,100,3,1,4,3,4,0.028,419
0572,5,100,3,1,4,4,1,0.025,425
0573,5,100,3,1,4,4,2,0.025,433
0574,5,100,3,1,4,4,3,0.038,530
0575,5,100,3,1,4,4,4,0.028,472
0576,5,100,3,2,1,1,1,0.022,276
0577,5,100,3,2,1,1,2,0.017,276
0578,5,100,3,2,1,1,3,0.025,350
0579,5,100,3,2,1,1,4,0.019,293
0580,5,100,3,2,1,2,1,0.018,336
0581,5,100,3,2,1,2,2,0.020,337
0582,5,100,3,2,1,2,3,0.032,403
0583,5,100,3,2,1,2,4,0.020,364
0584,5,100,3,2,1,3,1,0.018,396
0585,5,100,3,2,1,3,2,0.020,401
0586,5,100,3,2,1,3,3,0.030,455
0587,5,100,3,2,1,3,4,0.020,418
0588,5,100,3,2,1,4,1,0.021,424
0589,5,100,3,2,1,4,2,0.018,429
0590,5,100,3,2,1,4,3,0.027,514
0591,5,100,3,2,1,4,4,0.020,458
0592,5,100,3,2,2,1,1,0.023,270
0593,5,100,3,2,2,1,2,0.022,289
0594,5,100,3,2,2,1,3,0.036,374
0595,5,100,3,2,2,1,4,0.022,307
0596,5,100,3,2,2,2,1,0.023,341
0597,5,100,3,2,2,2,2,0.025,350
0598,5,100,3,2,2,2,3,0.036,415
0599,5,100,3,2,2,2,4,0.022,360
