n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,obj1,obj2
59,5,100,1,1,4,3,4,0.02,147
60,5,100,1,1,4,4,1,0.02,141
61,5,100,1,1,4,4,2,0.019,146
62,5,100,1,1,4,4,3,0.033,175
63,5,100,1,1,4,4,4,0.022,141
64,5,100,1,2,1,1,1,0.017,104
65,5,100,1,2,1,1,2,0.016,98
66,5,100,1,2,1,1,3,0.027,131
67,5,100,1,2,1,1,4,0.015,106
68,5,100,1,2,1,2,1,0.015,117
69,5,100,1,2,1,2,2,0.017,123
70,5,100,1,2,1,2,3,0.024,151
71,5,100,1,2,1,2,4,0.016,137
72,5,100,1,2,1,3,1,0.019,142
73,5,100,1,2,1,3,2,0.019,140
74,5,100,1,2,1,3,3,0.029,161
75,5,100,1,2,1,3,4,0.018,147
76,5,100,1,2,1,4,1,0.018,146
77,5,100,1,2,1,4,2,0.017,145
78,5,100,1,2,1,4,3,0.024,170
79,5,100,1,2,1,4,4,0.018,150
80,5,100,1,2,2,1,1,0.019,107
81,5,100,1,2,2,1,2,0.021,116
82,5,100,1,2,2,1,3,0.027,128
83,5,100,1,2,2,1,4,0.02,120
84,5,100,1,2,2,2,1,0.018,125
85,5,100,1,2,2,2,2,0.019,135
86,5,100,1,2,2,2,3,0.026,142
87,5,100,1,2,2,2,4,0.02,124
88,5,100,1,2,2,3,1,0.018,140
89,5,100,1,2,2,3,2,0.019,148
90,5,100,1,2,2,3,3,0.031,163
91,5,100,1,2,2,3,4,0.02,149
92,5,100,1,2,2,4,1,0.02,144
93,5,100,1,2,2,4,2,0.02,147
94,5,100,1,2,2,4,3,0.03,170
95,5,100,1,2,2,4,4,0.02,150
96,5,100,1,2,3,1,1,0.022,108
97,5,100,1,2,3,1,2,0.023,122
98,5,100,1,2,3,1,3,0.033,131
99,5,100,1,2,3,1,4,0.021,120
100,5,100,1,2,3,2,1,0.022,126
101,5,100,1,2,3,2,2,0.023,141
102,5,100,1,2,3,2,3,0.034,155
103,5,100,1,2,3,2,4,0.024,133
104,5,100,1,2,3,3,1,0.021,149
105,5,100,1,2,3,3,2,0.023,153
106,5,100,1,2,3,3,3,0.033,173
107,5,100,1,2,3,3,4,0.023,156
108,5,100,1,2,3,4,1,0.022,148
109,5,100,1,2,3,4,2,0.023,154
110,5,100,1,2,3,4,3,0.034,177
111,5,100,1,2,3,4,4,0.024,158
112,5,100,1,2,4,1,1,0.02,113
113,5,100,1,2,4,1,2,0.02,110
114,5,100,1,2,4,1,3,0.029,123
115,5,100,1,2,4,1,4,0.02,115
116,5,100,1,2,4,2,1,0.019,119
117,5,100,1,2,4,2,2,0.022,123
118,5,100,1,2,4,2,3,0.03,152
119,5,100,1,2,4,2,4,0.02,122
120,5,100,1,2,4,3,1,0.019,136
121,5,100,1,2,4,3,2,0.019,143
122,5,100,1,2,4,3,3,0.029,170
123,5,100,1,2,4,3,4,0.025,151
124,5,100,1,2,4,4,1,0.021,148
125,5,100,1,2,4,4,2,0.021,136
126,5,100,1,2,4,4,3,0.03,172
127,5,100,1,2,4,4,4,0.023,161
128,5,100,1,3,1,1,1,0.016,210
129,5,100,1,3,1,1,2,0.018,216
130,5,100,1,3,1,1,3,0.025,241
131,5,100,1,3,1,1,4,0.018,216
132,5,100,1,3,1,2,1,0.018,223
133,5,100,1,3,1,2,2,0.019,229
134,5,100,1,3,1,2,3,0.025,244
135,5,100,1,3,1,2,4,0.021,238
136,5,100,1,3,1,3,1,0.018,253
137,5,100,1,3,1,3,2,0.018,253
138,5,100,1,3,1,3,3,0.027,273
139,5,100,1,3,1,3,4,0.018,257
140,5,100,1,3,1,4,1,0.019,243
141,5,100,1,3,1,4,2,0.02,244
142,5,100,1,3,1,4,3,0.027,260
143,5,100,1,3,1,4,4,0.019,235
144,5,100,1,3,2,1,1,0.022,208
145,5,100,1,3,2,1,2,0.021,208
146,5,100,1,3,2,1,3,0.03,242
147,5,100,1,3,2,1,4,0.022,212
148,5,100,1,3,2,2,1,0.022,225
149,5,100,1,3,2,2,2,0.023,228
150,5,100,1,3,2,2,3,0.032,253
151,5,100,1,3,2,2,4,0.023,230
152,5,100,1,3,2,3,1,0.021,259
153,5,100,1,3,2,3,2,0.024,258
154,5,100,1,3,2,3,3,0.032,276
155,5,100,1,3,2,3,4,0.024,248
156,5,100,1,3,2,4,1,0.025,253
157,5,100,1,3,2,4,2,0.023,236
158,5,100,1,3,2,4,3,0.035,265
159,5,100,1,3,2,4,4,0.026,242
160,5,100,1,3,3,1,1,0.025,216
161,5,100,1,3,3,1,2,0.027,222
162,5,100,1,3,3,1,3,0.035,245
163,5,100,1,3,3,1,4,0.024,224
164,5,100,1,3,3,2,1,0.024,248
165,5,100,1,3,3,2,2,0.026,243
166,5,100,1,3,3,2,3,0.036,257
167,5,100,1,3,3,2,4,0.026,247
168,5,100,1,3,3,3,1,0.025,263
169,5,100,1,3,3,3,2,0.025,275
170,5,100,1,3,3,3,3,0.037,282
171,5,100,1,3,3,3,4,0.025,265
172,5,100,1,3,3,4,1,0.031,253
173,5,100,1,3,3,4,2,0.027,252
174,5,100,1,3,3,4,3,0.037,271
175,5,100,1,3,3,4,4,0.027,260
176,5,100,1,3,4,1,1,0.022,226
177,5,100,1,3,4,1,2,0.023,215
178,5,100,1,3,4,1,3,0.031,235
179,5,100,1,3,4,1,4,0.023,211
180,5,100,1,3,4,2,1,0.022,229
181,5,100,1,3,4,2,2,0.024,222
182,5,100,1,3,4,2,3,0.033,253
183,5,100,1,3,4,2,4,0.023,241
184,5,100,1,3,4,3,1,0.021,247
185,5,100,1,3,4,3,2,0.024,258
186,5,100,1,3,4,3,3,0.033,270
187,5,100,1,3,4,3,4,0.024,269
188,5,100,1,3,4,4,1,0.023,234
189,5,100,1,3,4,4,2,0.024,251
190,5,100,1,3,4,4,3,0.035,256
191,5,100,1,3,4,4,4,0.027,249
192,5,100,1,4,1,1,1,0.013,115
193,5,100,1,4,1,1,2,0.014,121
194,5,100,1,4,1,1,3,0.024,140
195,5,100,1,4,1,1,4,0.017,141
196,5,100,1,4,1,2,1,0.014,141
197,5,100,1,4,1,2,2,0.014,141
198,5,100,1,4,1,2,3,0.023,150
199,5,100,1,4,1,2,4,0.015,143
200,5,100,1,4,1,3,1,0.018,158
201,5,100,1,4,1,3,2,0.017,162
202,5,100,1,4,1,3,3,0.023,182
203,5,100,1,4,1,3,4,0.015,171
204,5,100,1,4,1,4,1,0.017,150
205,5,100,1,4,1,4,2,0.016,165
206,5,100,1,4,1,4,3,0.027,172
207,5,100,1,4,1,4,4,0.017,155
208,5,100,1,4,2,1,1,0.02,115
209,5,100,1,4,2,1,2,0.019,130
210,5,100,1,4,2,1,3,0.028,147
211,5,100,1,4,2,1,4,0.022,121
212,5,100,1,4,2,2,1,0.019,141
213,5,100,1,4,2,2,2,0.019,140
214,5,100,1,4,2,2,3,0.03,165
215,5,100,1,4,2,2,4,0.022,143
216,5,100,1,4,2,3,1,0.02,171
217,5,100,1,4,2,3,2,0.02,159
218,5,100,1,4,2,3,3,0.032,192
219,5,100,1,4,2,3,4,0.023,173
220,5,100,1,4,2,4,1,0.021,159
221,5,100,1,4,2,4,2,0.022,159
222,5,100,1,4,2,4,3,0.031,186
223,5,100,1,4,2,4,4,0.023,158
224,5,100,1,4,3,1,1,0.021,142
225,5,100,1,4,3,1,2,0.023,138
226,5,100,1,4,3,1,3,0.033,160
227,5,100,1,4,3,1,4,0.023,145
228,5,100,1,4,3,2,1,0.022,147
229,5,100,1,4,3,2,2,0.023,150
230,5,100,1,4,3,2,3,0.035,165
231,5,100,1,4,3,2,4,0.025,155
232,5,100,1,4,3,3,1,0.023,170
233,5,100,1,4,3,3,2,0.023,176
234,5,100,1,4,3,3,3,0.033,214
235,5,100,1,4,3,3,4,0.023,176
236,5,100,1,4,3,4,1,0.025,159
237,5,100,1,4,3,4,2,0.026,170
238,5,100,1,4,3,4,3,0.035,186
239,5,100,1,4,3,4,4,0.024,174
240,5,100,1,4,4,1,1,0.02,124
241,5,100,1,4,4,1,2,0.021,125
242,5,100,1,4,4,1,3,0.032,149
243,5,100,1,4,4,1,4,0.019,136
244,5,100,1,4,4,2,1,0.02,142
245,5,100,1,4,4,2,2,0.02,137
246,5,100,1,4,4,2,3,0.032,158
247,5,100,1,4,4,2,4,0.021,158
248,5,100,1,4,4,3,1,0.019,158
249,5,100,1,4,4,3,2,0.02,165
250,5,100,1,4,4,3,3,0.03,190
251,5,100,1,4,4,3,4,0.021,172
252,5,100,1,4,4,4,1,0.022,151
253,5,100,1,4,4,4,2,0.021,159
254,5,100,1,4,4,4,3,0.031,177
255,5,100,1,4,4,4,4,0.023,166
256,5,100,2,1,1,1,1,0.017,189
257,5,100,2,1,1,1,2,0.016,191
258,5,100,2,1,1,1,3,0.025,217
259,5,100,2,1,1,1,4,0.016,201
260,5,100,2,1,1,2,1,0.021,230
261,5,100,2,1,1,2,2,0.018,226
262,5,100,2,1,1,2,3,0.027,262
263,5,100,2,1,1,2,4,0.018,234
264,5,100,2,1,1,3,1,0.02,255
265,5,100,2,1,1,3,2,0.019,258
266,5,100,2,1,1,3,3,0.026,304
267,5,100,2,1,1,3,4,0.018,279
268,5,100,2,1,1,4,1,0.019,265
269,5,100,2,1,1,4,2,0.019,262
270,5,100,2,1,1,4,3,0.027,311
271,5,100,2,1,1,4,4,0.02,296
272,5,100,2,1,2,1,1,0.022,185
273,5,100,2,1,2,1,2,0.022,184
274,5,100,2,1,2,1,3,0.032,227
275,5,100,2,1,2,1,4,0.021,210
276,5,100,2,1,2,2,1,0.02,224
277,5,100,2,1,2,2,2,0.022,238
278,5,100,2,1,2,2,3,0.032,312
279,5,100,2,1,2,2,4,0.024,247
280,5,100,2,1,2,3,1,0.02,254
281,5,100,2,1,2,3,2,0.021,255
282,5,100,2,1,2,3,3,0.03,310
283,5,100,2,1,2,3,4,0.021,273
284,5,100,2,1,2,4,1,0.02,267
285,5,100,2,1,2,4,2,0.023,258
286,5,100,2,1,2,4,3,0.031,339
287,5,100,2,1,2,4,4,0.022,305
288,5,100,2,1,3,1,1,0.024,204
289,5,100,2,1,3,1,2,0.024,226
290,5,100,2,1,3,1,3,0.037,257
291,5,100,2,1,3,1,4,0.023,219
292,5,100,2,1,3,2,1,0.024,244
293,5,100,2,1,3,2,2,0.023,246
294,5,100,2,1,3,2,3,0.036,293
295,5,100,2,1,3,2,4,0.025,255
296,5,100,2,1,3,3,1,0.023,276
297,5,100,2,1,3,3,2,0.024,282
298,5,100,2,1,3,3,3,0.034,316
299,5,100,2,1,3,3,4,0.024,298
300,5,100,2,1,3,4,1,0.028,284
301,5,100,2,1,3,4,2,0.025,297
302,5,100,2,1,3,4,3,0.037,347
303,5,100,2,1,3,4,4,0.024,317
304,5,100,2,1,4,1,1,0.023,196
305,5,100,2,1,4,1,2,0.023,190
306,5,100,2,1,4,1,3,0.032,240
307,5,100,2,1,4,1,4,0.023,212
308,5,100,2,1,4,2,1,0.022,234
309,5,100,2,1,4,2,2,0.022,237
310,5,100,2,1,4,2,3,0.033,295
311,5,100,2,1,4,2,4,0.024,251
312,5,100,2,1,4,3,1,0.02,259
313,5,100,2,1,4,3,2,0.022,259
314,5,100,2,1,4,3,3,0.032,290
315,5,100,2,1,4,3,4,0.023,274
316,5,100,2,1,4,4,1,0.023,295
317,5,100,2,1,4,4,2,0.022,277
318,5,100,2,1,4,4,3,0.038,348
319,5,100,2,1,4,4,4,0.022,306
320,5,100,2,2,1,1,1,0.021,177
321,5,100,2,2,1,1,2,0.019,188
322,5,100,2,2,1,1,3,0.024,227
323,5,100,2,2,1,1,4,0.016,197
324,5,100,2,2,1,2,1,0.018,237
325,5,100,2,2,1,2,2,0.018,232
326,5,100,2,2,1,2,3,0.024,267
327,5,100,2,2,1,2,4,0.019,252
328,5,100,2,2,1,3,1,0.018,255
329,5,100,2,2,1,3,2,0.019,260
330,5,100,2,2,1,3,3,0.025,302
331,5,100,2,2,1,3,4,0.019,274
332,5,100,2,2,1,4,1,0.021,291
333,5,100,2,2,1,4,2,0.019,280
334,5,100,2,2,1,4,3,0.029,331
335,5,100,2,2,1,4,4,0.021,302
336,5,100,2,2,2,1,1,0.021,183
337,5,100,2,2,2,1,2,0.02,190
338,5,100,2,2,2,1,3,0.031,239
339,5,100,2,2,2,1,4,0.021,190
340,5,100,2,2,2,2,1,0.02,230
341,5,100,2,2,2,2,2,0.022,231
342,5,100,2,2,2,2,3,0.034,286
343,5,100,2,2,2,2,4,0.021,248
344,5,100,2,2,2,3,1,0.02,254
345,5,100,2,2,2,3,2,0.021,262
346,5,100,2,2,2,3,3,0.032,312
347,5,100,2,2,2,3,4,0.022,273
348,5,100,2,2,2,4,1,0.021,277
349,5,100,2,2,2,4,2,0.021,281
350,5,100,2,2,2,4,3,0.03,331
351,5,100,2,2,2,4,4,0.023,290
352,5,100,2,2,3,1,1,0.024,196
353,5,100,2,2,3,1,2,0.024,211
354,5,100,2,2,3,1,3,0.038,253
355,5,100,2,2,3,1,4,0.024,221
356,5,100,2,2,3,2,1,0.024,240
357,5,100,2,2,3,2,2,0.024,245
358,5,100,2,2,3,2,3,0.035,278
359,5,100,2,2,3,2,4,0.023,266
360,5,100,2,2,3,3,1,0.023,277
361,5,100,2,2,3,3,2,0.026,273
362,5,100,2,2,3,3,3,0.035,326
363,5,100,2,2,3,3,4,0.024,293
364,5,100,2,2,3,4,1,0.023,305
365,5,100,2,2,3,4,2,0.024,315
366,5,100,2,2,3,4,3,0.037,357
367,5,100,2,2,3,4,4,0.024,321
368,5,100,2,2,4,1,1,0.021,200
369,5,100,2,2,4,1,2,0.022,194
370,5,100,2,2,4,1,3,0.033,242
371,5,100,2,2,4,1,4,0.022,199
372,5,100,2,2,4,2,1,0.021,228
373,5,100,2,2,4,2,2,0.02,259
374,5,100,2,2,4,2,3,0.039,303
375,5,100,2,2,4,2,4,0.023,245
376,5,100,2,2,4,3,1,0.022,278
377,5,100,2,2,4,3,2,0.022,270
378,5,100,2,2,4,3,3,0.031,318
379,5,100,2,2,4,3,4,0.023,281
380,5,100,2,2,4,4,1,0.021,300
381,5,100,2,2,4,4,2,0.023,293
382,5,100,2,2,4,4,3,0.037,353
383,5,100,2,2,4,4,4,0.022,299
384,5,100,2,3,1,1,1,0.021,416
385,5,100,2,3,1,1,2,0.02,434
386,5,100,2,3,1,1,3,0.034,478
387,5,100,2,3,1,1,4,0.022,415
388,5,100,2,3,1,2,1,0.023,452
389,5,100,2,3,1,2,2,0.023,490
390,5,100,2,3,1,2,3,0.032,507
391,5,100,2,3,1,2,4,0.024,476
392,5,100,2,3,1,3,1,0.02,533
393,5,100,2,3,1,3,2,0.021,547
394,5,100,2,3,1,3,3,0.037,563
395,5,100,2,3,1,3,4,0.022,559
396,5,100,2,3,1,4,1,0.022,477
397,5,100,2,3,1,4,2,0.025,490
398,5,100,2,3,1,4,3,0.032,544
399,5,100,2,3,1,4,4,0.02,531
400,5,100,2,3,2,1,1,0.023,433
401,5,100,2,3,2,1,2,0.026,414
402,5,100,2,3,2,1,3,0.04,485
403,5,100,2,3,2,1,4,0.025,448
404,5,100,2,3,2,2,1,0.024,472
405,5,100,2,3,2,2,2,0.025,472
406,5,100,2,3,2,2,3,0.036,524
407,5,100,2,3,2,2,4,0.024,482
408,5,100,2,3,2,3,1,0.025,543
409,5,100,2,3,2,3,2,0.024,538
410,5,100,2,3,2,3,3,0.037,592
411,5,100,2,3,2,3,4,0.023,591
412,5,100,2,3,2,4,1,0.029,491
413,5,100,2,3,2,4,2,0.025,506
414,5,100,2,3,2,4,3,0.041,532
415,5,100,2,3,2,4,4,0.029,491
416,5,100,2,3,3,1,1,0.028,458
417,5,100,2,3,3,1,2,0.027,455
418,5,100,2,3,3,1,3,0.039,482
419,5,100,2,3,3,1,4,0.027,458
420,5,100,2,3,3,2,1,0.026,471
421,5,100,2,3,3,2,2,0.028,504
422,5,100,2,3,3,2,3,0.044,518
423,5,100,2,3,3,2,4,0.035,534
424,5,100,2,3,3,3,1,0.027,572
425,5,100,2,3,3,3,2,0.029,584
426,5,100,2,3,3,3,3,0.039,598
427,5,100,2,3,3,3,4,0.026,564
428,5,100,2,3,3,4,1,0.028,498
429,5,100,2,3,3,4,2,0.028,520
430,5,100,2,3,3,4,3,0.044,552
431,5,100,2,3,3,4,4,0.029,535
432,5,100,2,3,4,1,1,0.025,433
433,5,100,2,3,4,1,2,0.024,428
434,5,100,2,3,4,1,3,0.042,502
435,5,100,2,3,4,1,4,0.023,453
436,5,100,2,3,4,2,1,0.027,479
437,5,100,2,3,4,2,2,0.024,475
438,5,100,2,3,4,2,3,0.043,543
439,5,100,2,3,4,2,4,0.027,499
440,5,100,2,3,4,3,1,0.028,579
441,5,100,2,3,4,3,2,0.028,543
442,5,100,2,3,4,3,3,0.039,591
443,5,100,2,3,4,3,4,0.027,554
444,5,100,2,3,4,4,1,0.026,502
445,5,100,2,3,4,4,2,0.026,534
446,5,100,2,3,4,4,3,0.045,541
447,5,100,2,3,4,4,4,0.031,529
448,5,100,2,4,1,1,1,0.016,194
449,5,100,2,4,1,1,2,0.015,197
450,5,100,2,4,1,1,3,0.025,254
451,5,100,2,4,1,1,4,0.015,212
452,5,100,2,4,1,2,1,0.016,241
453,5,100,2,4,1,2,2,0.016,229
454,5,100,2,4,1,2,3,0.027,272
455,5,100,2,4,1,2,4,0.016,251
456,5,100,2,4,1,3,1,0.017,298
457,5,100,2,4,1,3,2,0.017,317
458,5,100,2,4,1,3,3,0.029,364
459,5,100,2,4,1,3,4,0.017,333
460,5,100,2,4,1,4,1,0.016,261
461,5,100,2,4,1,4,2,0.018,278
462,5,100,2,4,1,4,3,0.028,317
463,5,100,2,4,1,4,4,0.018,289
464,5,100,2,4,2,1,1,0.02,213
465,5,100,2,4,2,1,2,0.021,209
466,5,100,2,4,2,1,3,0.032,244
467,5,100,2,4,2,1,4,0.023,214
468,5,100,2,4,2,2,1,0.021,237
469,5,100,2,4,2,2,2,0.022,249
470,5,100,2,4,2,2,3,0.033,294
471,5,100,2,4,2,2,4,0.022,245
472,5,100,2,4,2,3,1,0.022,299
473,5,100,2,4,2,3,2,0.022,314
474,5,100,2,4,2,3,3,0.033,357
475,5,100,2,4,2,3,4,0.024,322
476,5,100,2,4,2,4,1,0.021,260
477,5,100,2,4,2,4,2,0.022,274
478,5,100,2,4,2,4,3,0.036,329
479,5,100,2,4,2,4,4,0.025,290
480,5,100,2,4,3,1,1,0.025,223
481,5,100,2,4,3,1,2,0.026,220
482,5,100,2,4,3,1,3,0.035,275
483,5,100,2,4,3,1,4,0.025,250
484,5,100,2,4,3,2,1,0.024,259
485,5,100,2,4,3,2,2,0.025,268
486,5,100,2,4,3,2,3,0.037,303
487,5,100,2,4,3,2,4,0.024,264
488,5,100,2,4,3,3,1,0.025,318
489,5,100,2,4,3,3,2,0.027,329
490,5,100,2,4,3,3,3,0.039,379
491,5,100,2,4,3,3,4,0.025,341
492,5,100,2,4,3,4,1,0.026,297
493,5,100,2,4,3,4,2,0.026,311
494,5,100,2,4,3,4,3,0.038,363
495,5,100,2,4,3,4,4,0.027,323
496,5,100,2,4,4,1,1,0.022,210
497,5,100,2,4,4,1,2,0.022,215
498,5,100,2,4,4,1,3,0.033,273
499,5,100,2,4,4,1,4,0.021,234
500,5,100,2,4,4,2,1,0.022,241
501,5,100,2,4,4,2,2,0.023,245
502,5,100,2,4,4,2,3,0.032,301
503,5,100,2,4,4,2,4,0.023,255
504,5,100,2,4,4,3,1,0.024,315
505,5,100,2,4,4,3,2,0.021,319
506,5,100,2,4,4,3,3,0.037,370
507,5,100,2,4,4,3,4,0.023,326
508,5,100,2,4,4,4,1,0.023,274
509,5,100,2,4,4,4,2,0.023,290
510,5,100,2,4,4,4,3,0.039,331
511,5,100,2,4,4,4,4,0.025,296
512,5,100,3,1,1,1,1,0.019,271
513,5,100,3,1,1,1,2,0.021,274
514,5,100,3,1,1,1,3,0.03,335
515,5,100,3,1,1,1,4,0.02,296
516,5,100,3,1,1,2,1,0.02,322
517,5,100,3,1,1,2,2,0.02,335
518,5,100,3,1,1,2,3,0.033,402
519,5,100,3,1,1,2,4,0.02,367
520,5,100,3,1,1,3,1,0.02,379
521,5,100,3,1,1,3,2,0.021,387
522,5,100,3,1,1,3,3,0.03,472
523,5,100,3,1,1,3,4,0.02,411
524,5,100,3,1,1,4,1,0.02,437
525,5,100,3,1,1,4,2,0.021,436
526,5,100,3,1,1,4,3,0.028,484
527,5,100,3,1,1,4,4,0.022,462
528,5,100,3,1,2,1,1,0.021,271
529,5,100,3,1,2,1,2,0.023,273
530,5,100,3,1,2,1,3,0.033,353
531,5,100,3,1,2,1,4,0.022,303
532,5,100,3,1,2,2,1,0.022,333
533,5,100,3,1,2,2,2,0.023,350
534,5,100,3,1,2,2,3,0.034,409
535,5,100,3,1,2,2,4,0.021,375
536,5,100,3,1,2,3,1,0.021,388
537,5,100,3,1,2,3,2,0.022,403
538,5,100,3,1,2,3,3,0.036,467
539,5,100,3,1,2,3,4,0.022,423
540,5,100,3,1,2,4,1,0.021,421
541,5,100,3,1,2,4,2,0.025,453
542,5,100,3,1,2,4,3,0.032,501
543,5,100,3,1,2,4,4,0.027,456
544,5,100,3,1,3,1,1,0.026,304
545,5,100,3,1,3,1,2,0.026,309
546,5,100,3,1,3,1,3,0.037,383
547,5,100,3,1,3,1,4,0.023,330
548,5,100,3,1,3,2,1,0.027,358
549,5,100,3,1,3,2,2,0.025,374
550,5,100,3,1,3,2,3,0.036,445
551,5,100,3,1,3,2,4,0.027,381
552,5,100,3,1,3,3,1,0.027,424
553,5,100,3,1,3,3,2,0.029,429
554,5,100,3,1,3,3,3,0.038,483
555,5,100,3,1,3,3,4,0.024,430
556,5,100,3,1,3,4,1,0.025,455
557,5,100,3,1,3,4,2,0.029,466
558,5,100,3,1,3,4,3,0.038,539
559,5,100,3,1,3,4,4,0.026,502
560,5,100,3,1,4,1,1,0.022,287
561,5,100,3,1,4,1,2,0.024,317
562,5,100,3,1,4,1,3,0.037,365
563,5,100,3,1,4,1,4,0.023,315
564,5,100,3,1,4,2,1,0.022,350
565,5,100,3,1,4,2,2,0.022,351
566,5,100,3,1,4,2,3,0.033,406
567,5,100,3,1,4,2,4,0.024,388
568,5,100,3,1,4,3,1,0.024,401
569,5,100,3,1,4,3,2,0.026,396
570,5,100,3,1,4,3,3,0.035,480
571,5,100,3,1,4,3,4,0.028,419
572,5,100,3,1,4,4,1,0.025,425
573,5,100,3,1,4,4,2,0.025,433
574,5,100,3,1,4,4,3,0.038,530
575,5,100,3,1,4,4,4,0.028,472
576,5,100,3,2,1,1,1,0.022,276
577,5,100,3,2,1,1,2,0.017,276
578,5,100,3,2,1,1,3,0.025,350
579,5,100,3,2,1,1,4,0.019,293
580,5,100,3,2,1,2,1,0.018,336
581,5,100,3,2,1,2,2,0.02,337
582,5,100,3,2,1,2,3,0.032,403
583,5,100,3,2,1,2,4,0.02,364
584,5,100,3,2,1,3,1,0.018,396
585,5,100,3,2,1,3,2,0.02,401
586,5,100,3,2,1,3,3,0.03,455
587,5,100,3,2,1,3,4,0.02,418
588,5,100,3,2,1,4,1,0.021,424
589,5,100,3,2,1,4,2,0.018,429
590,5,100,3,2,1,4,3,0.027,514
591,5,100,3,2,1,4,4,0.02,458
592,5,100,3,2,2,1,1,0.023,270
593,5,100,3,2,2,1,2,0.022,289
594,5,100,3,2,2,1,3,0.036,374
595,5,100,3,2,2,1,4,0.022,307
596,5,100,3,2,2,2,1,0.023,341
597,5,100,3,2,2,2,2,0.025,350
598,5,100,3,2,2,2,3,0.036,415
599,5,100,3,2,2,2,4,0.022,360
600,5,100,3,2,2,3,1,0.021,386
601,5,100,3,2,2,3,2,0.024,403
602,5,100,3,2,2,3,3,0.034,473
603,5,100,3,2,2,3,4,0.022,421
604,5,100,3,2,2,4,1,0.021,441
605,5,100,3,2,2,4,2,0.024,457
606,5,100,3,2,2,4,3,0.035,526
607,5,100,3,2,2,4,4,0.021,465
608,5,100,3,2,3,1,1,0.025,304
609,5,100,3,2,3,1,2,0.026,317
610,5,100,3,2,3,1,3,0.037,380
611,5,100,3,2,3,1,4,0.025,323
612,5,100,3,2,3,2,1,0.026,366
613,5,100,3,2,3,2,2,0.027,381
614,5,100,3,2,3,2,3,0.035,433
615,5,100,3,2,3,2,4,0.025,396
616,5,100,3,2,3,3,1,0.026,421
617,5,100,3,2,3,3,2,0.027,428
618,5,100,3,2,3,3,3,0.035,501
619,5,100,3,2,3,3,4,0.025,442
620,5,100,3,2,3,4,1,0.027,462
621,5,100,3,2,3,4,2,0.024,483
622,5,100,3,2,3,4,3,0.038,562
623,5,100,3,2,3,4,4,0.025,495
624,5,100,3,2,4,1,1,0.023,284
625,5,100,3,2,4,1,2,0.023,303
626,5,100,3,2,4,1,3,0.034,364
