n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_part1,knob_array_part2,knob_I_B,obj1,obj2,lut,ff,dsp,bram
0240,2,1,3,1,512,1,0,0.000148,142,751,444,1,0
0241,2,1,3,1,512,2,0,0.000144,146,731,444,1,0
0242,2,1,3,1,512,4,0,0.000153,204,886,451,1,0
0243,2,1,3,1,512,8,0,0.000145,201,885,451,1,0
0244,2,1,3,1,512,16,0,0.000176,252,1201,468,1,0
0245,2,1,3,1,512,32,0,0.000174,280,1203,467,1,0
0250,2,1,3,1,256,16,0,0.000116,107,611,357,2,0
0251,2,1,3,1,256,32,0,0.000116,107,611,357,2,0
0252,2,1,3,1,128,1,0,0.000124,210,978,362,2,0
0253,2,1,3,1,128,2,0,0.000124,210,978,362,2,0
0254,2,1,3,1,128,4,0,0.000141,283,1308,378,2,0
0255,2,1,3,1,128,8,0,0.000141,283,1308,378,2,0
0260,2,1,3,1,64,4,0,0.000156,168,950,483,3,0
0261,2,1,3,1,64,8,0,0.000156,168,950,483,3,0
0262,2,1,3,1,64,16,0,0.000142,239,1264,459,3,0
0263,2,1,3,1,64,32,0,0.000142,239,1264,459,3,0
0264,2,1,3,1,32,1,0,0.000174,295,1700,473,3,0
0265,2,1,3,1,32,2,0,0.000189,400,1699,474,3,0
0270,2,1,3,2,512,1,0,0.000037,147,805,266,1,0
0271,2,1,3,2,512,2,0,0.000037,147,805,266,1,0
0272,2,1,3,2,512,4,0,0.000036,238,1250,298,1,0
0273,2,1,3,2,512,8,0,0.000036,238,1250,298,1,0
0274,2,1,3,2,512,16,0,0.000040,325,1861,314,1,0
0275,2,1,3,2,512,32,0,0.000040,325,1861,314,1,0
0280,2,1,3,2,256,16,0,0.000148,142,751,444,1,0
0281,2,1,3,2,256,32,0,0.000144,146,731,444,1,0
0282,2,1,3,2,128,1,0,0.000153,204,886,451,1,0
0283,2,1,3,2,128,2,0,0.000145,201,885,451,1,0
0284,2,1,3,2,128,4,0,0.000176,252,1201,468,1,0
0285,2,1,3,2,128,8,0,0.000174,280,1203,467,1,0
0290,2,1,3,2,64,4,0,0.000116,107,611,357,2,0
0291,2,1,3,2,64,8,0,0.000116,107,611,357,2,0
0292,2,1,3,2,64,16,0,0.000124,210,978,362,2,0
0293,2,1,3,2,64,32,0,0.000124,210,978,362,2,0
0294,2,1,3,2,32,1,0,0.000141,283,1308,378,2,0
0295,2,1,3,2,32,2,0,0.000141,283,1308,378,2,0
0300,2,1,3,3,512,1,0,0.000156,168,950,483,3,0
0301,2,1,3,3,512,2,0,0.000156,168,950,483,3,0
0302,2,1,3,3,512,4,0,0.000142,239,1264,459,3,0
0303,2,1,3,3,512,8,0,0.000142,239,1264,459,3,0
0305,2,1,3,3,512,32,0,0.000189,400,1699,474,3,0
0310,2,1,3,3,256,16,0,0.000037,147,805,266,1,0
0311,2,1,3,3,256,32,0,0.000037,147,805,266,1,0
0312,2,1,3,3,128,1,0,0.000036,238,1250,298,1,0
0313,2,1,3,3,128,2,0,0.000036,238,1250,298,1,0
0314,2,1,3,3,128,4,0,0.000040,325,1861,314,1,0
0315,2,1,3,3,128,8,0,0.000040,325,1861,314,1,0
0320,2,1,3,3,64,4,0,0.000139,141,709,466,1,0
0321,2,1,3,3,64,8,0,0.000135,144,706,466,1,0
0322,2,1,3,3,64,16,0,0.000190,217,999,475,1,0
0323,2,1,3,3,64,32,0,0.000178,205,995,475,1,0
0324,2,1,3,3,32,1,0,0.000188,334,1452,488,1,0
0325,2,1,3,3,32,2,0,0.000176,329,1449,488,1,0
0330,2,1,3,4,512,1,0,0.000120,153,866,383,2,0
0331,2,1,3,4,512,2,0,0.000120,153,866,383,2,0
0332,2,1,3,4,512,4,0,0.000128,258,1208,390,2,0
0333,2,1,3,4,512,8,0,0.000128,258,1208,390,2,0
0334,2,1,3,4,512,16,0,0.000159,327,1662,404,2,0
0335,2,1,3,4,512,32,0,0.000159,327,1662,404,2,0
0340,2,1,3,4,256,16,0,0.000155,180,981,481,3,0
0341,2,1,3,4,256,32,0,0.000155,180,981,481,3,0
0343,2,1,3,4,128,2,0,0.000163,266,1394,489,3,0
0344,2,1,3,4,128,4,0,0.000185,392,1911,502,3,0
0345,2,1,3,4,128,8,0,0.000173,357,1905,502,3,0
0350,2,1,3,4,64,4,0,0.000034,163,879,351,1,0
0351,2,1,3,4,64,8,0,0.000034,163,879,351,1,0
0352,2,1,3,4,64,16,0,0.000040,251,1331,343,1,0
0353,2,1,3,4,64,32,0,0.000040,251,1331,343,1,0
0354,2,1,3,4,32,1,0,0.000038,390,2086,362,1,0
0355,2,1,3,4,32,2,0,0.000038,390,2086,362,1,0
0360,2,1,4,1,512,1,0,0.000139,141,709,466,1,0
0361,2,1,4,1,512,2,0,0.000135,144,706,466,1,0
0362,2,1,4,1,512,4,0,0.000190,217,999,475,1,0
0363,2,1,4,1,512,8,0,0.000178,205,995,475,1,0
0364,2,1,4,1,512,16,0,0.000188,334,1452,488,1,0
0365,2,1,4,1,512,32,0,0.000176,329,1449,488,1,0
0370,2,1,4,1,256,16,0,0.000120,153,866,383,2,0
0371,2,1,4,1,256,32,0,0.000120,153,866,383,2,0
0372,2,1,4,1,128,1,0,0.000128,258,1208,390,2,0
0373,2,1,4,1,128,2,0,0.000128,258,1208,390,2,0
0374,2,1,4,1,128,4,0,0.000159,327,1662,404,2,0
0375,2,1,4,1,128,8,0,0.000159,327,1662,404,2,0
0381,2,1,4,1,64,8,0,0.000155,180,981,481,3,0
0382,2,1,4,1,64,16,0,0.000163,266,1394,489,3,0
0383,2,1,4,1,64,32,0,0.000163,266,1394,489,3,0
0384,2,1,4,1,32,1,0,0.000185,392,1911,502,3,0
0385,2,1,4,1,32,2,0,0.000173,357,1905,502,3,0
0390,2,1,4,2,512,1,0,0.000034,163,879,351,1,0
0391,2,1,4,2,512,2,0,0.000034,163,879,351,1,0
0392,2,1,4,2,512,4,0,0.000040,251,1331,343,1,0
0393,2,1,4,2,512,8,0,0.000040,251,1331,343,1,0
0394,2,1,4,2,512,16,0,0.000038,390,2086,362,1,0
0395,2,1,4,2,512,32,0,0.000038,390,2086,362,1,0
0400,2,1,4,2,256,16,0,0.000139,141,709,466,1,0
0401,2,1,4,2,256,32,0,0.000135,144,706,466,1,0
0402,2,1,4,2,128,1,0,0.000190,217,999,475,1,0
0403,2,1,4,2,128,2,0,0.000178,205,995,475,1,0
0404,2,1,4,2,128,4,0,0.000188,334,1452,488,1,0
0405,2,1,4,2,128,8,0,0.000176,329,1449,488,1,0
0410,2,1,4,2,64,4,0,0.000120,153,866,383,2,0
0411,2,1,4,2,64,8,0,0.000120,153,866,383,2,0
0412,2,1,4,2,64,16,0,0.000128,258,1208,390,2,0
0413,2,1,4,2,64,32,0,0.000128,258,1208,390,2,0
0414,2,1,4,2,32,1,0,0.000159,327,1662,404,2,0
0415,2,1,4,2,32,2,0,0.000159,327,1662,404,2,0
0420,2,1,4,3,512,1,0,0.000155,180,981,481,3,0
0421,2,1,4,3,512,2,0,0.000155,180,981,481,3,0
0422,2,1,4,3,512,4,0,0.000161,264,1394,489,3,0
0423,2,1,4,3,512,8,0,0.000163,266,1394,489,3,0
0424,2,1,4,3,512,16,0,0.000185,392,1911,502,3,0
0425,2,1,4,3,512,32,0,0.000173,357,1905,502,3,0
0430,2,1,4,3,256,16,0,0.000034,163,879,351,1,0
0431,2,1,4,3,256,32,0,0.000034,163,879,351,1,0
0432,2,1,4,3,128,1,0,0.000040,251,1331,343,1,0
0433,2,1,4,3,128,2,0,0.000040,251,1331,343,1,0
0434,2,1,4,3,128,4,0,0.000038,390,2086,362,1,0
0435,2,1,4,3,128,8,0,0.000038,390,2086,362,1,0
0440,2,1,4,3,64,4,0,0.000139,141,709,466,1,0
0441,2,1,4,3,64,8,0,0.000135,144,706,466,1,0
0442,2,1,4,3,64,16,0,0.000190,217,999,475,1,0
0443,2,1,4,3,64,32,0,0.000178,205,995,475,1,0
0444,2,1,4,3,32,1,0,0.000188,334,1452,488,1,0
0445,2,1,4,3,32,2,0,0.000176,329,1449,488,1,0
0450,2,1,4,4,512,1,0,0.000120,153,866,383,2,0
0451,2,1,4,4,512,2,0,0.000120,153,866,383,2,0
0452,2,1,4,4,512,4,0,0.000128,258,1208,390,2,0
0453,2,1,4,4,512,8,0,0.000128,258,1208,390,2,0
0454,2,1,4,4,512,16,0,0.000159,327,1662,404,2,0
0455,2,1,4,4,512,32,0,0.000159,327,1662,404,2,0
0460,2,1,4,4,256,16,0,0.000155,180,981,481,3,0
0461,2,1,4,4,256,32,0,0.000155,180,981,481,3,0
0462,2,1,4,4,128,1,0,0.000163,266,1394,489,3,0
0463,2,1,4,4,128,2,0,0.000163,266,1394,489,3,0
0464,2,1,4,4,128,4,0,0.000185,392,1911,502,3,0
0465,2,1,4,4,128,8,0,0.000173,357,1905,502,3,0
0470,2,1,4,4,64,4,0,0.000034,163,879,351,1,0
0471,2,1,4,4,64,8,0,0.000034,163,879,351,1,0
0472,2,1,4,4,64,16,0,0.000040,251,1331,343,1,0
0473,2,1,4,4,64,32,0,0.000040,251,1331,343,1,0
0474,2,1,4,4,32,1,0,0.000038,390,2086,362,1,0
0475,2,1,4,4,32,2,0,0.000038,390,2086,362,1,0
0480,2,2,1,1,512,1,0,0.000146,119,572,434,1,0
0481,2,2,1,1,512,2,0,0.000147,113,572,434,1,0
0482,2,2,1,1,512,4,0,0.000153,93,441,314,1,0
0483,2,2,1,1,512,8,0,0.000175,178,755,444,1,0
0484,2,2,1,1,512,16,0,0.000171,171,739,444,1,0
0485,2,2,1,1,512,32,0,0.000146,131,595,322,1,0
0486,2,2,1,1,256,1,0,0.000226,236,1014,460,1,0
0487,2,2,1,1,256,2,0,0.000204,262,1014,460,1,0
0488,2,2,1,1,256,4,0,0.000204,193,840,337,1,0
0495,2,2,1,1,128,8,0,0.000125,110,570,326,2,0
0496,2,2,1,1,128,16,0,0.000125,110,570,326,2,0
0497,2,2,1,1,128,32,0,0.000123,125,586,326,2,0
0498,2,2,1,1,64,1,0,0.000127,151,770,333,2,0
0499,2,2,1,1,64,2,0,0.000127,151,770,333,2,0
0500,2,2,1,1,64,4,0,0.000135,166,733,333,2,0
0501,2,2,1,1,64,8,0,0.000138,199,1054,347,2,0
0502,2,2,1,1,64,16,0,0.000138,199,1054,347,2,0
0503,2,2,1,1,64,32,0,0.000152,202,1033,347,2,0
0510,2,2,1,2,512,1,0,0.000150,164,803,415,3,0
0511,2,2,1,2,512,2,0,0.000150,164,803,415,3,0
0512,2,2,1,2,512,4,0,0.000163,128,695,313,3,0
0513,2,2,1,2,512,8,0,0.000166,235,1203,422,3,0
0514,2,2,1,2,512,16,0,0.000166,235,1203,422,3,0
0515,2,2,1,2,512,32,0,0.000157,213,1019,320,3,0
0516,2,2,1,2,256,1,0,0.000161,282,1451,436,3,0
0517,2,2,1,2,256,2,0,0.000168,303,1450,436,3,0
0518,2,2,1,2,256,4,0,0.000174,284,1360,334,3,0
0525,2,2,1,2,128,8,0,0.000039,91,536,213,1,0
0526,2,2,1,2,128,16,0,0.000039,91,536,213,1,0
0527,2,2,1,2,128,32,0,0.000037,117,684,274,2,0
0528,2,2,1,2,64,1,0,0.000037,150,753,248,1,0
0529,2,2,1,2,64,2,0,0.000037,150,753,248,1,0
0530,2,2,1,2,64,4,0,0.000039,207,999,293,2,0
0531,2,2,1,2,64,8,0,0.000046,222,1187,270,1,0
0533,2,2,1,2,64,32,0,0.000045,226,1321,313,2,0
0540,2,2,1,3,512,1,0,0.000146,119,572,434,1,0
0541,2,2,1,3,512,2,0,0.000147,113,572,434,1,0
0542,2,2,1,3,512,4,0,0.000153,93,441,314,1,0
0543,2,2,1,3,512,8,0,0.000175,178,755,444,1,0
0544,2,2,1,3,512,16,0,0.000171,171,739,444,1,0
0545,2,2,1,3,512,32,0,0.000146,131,595,322,1,0
0546,2,2,1,3,256,1,0,0.000226,236,1014,460,1,0
0547,2,2,1,3,256,2,0,0.000204,262,1014,460,1,0
0548,2,2,1,3,256,4,0,0.000204,193,840,337,1,0
0555,2,2,1,3,128,8,0,0.000125,110,570,326,2,0
0556,2,2,1,3,128,16,0,0.000125,110,570,326,2,0
0557,2,2,1,3,128,32,0,0.000123,125,586,326,2,0
0558,2,2,1,3,64,1,0,0.000127,151,770,333,2,0
0559,2,2,1,3,64,2,0,0.000127,151,770,333,2,0
0560,2,2,1,3,64,4,0,0.000135,166,733,333,2,0
0561,2,2,1,3,64,8,0,0.000138,199,1054,347,2,0
0562,2,2,1,3,64,16,0,0.000138,199,1054,347,2,0
0563,2,2,1,3,64,32,0,0.000152,202,1033,347,2,0
0571,2,2,1,4,512,2,0,0.000150,164,803,415,3,0
0572,2,2,1,4,512,4,0,0.000163,128,695,313,3,0
0573,2,2,1,4,512,8,0,0.000166,235,1203,422,3,0
0574,2,2,1,4,512,16,0,0.000166,235,1203,422,3,0
0575,2,2,1,4,512,32,0,0.000157,213,1019,320,3,0
0576,2,2,1,4,256,1,0,0.000161,282,1451,436,3,0
0577,2,2,1,4,256,2,0,0.000168,303,1450,436,3,0
0578,2,2,1,4,256,4,0,0.000174,284,1360,334,3,0
0585,2,2,1,4,128,8,0,0.000039,91,536,213,1,0
0586,2,2,1,4,128,16,0,0.000039,91,536,213,1,0
0587,2,2,1,4,128,32,0,0.000037,117,684,274,2,0
0588,2,2,1,4,64,1,0,0.000037,150,753,248,1,0
0589,2,2,1,4,64,2,0,0.000037,150,753,248,1,0
0590,2,2,1,4,64,4,0,0.000039,207,999,293,2,0
0591,2,2,1,4,64,8,0,0.000046,222,1187,270,1,0
0592,2,2,1,4,64,16,0,0.000046,222,1187,270,1,0
0593,2,2,1,4,64,32,0,0.000045,226,1321,313,2,0
0600,2,2,2,1,512,1,0,0.000146,119,572,434,1,0
0601,2,2,2,1,512,2,0,0.000147,113,572,434,1,0
0602,2,2,2,1,512,4,0,0.000153,93,441,314,1,0
0603,2,2,2,1,512,8,0,0.000175,178,755,444,1,0
0604,2,2,2,1,512,16,0,0.000171,171,739,444,1,0
0605,2,2,2,1,512,32,0,0.000146,131,595,322,1,0
0606,2,2,2,1,256,1,0,0.000226,236,1014,460,1,0
0607,2,2,2,1,256,2,0,0.000204,262,1014,460,1,0
0615,2,2,2,1,128,8,0,0.000125,110,570,326,2,0
0616,2,2,2,1,128,16,0,0.000125,110,570,326,2,0
0617,2,2,2,1,128,32,0,0.000123,125,586,326,2,0
0618,2,2,2,1,64,1,0,0.000127,151,770,333,2,0
0619,2,2,2,1,64,2,0,0.000127,151,770,333,2,0
0620,2,2,2,1,64,4,0,0.000135,166,733,333,2,0
0621,2,2,2,1,64,8,0,0.000138,199,1054,347,2,0
0622,2,2,2,1,64,16,0,0.000138,199,1054,347,2,0
0623,2,2,2,1,64,32,0,0.000152,202,1033,347,2,0
0630,2,2,2,2,512,1,0,0.000150,164,803,415,3,0
0631,2,2,2,2,512,2,0,0.000150,164,803,415,3,0
0632,2,2,2,2,512,4,0,0.000163,128,695,313,3,0
0633,2,2,2,2,512,8,0,0.000166,235,1203,422,3,0
0634,2,2,2,2,512,16,0,0.000166,235,1203,422,3,0
0635,2,2,2,2,512,32,0,0.000157,213,1019,320,3,0
0636,2,2,2,2,256,1,0,0.000161,282,1451,436,3,0
0637,2,2,2,2,256,2,0,0.000168,303,1450,436,3,0
0638,2,2,2,2,256,4,0,0.000174,284,1360,334,3,0
0645,2,2,2,2,128,8,0,0.000039,91,536,213,1,0
0647,2,2,2,2,128,32,0,0.000037,117,684,274,2,0
0648,2,2,2,2,64,1,0,0.000037,150,753,248,1,0
0649,2,2,2,2,64,2,0,0.000037,150,753,248,1,0
0650,2,2,2,2,64,4,0,0.000039,207,999,293,2,0
0651,2,2,2,2,64,8,0,0.000046,222,1187,270,1,0
0652,2,2,2,2,64,16,0,0.000046,222,1187,270,1,0
0653,2,2,2,2,64,32,0,0.000042,226,1324,313,2,0
0660,2,2,2,3,512,1,0,0.000146,119,572,434,1,0
0661,2,2,2,3,512,2,0,0.000147,113,572,434,1,0
0662,2,2,2,3,512,4,0,0.000153,93,441,314,1,0
0663,2,2,2,3,512,8,0,0.000175,178,755,444,1,0
0664,2,2,2,3,512,16,0,0.000171,171,739,444,1,0
0665,2,2,2,3,512,32,0,0.000146,131,595,322,1,0
0666,2,2,2,3,256,1,0,0.000226,236,1014,460,1,0
0667,2,2,2,3,256,2,0,0.000204,262,1014,460,1,0
0668,2,2,2,3,256,4,0,0.000204,193,840,337,1,0
0675,2,2,2,3,128,8,0,0.000125,110,570,326,2,0
0676,2,2,2,3,128,16,0,0.000125,110,570,326,2,0
0677,2,2,2,3,128,32,0,0.000123,125,586,326,2,0
0678,2,2,2,3,64,1,0,0.000127,151,770,333,2,0
0679,2,2,2,3,64,2,0,0.000127,151,770,333,2,0
0680,2,2,2,3,64,4,0,0.000135,166,733,333,2,0
0681,2,2,2,3,64,8,0,0.000138,199,1054,347,2,0
0682,2,2,2,3,64,16,0,0.000138,199,1054,347,2,0
0683,2,2,2,3,64,32,0,0.000152,202,1033,347,2,0
0690,2,2,2,4,512,1,0,0.000150,164,803,415,3,0
0691,2,2,2,4,512,2,0,0.000150,164,803,415,3,0
0692,2,2,2,4,512,4,0,0.000163,128,695,313,3,0
0693,2,2,2,4,512,8,0,0.000166,235,1203,422,3,0
0694,2,2,2,4,512,16,0,0.000166,235,1203,422,3,0
0695,2,2,2,4,512,32,0,0.000157,213,1019,320,3,0
0696,2,2,2,4,256,1,0,0.000161,282,1451,436,3,0
0697,2,2,2,4,256,2,0,0.000168,303,1450,436,3,0
0698,2,2,2,4,256,4,0,0.000174,284,1360,334,3,0
0705,2,2,2,4,128,8,0,0.000039,91,536,213,1,0
0706,2,2,2,4,128,16,0,0.000039,91,536,213,1,0
0707,2,2,2,4,128,32,0,0.000037,117,684,274,2,0
0708,2,2,2,4,64,1,0,0.000037,150,753,248,1,0
0709,2,2,2,4,64,2,0,0.000037,150,753,248,1,0
0710,2,2,2,4,64,4,0,0.000039,207,999,293,2,0
0711,2,2,2,4,64,8,0,0.000046,222,1187,270,1,0
0712,2,2,2,4,64,16,0,0.000046,222,1187,270,1,0
0713,2,2,2,4,64,32,0,0.000045,226,1321,313,2,0
0720,2,2,3,1,512,1,0,0.000148,142,751,444,1,0
0721,2,2,3,1,512,2,0,0.000144,146,731,444,1,0
0723,2,2,3,1,512,8,0,0.000153,204,886,451,1,0
0724,2,2,3,1,512,16,0,0.000145,201,885,451,1,0
