n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,knob_I_B,obj1,obj2
82,16,1,2,1,1,4,0,2.10E-05,12567.436
83,16,1,2,1,1,8,0,2.20E-05,14106.512
84,16,1,2,1,1,16,0,1.90E-05,11113.48
85,16,1,2,1,2,1,0,1.80E-05,7910.308
86,16,1,2,1,2,2,0,2.10E-05,10946.432
87,16,1,2,1,2,4,0,2.20E-05,12542.964
88,16,1,2,1,2,8,0,2.20E-05,13966.596
89,16,1,2,1,2,16,0,1.80E-05,10620.582
90,16,1,2,1,3,1,0,2.00E-05,8117.522
91,16,1,2,1,3,2,0,2.30E-05,12357.03
92,16,1,2,1,3,4,0,2.40E-05,12626.488
93,16,1,2,1,3,8,0,2.30E-05,14189.77
94,16,1,2,1,3,16,0,1.80E-05,13052.088
95,16,1,2,1,4,1,0,1.70E-05,7857.906
96,16,1,2,1,4,2,0,2.00E-05,11103.904
97,16,1,2,1,4,4,0,2.10E-05,11521.524
98,16,1,2,1,4,8,0,2.10E-05,14038.416
99,16,1,2,1,4,16,0,1.80E-05,11007.878
100,16,1,2,2,1,1,0,4.70E-05,8754.592
101,16,1,2,2,1,2,0,5.00E-05,12864.026
102,16,1,2,2,1,4,0,4.50E-05,15922.494
103,16,1,2,2,1,8,0,4.30E-05,16124.388
104,16,1,2,2,1,16,0,6.90E-05,16737.783
105,16,1,2,2,2,1,0,5.20E-05,8521.044
106,16,1,2,2,2,2,0,5.70E-05,11822.636
107,16,1,2,2,2,4,0,4.30E-05,15675.38
108,16,1,2,2,2,8,0,4.30E-05,16020.914
109,16,1,2,2,2,16,0,6.10E-05,16242.492
110,16,1,2,2,3,1,0,5.70E-05,8745.282
111,16,1,2,2,3,2,0,6.50E-05,13421.828
112,16,1,2,2,3,4,0,5.60E-05,15972.236
113,16,1,2,2,3,8,0,5.80E-05,15983.94
114,16,1,2,2,3,16,0,7.50E-05,17878.658
115,16,1,2,2,4,1,0,4.60E-05,8543.388
116,16,1,2,2,4,2,0,5.00E-05,11819.444
117,16,1,2,2,4,4,0,4.30E-05,12897.542
118,16,1,2,2,4,8,0,4.50E-05,15451.94
119,16,1,2,2,4,16,0,6.90E-05,16212.168
120,16,1,2,3,1,1,0,6.20E-05,9229.668
121,16,1,2,3,1,2,0,6.70E-05,13179.502
122,16,1,2,3,1,4,0,6.70E-05,13576.64
123,16,1,2,3,1,8,0,6.70E-05,15120.77
124,16,1,2,3,1,16,0,6.40E-05,19266.646
125,16,1,2,3,2,1,0,6.10E-05,9088.156
126,16,1,2,3,2,2,0,6.80E-05,12168.436
127,16,1,2,3,2,4,0,6.60E-05,13512.268
128,16,1,2,3,2,8,0,6.90E-05,14997.878
129,16,1,2,3,2,16,0,6.20E-05,18835.193
130,16,1,2,3,3,1,0,8.40E-05,9323.832
131,16,1,2,3,3,2,0,7.80E-05,13565.468
132,16,1,2,3,3,4,0,7.40E-05,13601.644
133,16,1,2,3,3,8,0,7.80E-05,15077.146
134,16,1,2,3,3,16,0,7.80E-05,20778.324
135,16,1,2,3,4,1,0,6.10E-05,9137.366
136,16,1,2,3,4,2,0,6.70E-05,12218.178
137,16,1,2,3,4,4,0,7.30E-05,12603.612
138,16,1,2,3,4,8,0,6.90E-05,15056.664
139,16,1,2,3,4,16,0,6.40E-05,19244.303
140,16,1,2,4,1,1,0,9.10E-05,11646.278
141,16,1,2,4,1,2,0,0.000102,14897.862
142,16,1,2,4,1,4,0,9.70E-05,18226.852
143,16,1,2,4,1,8,0,8.80E-05,17911.643
144,16,1,2,4,1,16,0,7.70E-05,19691.447
145,16,1,2,4,2,1,0,8.60E-05,11197.004
146,16,1,2,4,2,2,0,9.60E-05,14388.206
147,16,1,2,4,2,4,0,9.70E-05,18305.588
148,16,1,2,4,2,8,0,8.70E-05,17865.357
149,16,1,2,4,2,16,0,7.70E-05,19586.645
150,16,1,2,4,3,1,0,0.000105,11506.096
151,16,1,2,4,3,2,0,0.000113,15514.45
152,16,1,2,4,3,4,0,0.000107,18517.324
153,16,1,2,4,3,8,0,0.000111,18083.744
154,16,1,2,4,3,16,0,7.60E-05,21337.723
155,16,1,2,4,4,1,0,8.60E-05,11313.512
156,16,1,2,4,4,2,0,9.60E-05,14359.744
157,16,1,2,4,4,4,0,9.50E-05,15113.854
158,16,1,2,4,4,8,0,9.30E-05,17203.018
159,16,1,2,4,4,16,0,7.60E-05,19359.215
160,16,1,3,1,1,1,0,3.00E-05,7823.858
161,16,1,3,1,1,2,0,3.50E-05,11783.002
162,16,1,3,1,1,4,0,3.60E-05,12385.492
163,16,1,3,1,1,8,0,3.60E-05,13939.464
164,16,1,3,1,1,16,0,2.60E-05,11016.922
165,16,1,3,1,2,1,0,3.10E-05,7756.294
166,16,1,3,1,2,2,0,3.70E-05,10809.176
167,16,1,3,1,2,4,0,3.70E-05,12463.696
168,16,1,3,1,2,8,0,3.80E-05,13843.438
169,16,1,3,1,2,16,0,2.50E-05,10560.2
170,16,1,3,1,3,1,0,2.70E-05,8018.304
171,16,1,3,1,3,2,0,3.50E-05,12054.854
172,16,1,3,1,3,4,0,3.50E-05,12605.74
173,16,1,3,1,3,8,0,3.60E-05,14096.404
174,16,1,3,1,3,16,0,2.50E-05,13075.762
175,16,1,3,1,4,1,0,3.10E-05,7702.03
176,16,1,3,1,4,2,0,3.70E-05,10796.674
177,16,1,3,1,4,4,0,3.40E-05,11431.616
178,16,1,3,1,4,8,0,3.70E-05,13470.506
179,16,1,3,1,4,16,0,2.50E-05,10530.142
180,16,1,3,2,1,1,0,6.80E-05,8575.84
181,16,1,3,2,1,2,0,7.40E-05,13176.842
182,16,1,3,2,1,4,0,6.80E-05,15727.25
183,16,1,3,2,1,8,0,7.00E-05,15941.912
184,16,1,3,2,1,16,0,0.000111,16847.377
185,16,1,3,2,2,1,0,7.90E-05,8556.422
186,16,1,3,2,2,2,0,8.40E-05,12198.494
187,16,1,3,2,2,4,0,8.10E-05,15704.906
188,16,1,3,2,2,8,0,7.80E-05,15864.24
189,16,1,3,2,2,16,0,0.000112,16369.64
190,16,1,3,2,3,1,0,6.90E-05,8738.898
191,16,1,3,2,3,2,0,7.70E-05,13790.504
192,16,1,3,2,3,4,0,7.00E-05,15855.728
193,16,1,3,2,3,8,0,7.20E-05,15990.058
194,16,1,3,2,3,16,0,9.80E-05,17769.863
195,16,1,3,2,4,1,0,7.70E-05,8527.96
196,16,1,3,2,4,2,0,8.80E-05,12304.628
197,16,1,3,2,4,4,0,6.80E-05,12627.02
198,16,1,3,2,4,8,0,7.70E-05,15472.156
199,16,1,3,2,4,16,0,0.000112,16345.966
200,16,1,3,3,1,1,0,0.000124,9665.908
201,16,1,3,3,1,2,0,0.000133,13688.36
202,16,1,3,3,1,4,0,0.000129,13887.86
203,16,1,3,3,1,8,0,0.000131,15620.052
204,16,1,3,3,1,16,0,0.000123,19057.836
205,16,1,3,3,2,1,0,0.000127,9607.654
206,16,1,3,3,2,2,0,0.00013,12659.738
207,16,1,3,3,2,4,0,0.000136,14002.772
208,16,1,3,3,2,8,0,0.000129,15218.924
209,16,1,3,3,2,16,0,0.000124,18551.904
210,16,1,3,3,3,1,0,0.000115,9398.578
211,16,1,3,3,3,2,0,0.000129,14101.192
212,16,1,3,3,3,4,0,0.000127,14358.68
213,16,1,3,3,3,8,0,0.000133,15776.726
214,16,1,3,3,3,16,0,0.000121,20620.055
215,16,1,3,3,4,1,0,9.70E-05,9682.932
216,16,1,3,3,4,2,0,0.000108,12341.07
217,16,1,3,3,4,4,0,0.000104,12750.444
218,16,1,3,3,4,8,0,0.000108,14669.9
219,16,1,3,3,4,16,0,0.000108,18523.441
220,16,1,3,4,1,1,0,0.000165,11579.778
221,16,1,3,4,1,2,0,0.000169,15607.816
222,16,1,3,4,1,4,0,0.000163,18269.146
223,16,1,3,4,1,8,0,0.000161,17955.799
224,16,1,3,4,1,16,0,0.00012,19278.35
225,16,1,3,4,2,1,0,0.000136,10994.312
226,16,1,3,4,2,2,0,0.000141,14573.874
227,16,1,3,4,2,4,0,0.000135,17776.248
228,16,1,3,4,2,8,0,0.000137,17841.949
229,16,1,3,4,2,16,0,9.00E-05,18990.805
230,16,1,3,4,3,1,0,0.000171,11842.054
231,16,1,3,4,3,2,0,0.000167,15477.742
232,16,1,3,4,3,4,0,0.000158,18527.432
233,16,1,3,4,3,8,0,0.000165,17949.68
234,16,1,3,4,3,16,0,0.000121,20888.715
235,16,1,3,4,4,1,0,0.00013,10968.776
236,16,1,3,4,4,2,0,0.00014,14605.262
237,16,1,3,4,4,4,0,0.000134,14755.818
238,16,1,3,4,4,8,0,0.00014,17437.631
239,16,1,3,4,4,16,0,9.10E-05,18992.4
240,16,1,4,1,1,1,0,3.40E-05,9198.546
241,16,1,4,1,1,2,0,4.20E-05,13036.66
242,16,1,4,1,1,4,0,4.10E-05,13523.972
243,16,1,4,1,1,8,0,6.70E-05,15111.992
244,16,1,4,1,1,16,0,3.90E-05,12152.476
245,16,1,4,1,2,1,0,4.20E-05,8899.828
246,16,1,4,1,2,2,0,5.20E-05,11927.972
247,16,1,4,1,2,4,0,5.20E-05,13300.266
248,16,1,4,1,2,8,0,4.40E-05,14882.434
249,16,1,4,1,2,16,0,4.00E-05,11477.9
250,16,1,4,1,3,1,0,4.30E-05,9049.32
251,16,1,4,1,3,2,0,7.80E-05,13475.56
252,16,1,4,1,3,4,0,5.40E-05,13716.822
253,16,1,4,1,3,8,0,7.30E-05,15442.364
254,16,1,4,1,3,16,0,3.90E-05,13876.156
255,16,1,4,1,4,1,0,3.40E-05,9056.502
256,16,1,4,1,4,2,0,5.20E-05,11868.654
257,16,1,4,1,4,4,0,4.10E-05,12630.744
258,16,1,4,1,4,8,0,4.90E-05,15108.8
259,16,1,4,1,4,16,0,3.10E-05,12046.874
260,16,1,4,2,1,1,0,9.90E-05,10092.838
261,16,1,4,2,1,2,0,0.000124,14738.262
262,16,1,4,2,1,4,0,0.000102,17134.656
263,16,1,4,2,1,8,0,0.00011,17397.465
264,16,1,4,2,1,16,0,0.000134,18267.283
265,16,1,4,2,2,1,0,0.000118,10341.282
266,16,1,4,2,2,2,0,0.000128,13389.376
267,16,1,4,2,2,4,0,0.00011,17074.273
268,16,1,4,2,2,8,0,0.000111,17193.707
269,16,1,4,2,2,16,0,0.000135,17663.73
270,16,1,4,2,3,1,0,0.000124,10443.426
271,16,1,4,2,3,2,0,0.000145,15198.176
272,16,1,4,2,3,4,0,0.000127,17374.588
273,16,1,4,2,3,8,0,0.000128,17452.525
274,16,1,4,2,3,16,0,0.000141,19288.191
275,16,1,4,2,4,1,0,0.000108,10201.632
276,16,1,4,2,4,2,0,0.000121,13796.356
277,16,1,4,2,4,4,0,0.000109,14141.092
278,16,1,4,2,4,8,0,0.000108,16885.148
279,16,1,4,2,4,16,0,0.000127,17578.078
280,16,1,4,3,1,1,0,0.000137,10869.558
281,16,1,4,3,1,2,0,0.000153,14759.542
282,16,1,4,3,1,4,0,0.000161,14975.534
283,16,1,4,3,1,8,0,0.000162,16354.744
284,16,1,4,3,1,16,0,0.000141,19911.43
285,16,1,4,3,2,1,0,0.000131,10395.812
286,16,1,4,3,2,2,0,0.000157,13919.78
287,16,1,4,3,2,4,0,0.000166,14973.672
288,16,1,4,3,2,8,0,0.000156,16336.922
289,16,1,4,3,2,16,0,0.000138,19387.676
290,16,1,4,3,3,1,0,0.000167,10703.042
291,16,1,4,3,3,2,0,0.000184,15226.638
292,16,1,4,3,3,4,0,0.000166,15135.932
293,16,1,4,3,3,8,0,0.000175,16426.031
294,16,1,4,3,3,16,0,0.000152,21437.738
295,16,1,4,3,4,1,0,0.000128,10464.972
296,16,1,4,3,4,2,0,0.000157,14036.82
297,16,1,4,3,4,4,0,0.000158,14195.09
298,16,1,4,3,4,8,0,0.000157,16351.02
299,16,1,4,3,4,16,0,0.00014,20100.023
300,16,1,4,4,1,1,0,0.000244,14423.584
301,16,1,4,4,1,2,0,0.000216,16488.01
302,16,1,4,4,1,4,0,0.000197,19571.748
303,16,1,4,4,1,8,0,0.000215,19562.703
304,16,1,4,4,1,16,0,0.000156,21195.146
305,16,1,4,4,2,1,0,0.000187,14288.988
306,16,1,4,4,2,2,0,0.000234,16297.82
307,16,1,4,4,2,4,0,0.000221,19712.729
308,16,1,4,4,2,8,0,0.000195,19273.562
309,16,1,4,4,2,16,0,0.000159,20668.199
310,16,1,4,4,3,1,0,0.000258,13851.95
311,16,1,4,4,3,2,0,0.000234,17341.072
312,16,1,4,4,3,4,0,0.000233,19611.383
313,16,1,4,4,3,8,0,0.000216,19714.855
314,16,1,4,4,3,16,0,0.000159,22798.328
315,16,1,4,4,4,1,0,0.000187,13855.408
316,16,1,4,4,4,2,0,0.000191,15805.454
317,16,1,4,4,4,4,0,0.000195,16489.074
318,16,1,4,4,4,8,0,0.000184,18960.48
319,16,1,4,4,4,16,0,0.000159,21248.611
320,16,2,1,1,1,1,0,1.10E-05,8200.248
321,16,2,1,1,1,2,0,1.40E-05,11872.91
322,16,2,1,1,1,4,0,1.30E-05,12558.392
323,16,2,1,1,1,8,0,1.30E-05,14063.686
324,16,2,1,1,1,16,0,1.00E-05,11350.752
325,16,2,1,1,2,1,0,1.10E-05,7871.206
326,16,2,1,1,2,2,0,1.40E-05,11120.662
327,16,2,1,1,2,4,0,1.40E-05,12541.368
328,16,2,1,1,2,8,0,1.30E-05,13975.906
329,16,2,1,1,2,16,0,9.00E-06,10749.592
330,16,2,1,1,3,1,0,1.10E-05,8125.502
331,16,2,1,1,3,2,0,1.20E-05,12487.37
332,16,2,1,1,3,4,0,1.40E-05,12791.408
333,16,2,1,1,3,8,0,1.30E-05,14183.12
334,16,2,1,1,3,16,0,1.00E-05,13967.394
335,16,2,1,1,4,1,0,1.10E-05,7800.982
336,16,2,1,1,4,2,0,1.30E-05,10923.024
337,16,2,1,1,4,4,0,1.30E-05,11573.926
338,16,2,1,1,4,8,0,1.30E-05,13970.32
339,16,2,1,1,4,16,0,1.00E-05,11100.18
340,16,2,1,2,1,1,0,3.20E-05,8751.932
341,16,2,1,2,1,2,0,3.50E-05,12913.502
342,16,2,1,2,1,4,0,3.30E-05,15838.97
343,16,2,1,2,1,8,0,3.20E-05,16062.144
344,16,2,1,2,1,16,0,3.70E-05,16664.635
345,16,2,1,2,2,1,0,3.80E-05,8632.232
346,16,2,1,2,2,2,0,4.10E-05,11916.002
347,16,2,1,2,2,4,0,3.80E-05,15712.886
348,16,2,1,2,2,8,0,3.80E-05,15896.16
349,16,2,1,2,2,16,0,3.60E-05,16347.828
350,16,2,1,2,3,1,0,3.60E-05,8792.098
351,16,2,1,2,3,2,0,4.10E-05,13303.99
352,16,2,1,2,3,4,0,3.80E-05,15951.754
353,16,2,1,2,3,8,0,3.80E-05,16028.894
354,16,2,1,2,3,16,0,3.40E-05,18921.645
355,16,2,1,2,4,1,0,3.50E-05,8612.282
356,16,2,1,2,4,2,0,3.80E-05,11915.204
357,16,2,1,2,4,4,0,3.20E-05,12741.4
358,16,2,1,2,4,8,0,3.20E-05,15501.15
359,16,2,1,2,4,16,0,3.20E-05,16154.978
360,16,2,1,3,1,1,0,4.30E-05,9159.178
361,16,2,1,3,1,2,0,3.50E-05,13022.828
362,16,2,1,3,1,4,0,4.60E-05,13390.174
363,16,2,1,3,1,8,0,4.00E-05,14971.278
364,16,2,1,3,1,16,0,3.40E-05,19220.096
365,16,2,1,3,2,1,0,3.50E-05,9060.492
366,16,2,1,3,2,2,0,3.60E-05,12050.066
367,16,2,1,3,2,4,0,3.50E-05,13320.748
368,16,2,1,3,2,8,0,3.50E-05,14809.018
369,16,2,1,3,2,16,0,3.40E-05,18737.838
370,16,2,1,3,3,1,0,3.90E-05,9084.166
371,16,2,1,3,3,2,0,3.60E-05,14016.072
372,16,2,1,3,3,4,0,4.00E-05,13991.334
373,16,2,1,3,3,8,0,4.00E-05,15239.672
374,16,2,1,3,3,16,0,3.10E-05,21617.82
375,16,2,1,3,4,1,0,4.50E-05,9033.892
376,16,2,1,3,4,2,0,3.50E-05,12001.388
377,16,2,1,3,4,4,0,4.50E-05,12416.348
378,16,2,1,3,4,8,0,3.90E-05,14868.868
379,16,2,1,3,4,16,0,3.40E-05,19205.467
380,16,2,1,4,1,1,0,5.30E-05,11364.85
381,16,2,1,4,1,2,0,5.40E-05,15137.794
382,16,2,1,4,1,4,0,5.20E-05,18387.516
383,16,2,1,4,1,8,0,5.10E-05,17896.746
384,16,2,1,4,1,16,0,3.90E-05,19598.082
385,16,2,1,4,2,1,0,5.30E-05,11240.096
386,16,2,1,4,2,2,0,5.40E-05,14213.71
387,16,2,1,4,2,4,0,5.10E-05,18134.816
388,16,2,1,4,2,8,0,5.20E-05,17765.607
389,16,2,1,4,2,16,0,3.90E-05,19087.096
390,16,2,1,4,3,1,0,4.90E-05,11754.54
391,16,2,1,4,3,2,0,4.80E-05,15869.028
392,16,2,1,4,3,4,0,4.60E-05,18610.424
393,16,2,1,4,3,8,0,4.30E-05,18101.033
394,16,2,1,4,3,16,0,3.90E-05,21197.807
395,16,2,1,4,4,1,0,5.20E-05,11339.314
396,16,2,1,4,4,2,0,5.50E-05,14053.578
397,16,2,1,4,4,4,0,5.20E-05,15498.49
398,16,2,1,4,4,8,0,5.20E-05,17405.178
399,16,2,1,4,4,16,0,3.90E-05,19053.049
400,16,2,2,1,1,1,0,2.00E-05,9128.322
401,16,2,2,1,1,2,0,3.70E-05,13057.408
402,16,2,2,1,1,4,0,3.70E-05,13479.018
403,16,2,2,1,1,8,0,2.60E-05,14868.602
404,16,2,2,1,1,16,0,2.30E-05,11898.978
405,16,2,2,1,2,1,0,2.00E-05,8871.366
406,16,2,2,1,2,2,0,2.50E-05,12054.322
407,16,2,2,1,2,4,0,2.40E-05,13574.246
408,16,2,2,1,2,8,0,2.50E-05,14918.344
409,16,2,2,1,2,16,0,2.30E-05,11402.888
410,16,2,2,1,3,1,0,2.20E-05,9187.108
411,16,2,2,1,3,2,0,3.70E-05,13666.016
412,16,2,2,1,3,4,0,3.80E-05,14097.734
413,16,2,2,1,3,8,0,2.80E-05,15160.936
414,16,2,2,1,3,16,0,2.30E-05,14604.464
415,16,2,2,1,4,1,0,2.00E-05,8875.09
416,16,2,2,1,4,2,0,2.50E-05,11976.916
417,16,2,2,1,4,4,0,2.40E-05,12491.626
418,16,2,2,1,4,8,0,3.60E-05,14944.678
419,16,2,2,1,4,16,0,2.30E-05,11369.638
420,16,2,2,2,1,1,0,5.50E-05,10336.228
421,16,2,2,2,1,2,0,5.90E-05,14386.078
422,16,2,2,2,1,4,0,5.30E-05,17148.223
423,16,2,2,2,1,8,0,7.70E-05,17305.693
424,16,2,2,2,1,16,0,4.40E-05,18194.932
425,16,2,2,2,2,1,0,5.30E-05,10012.772
426,16,2,2,2,2,2,0,5.90E-05,13415.71
427,16,2,2,2,2,4,0,5.60E-05,17092.895
428,16,2,2,2,2,8,0,7.50E-05,17128.537
429,16,2,2,2,2,16,0,4.30E-05,17695.65
430,16,2,2,2,3,1,0,8.30E-05,10140.186
431,16,2,2,2,3,2,0,9.10E-05,15308.832
432,16,2,2,2,3,4,0,8.10E-05,17041.822
433,16,2,2,2,3,8,0,6.40E-05,17193.441
434,16,2,2,2,3,16,0,4.90E-05,19970.217
435,16,2,2,2,4,1,0,5.50E-05,9962.232
436,16,2,2,2,4,2,0,6.20E-05,13277.922
437,16,2,2,2,4,4,0,5.40E-05,14106.778
438,16,2,2,2,4,8,0,5.30E-05,16829.82
439,16,2,2,2,4,16,0,4.20E-05,17791.676
440,16,2,2,3,1,1,0,8.40E-05,11539.612
441,16,2,2,3,1,2,0,8.80E-05,15108.534
442,16,2,2,3,1,4,0,8.70E-05,15053.206
443,16,2,2,3,1,8,0,8.30E-05,16506.098
444,16,2,2,3,1,16,0,7.60E-05,20184.346
445,16,2,2,3,2,1,0,6.80E-05,11810.932
446,16,2,2,3,2,2,0,7.10E-05,14582.12
447,16,2,2,3,2,4,0,7.20E-05,15004.528
448,16,2,2,3,2,8,0,8.50E-05,16450.238
449,16,2,2,3,2,16,0,7.60E-05,19791.73
450,16,2,2,3,3,1,0,8.50E-05,12555.466
451,16,2,2,3,3,2,0,9.20E-05,15212.806
452,16,2,2,3,3,4,0,8.80E-05,15328.516
453,16,2,2,3,3,8,0,9.30E-05,17255.42
454,16,2,2,3,3,16,0,6.50E-05,22895.684
455,16,2,2,3,4,1,0,6.80E-05,11196.472
456,16,2,2,3,4,2,0,7.00E-05,14493.542
457,16,2,2,3,4,4,0,7.00E-05,14381.024
458,16,2,2,3,4,8,0,8.60E-05,16411.137
459,16,2,2,3,4,16,0,7.60E-05,19876.584
460,16,2,2,4,1,1,0,0.000121,14308.406
461,16,2,2,4,1,2,0,0.000118,16871.582
462,16,2,2,4,1,4,0,0.000118,19788.805
463,16,2,2,4,1,8,0,0.000113,19587.176
464,16,2,2,4,1,16,0,8.10E-05,20644.793
465,16,2,2,4,2,1,0,0.000116,13749.274
466,16,2,2,4,2,2,0,9.90E-05,15969.576
467,16,2,2,4,2,4,0,0.000108,19690.65
468,16,2,2,4,2,8,0,0.000104,19607.924
469,16,2,2,4,2,16,0,7.90E-05,20190.197
470,16,2,2,4,3,1,0,0.00012,13978.3
471,16,2,2,4,3,2,0,0.00012,18379.27
472,16,2,2,4,3,4,0,0.000121,19863.283
473,16,2,2,4,3,8,0,0.000113,20299.523
474,16,2,2,4,3,16,0,7.80E-05,22189.188
475,16,2,2,4,4,1,0,0.000114,13929.622
476,16,2,2,4,4,2,0,0.000114,15823.808
477,16,2,2,4,4,4,0,0.000106,16879.029
478,16,2,2,4,4,8,0,9.70E-05,18901.693
479,16,2,2,4,4,16,0,7.80E-05,20191.795
480,16,2,3,1,1,1,0,3.40E-05,9375.17
481,16,2,3,1,1,2,0,4.00E-05,13134.016
482,16,2,3,1,1,4,0,4.00E-05,13657.504
483,16,2,3,1,1,8,0,4.00E-05,15379.322
484,16,2,3,1,1,16,0,2.70E-05,12183.332
485,16,2,3,1,2,1,0,3.60E-05,9692.774
486,16,2,3,1,2,2,0,4.50E-05,12413.954
487,16,2,3,1,2,4,0,4.50E-05,13637.554
488,16,2,3,1,2,8,0,4.50E-05,15381.716
489,16,2,3,1,2,16,0,2.80E-05,11773.426
490,16,2,3,1,3,1,0,3.40E-05,9495.934
491,16,2,3,1,3,2,0,4.30E-05,13553.764
492,16,2,3,1,3,4,0,4.30E-05,13638.352
493,16,2,3,1,3,8,0,4.20E-05,15335.698
494,16,2,3,1,3,16,0,3.00E-05,14780.822
495,16,2,3,1,4,1,0,3.70E-05,9274.622
496,16,2,3,1,4,2,0,4.50E-05,12280.156
497,16,2,3,1,4,4,0,3.90E-05,12594.834
498,16,2,3,1,4,8,0,4.20E-05,15323.196
499,16,2,3,1,4,16,0,2.60E-05,12038.894
500,16,2,3,2,1,1,0,7.20E-05,10478.006
501,16,2,3,2,1,2,0,7.90E-05,14549.402
502,16,2,3,2,1,4,0,7.30E-05,17593.506
