n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,knob_I_B,obj1,obj2
158,16,1,2,4,4,8,0,5.40E-05,16851.898
159,16,1,2,4,4,16,0,6.40E-05,20005.328
160,16,1,3,1,1,1,0,4.10E-05,8177.638
161,16,1,3,1,1,2,0,5.20E-05,12091.562
162,16,1,3,1,1,4,0,5.40E-05,12734.75
163,16,1,3,1,1,8,0,5.10E-05,14280.21
164,16,1,3,1,1,16,0,4.00E-05,10978.352
165,16,1,3,1,2,1,0,4.30E-05,7754.432
166,16,1,3,1,2,2,0,5.20E-05,10701.18
167,16,1,3,1,2,4,0,5.20E-05,12404.112
168,16,1,3,1,2,8,0,5.30E-05,13784.12
169,16,1,3,1,2,16,0,3.30E-05,10476.41
170,16,1,3,1,3,1,0,4.10E-05,8265.418
171,16,1,3,1,3,2,0,5.10E-05,12571.16
172,16,1,3,1,3,4,0,5.40E-05,12820.668
173,16,1,3,1,3,8,0,5.20E-05,14331.282
174,16,1,3,1,3,16,0,3.90E-05,13642.342
175,16,1,3,1,4,1,0,4.30E-05,7661.332
176,16,1,3,1,4,2,0,5.30E-05,10697.19
177,16,1,3,1,4,4,0,5.30E-05,11341.708
178,16,1,3,1,4,8,0,5.40E-05,13401.346
179,16,1,3,1,4,16,0,3.30E-05,10464.174
180,16,1,3,2,1,1,0,5.00E-05,8026.284
181,16,1,3,2,1,2,0,6.00E-05,12506.788
182,16,1,3,2,1,4,0,5.00E-05,14635.586
183,16,1,3,2,1,8,0,5.00E-05,15285.69
184,16,1,3,2,1,16,0,6.60E-05,14169.022
185,16,1,3,2,2,1,0,4.60E-05,8099.7
186,16,1,3,2,2,2,0,5.60E-05,11463.536
187,16,1,3,2,2,4,0,4.70E-05,14837.48
188,16,1,3,2,2,8,0,4.70E-05,15321.6
189,16,1,3,2,2,16,0,6.40E-05,13701.926
190,16,1,3,2,3,1,0,5.00E-05,8057.14
191,16,1,3,2,3,2,0,5.90E-05,13363.308
192,16,1,3,2,3,4,0,4.80E-05,14750.764
193,16,1,3,2,3,8,0,4.80E-05,15343.412
194,16,1,3,2,3,16,0,6.40E-05,15609.944
195,16,1,3,2,4,1,0,4.60E-05,7866.152
196,16,1,3,2,4,2,0,5.50E-05,11510.884
197,16,1,3,2,4,4,0,4.70E-05,11801.888
198,16,1,3,2,4,8,0,4.60E-05,14968.352
199,16,1,3,2,4,16,0,6.50E-05,13703.522
200,16,1,3,3,1,1,0,6.90E-05,8896.902
201,16,1,3,3,1,2,0,8.70E-05,13249.726
202,16,1,3,3,1,4,0,9.30E-05,13619.466
203,16,1,3,3,1,8,0,8.40E-05,15376.13
204,16,1,3,3,1,16,0,7.80E-05,19861.156
205,16,1,3,3,2,1,0,6.80E-05,8778.798
206,16,1,3,3,2,2,0,9.10E-05,12392.674
207,16,1,3,3,2,4,0,9.30E-05,13592.068
208,16,1,3,3,2,8,0,9.30E-05,15247.12
209,16,1,3,3,2,16,0,7.80E-05,19365.598
210,16,1,3,3,3,1,0,7.20E-05,9601.004
211,16,1,3,3,3,2,0,8.30E-05,13865.516
212,16,1,3,3,3,4,0,8.60E-05,13713.098
213,16,1,3,3,3,8,0,8.90E-05,15349.796
214,16,1,3,3,3,16,0,7.70E-05,21353.947
215,16,1,3,3,4,1,0,6.80E-05,8731.982
216,16,1,3,3,4,2,0,9.70E-05,12321.918
217,16,1,3,3,4,4,0,9.00E-05,12787.418
218,16,1,3,3,4,8,0,9.10E-05,14810.88
219,16,1,3,3,4,16,0,7.60E-05,19446.463
220,16,1,3,4,1,1,0,9.50E-05,10246.054
221,16,1,3,4,1,2,0,0.000112,14548.072
222,16,1,3,4,1,4,0,9.60E-05,17255.42
223,16,1,3,4,1,8,0,9.10E-05,17332.561
224,16,1,3,4,1,16,0,7.80E-05,20151.096
225,16,1,3,4,2,1,0,9.20E-05,10428.53
226,16,1,3,4,2,2,0,0.000107,13404.538
227,16,1,3,4,2,4,0,8.90E-05,17325.111
228,16,1,3,4,2,8,0,9.00E-05,17074.008
229,16,1,3,4,2,16,0,0.000101,19751.564
230,16,1,3,4,3,1,0,9.10E-05,10433.85
231,16,1,3,4,3,2,0,0.000121,15144.976
232,16,1,3,4,3,4,0,9.30E-05,17117.365
233,16,1,3,4,3,8,0,9.60E-05,17311.547
234,16,1,3,4,3,16,0,7.60E-05,21623.938
235,16,1,3,4,4,1,0,9.20E-05,10319.47
236,16,1,3,4,4,2,0,0.000106,13321.546
237,16,1,3,4,4,4,0,9.30E-05,13994.526
238,16,1,3,4,4,8,0,9.30E-05,16820.51
239,16,1,3,4,4,16,0,0.000102,19758.746
240,16,1,4,1,1,1,0,5.70E-05,9161.04
241,16,1,4,1,1,2,0,7.80E-05,12924.408
242,16,1,4,1,1,4,0,7.60E-05,13467.314
243,16,1,4,1,1,8,0,7.70E-05,15058.26
244,16,1,4,1,1,16,0,5.30E-05,11829.02
245,16,1,4,1,2,1,0,6.20E-05,9228.87
246,16,1,4,1,2,2,0,9.80E-05,12086.774
247,16,1,4,1,2,4,0,7.60E-05,13585.684
248,16,1,4,1,2,8,0,7.60E-05,15100.288
249,16,1,4,1,2,16,0,4.50E-05,11540.676
250,16,1,4,1,3,1,0,6.80E-05,9320.64
251,16,1,4,1,3,2,0,8.40E-05,13464.122
252,16,1,4,1,3,4,0,8.10E-05,13835.458
253,16,1,4,1,3,8,0,8.00E-05,15219.722
254,16,1,4,1,3,16,0,5.10E-05,14552.328
255,16,1,4,1,4,1,0,5.60E-05,9034.956
256,16,1,4,1,4,2,0,7.80E-05,11913.342
257,16,1,4,1,4,4,0,7.60E-05,12535.782
258,16,1,4,1,4,8,0,7.90E-05,15000.538
259,16,1,4,1,4,16,0,4.90E-05,11886.476
260,16,1,4,2,1,1,0,6.40E-05,8841.308
261,16,1,4,2,1,2,0,8.10E-05,13876.954
262,16,1,4,2,1,4,0,6.20E-05,16064.538
263,16,1,4,2,1,8,0,6.60E-05,15914.514
264,16,1,4,2,1,16,0,8.90E-05,15458.058
265,16,1,4,2,2,1,0,7.10E-05,8707.244
266,16,1,4,2,2,2,0,7.40E-05,12887.434
267,16,1,4,2,2,4,0,6.40E-05,16062.41
268,16,1,4,2,2,8,0,6.70E-05,15808.114
269,16,1,4,2,2,16,0,9.60E-05,14815.402
270,16,1,4,2,3,1,0,6.00E-05,9217.964
271,16,1,4,2,3,2,0,8.00E-05,14598.08
272,16,1,4,2,3,4,0,6.30E-05,15851.206
273,16,1,4,2,3,8,0,6.90E-05,16291.436
274,16,1,4,2,3,16,0,9.10E-05,16900.045
275,16,1,4,2,4,1,0,6.70E-05,8955.954
276,16,1,4,2,4,2,0,7.70E-05,13117.258
277,16,1,4,2,4,4,0,6.20E-05,12616.646
278,16,1,4,2,4,8,0,6.60E-05,15364.692
279,16,1,4,2,4,16,0,8.90E-05,14854.238
280,16,1,4,3,1,1,0,0.000102,11336.388
281,16,1,4,3,1,2,0,0.000108,14935.102
282,16,1,4,3,1,4,0,0.000109,15013.572
283,16,1,4,3,1,8,0,0.000104,16848.973
284,16,1,4,3,1,16,0,0.000103,21300.748
285,16,1,4,3,2,1,0,9.10E-05,11290.37
286,16,1,4,3,2,2,0,0.000127,14287.392
287,16,1,4,3,2,4,0,0.000112,15073.156
288,16,1,4,3,2,8,0,0.000112,16702.141
289,16,1,4,3,2,16,0,0.000103,20906.004
290,16,1,4,3,3,1,0,9.90E-05,11084.486
291,16,1,4,3,3,2,0,0.00013,15427.734
292,16,1,4,3,3,4,0,0.000125,15057.462
293,16,1,4,3,3,8,0,0.000111,16428.691
294,16,1,4,3,3,16,0,0.000101,23094.918
295,16,1,4,3,4,1,0,9.50E-05,11131.302
296,16,1,4,3,4,2,0,0.00013,13821.094
297,16,1,4,3,4,4,0,0.000131,14220.094
298,16,1,4,3,4,8,0,0.000125,16664.102
299,16,1,4,3,4,16,0,0.000104,21389.857
300,16,1,4,4,1,1,0,0.000134,12521.95
301,16,1,4,4,1,2,0,0.000142,15959.468
302,16,1,4,4,1,4,0,0.000146,19822.32
303,16,1,4,4,1,8,0,0.000125,19318.516
304,16,1,4,4,1,16,0,0.000145,21510.09
305,16,1,4,4,2,1,0,0.000137,12603.08
306,16,1,4,4,2,2,0,0.000149,14804.496
307,16,1,4,4,2,4,0,0.00017,19804.232
308,16,1,4,4,2,8,0,0.000129,18995.326
309,16,1,4,4,2,16,0,0.000128,20904.939
310,16,1,4,4,3,1,0,0.000142,12626.488
311,16,1,4,4,3,2,0,0.000151,16925.049
312,16,1,4,4,3,4,0,0.000172,19567.492
313,16,1,4,4,3,8,0,0.000132,18687.031
314,16,1,4,4,3,16,0,0.000131,22807.904
315,16,1,4,4,4,1,0,0.000138,12339.74
316,16,1,4,4,4,2,0,0.000147,15118.908
317,16,1,4,4,4,4,0,0.000163,16352.616
318,16,1,4,4,4,8,0,0.000139,18560.947
319,16,1,4,4,4,16,0,0.000143,21599.467
320,16,2,1,1,1,1,0,1.40E-05,8445.5
321,16,2,1,1,1,2,0,1.80E-05,12368.734
322,16,2,1,1,1,4,0,1.70E-05,12986.918
323,16,2,1,1,1,8,0,1.80E-05,14598.346
324,16,2,1,1,1,16,0,1.40E-05,11126.248
325,16,2,1,1,2,1,0,1.40E-05,8180.564
326,16,2,1,1,2,2,0,1.70E-05,11147.794
327,16,2,1,1,2,4,0,1.80E-05,12727.834
328,16,2,1,1,2,8,0,1.80E-05,14292.18
329,16,2,1,1,2,16,0,1.30E-05,10703.574
330,16,2,1,1,3,1,0,1.40E-05,8540.994
331,16,2,1,1,3,2,0,1.80E-05,12861.898
332,16,2,1,1,3,4,0,1.80E-05,13144.39
333,16,2,1,1,3,8,0,1.80E-05,14700.756
334,16,2,1,1,3,16,0,1.30E-05,13794.76
335,16,2,1,1,4,1,0,1.40E-05,8352.4
336,16,2,1,1,4,2,0,1.70E-05,11357.934
337,16,2,1,1,4,4,0,1.70E-05,12020.54
338,16,2,1,1,4,8,0,1.70E-05,14567.49
339,16,2,1,1,4,16,0,1.30E-05,11111.618
340,16,2,1,2,1,1,0,1.80E-05,8081.612
341,16,2,1,2,1,2,0,2.30E-05,12850.726
342,16,2,1,2,1,4,0,1.90E-05,15501.15
343,16,2,1,2,1,8,0,1.80E-05,15649.046
344,16,2,1,2,1,16,0,2.30E-05,14452.844
345,16,2,1,2,2,1,0,1.60E-05,7965.902
346,16,2,1,2,2,2,0,2.00E-05,11565.414
347,16,2,1,2,2,4,0,1.50E-05,15282.764
348,16,2,1,2,2,8,0,1.70E-05,15534.666
349,16,2,1,2,2,16,0,2.20E-05,13988.142
350,16,2,1,2,3,1,0,1.80E-05,8110.872
351,16,2,1,2,3,2,0,2.40E-05,13371.554
352,16,2,1,2,3,4,0,1.90E-05,15609.146
353,16,2,1,2,3,8,0,1.90E-05,15749.062
354,16,2,1,2,3,16,0,2.30E-05,16771.033
355,16,2,1,2,4,1,0,1.80E-05,8134.28
356,16,2,1,2,4,2,0,2.30E-05,11806.41
357,16,2,1,2,4,4,0,1.80E-05,12364.478
358,16,2,1,2,4,8,0,1.80E-05,15129.282
359,16,2,1,2,4,16,0,2.40E-05,13976.704
360,16,2,1,3,1,1,0,2.40E-05,9234.19
361,16,2,1,3,1,2,0,3.10E-05,13492.85
362,16,2,1,3,1,4,0,3.10E-05,13838.384
363,16,2,1,3,1,8,0,3.00E-05,15607.816
364,16,2,1,3,1,16,0,2.50E-05,20425.607
365,16,2,1,3,2,1,0,2.50E-05,9174.074
366,16,2,1,3,2,2,0,2.80E-05,11954.572
367,16,2,1,3,2,4,0,2.90E-05,13407.464
368,16,2,1,3,2,8,0,2.90E-05,14918.078
369,16,2,1,3,2,16,0,2.50E-05,19793.857
370,16,2,1,3,3,1,0,2.40E-05,9326.758
371,16,2,1,3,3,2,0,3.00E-05,13915.79
372,16,2,1,3,3,4,0,2.90E-05,14004.634
373,16,2,1,3,3,8,0,3.00E-05,15603.294
374,16,2,1,3,3,16,0,2.50E-05,21846.049
375,16,2,1,3,4,1,0,2.30E-05,9149.868
376,16,2,1,3,4,2,0,3.00E-05,12519.556
377,16,2,1,3,4,4,0,2.90E-05,12865.09
378,16,2,1,3,4,8,0,2.90E-05,15421.882
379,16,2,1,3,4,16,0,2.40E-05,20270.797
380,16,2,1,4,1,1,0,3.40E-05,10321.598
381,16,2,1,4,1,2,0,3.80E-05,14346.976
382,16,2,1,4,1,4,0,3.60E-05,18221
383,16,2,1,4,1,8,0,3.30E-05,17097.947
384,16,2,1,4,1,16,0,3.20E-05,20216.531
385,16,2,1,4,2,1,0,3.20E-05,10231.158
386,16,2,1,4,2,2,0,3.70E-05,13470.506
387,16,2,1,4,2,4,0,3.20E-05,18183.494
388,16,2,1,4,2,8,0,3.40E-05,16927.707
389,16,2,1,4,2,16,0,3.20E-05,19601.807
390,16,2,1,4,3,1,0,3.40E-05,10323.46
391,16,2,1,4,3,2,0,4.00E-05,15168.65
392,16,2,1,4,3,4,0,3.70E-05,18554.031
393,16,2,1,4,3,8,0,3.20E-05,17218.713
394,16,2,1,4,3,16,0,3.20E-05,21768.377
395,16,2,1,4,4,1,0,3.30E-05,10147.368
396,16,2,1,4,4,2,0,3.70E-05,13384.322
397,16,2,1,4,4,4,0,3.60E-05,15079.008
398,16,2,1,4,4,8,0,3.30E-05,16588.824
399,16,2,1,4,4,16,0,3.20E-05,19694.373
400,16,2,2,1,1,1,0,3.00E-05,8811.516
401,16,2,2,1,1,2,0,4.00E-05,12944.624
402,16,2,2,1,1,4,0,4.00E-05,13411.986
403,16,2,2,1,1,8,0,4.10E-05,15153.488
404,16,2,2,1,1,16,0,2.90E-05,11648.406
405,16,2,2,1,2,1,0,2.90E-05,8691.018
406,16,2,2,1,2,2,0,4.10E-05,11971.064
407,16,2,2,1,2,4,0,3.90E-05,13346.55
408,16,2,2,1,2,8,0,3.70E-05,14829.234
409,16,2,2,1,2,16,0,2.90E-05,11156.572
410,16,2,2,1,3,1,0,3.00E-05,8825.88
411,16,2,2,1,3,2,0,3.90E-05,13594.728
412,16,2,2,1,3,4,0,3.70E-05,13616.008
413,16,2,2,1,3,8,0,4.20E-05,15272.656
414,16,2,2,1,3,16,0,2.80E-05,14366.394
415,16,2,2,1,4,1,0,3.00E-05,8614.144
416,16,2,2,1,4,2,0,3.80E-05,11833.276
417,16,2,2,1,4,4,0,3.70E-05,12629.946
418,16,2,2,1,4,8,0,3.90E-05,15020.488
419,16,2,2,1,4,16,0,2.60E-05,11110.554
420,16,2,2,2,1,1,0,3.30E-05,9744.91
421,16,2,2,2,1,2,0,4.20E-05,14168.756
422,16,2,2,2,1,4,0,3.20E-05,16383.472
423,16,2,2,2,1,8,0,3.20E-05,16532.166
424,16,2,2,2,1,16,0,4.60E-05,15260.686
425,16,2,2,2,2,1,0,3.60E-05,9576
426,16,2,2,2,2,2,0,4.80E-05,13102.894
427,16,2,2,2,2,4,0,3.10E-05,16263.24
428,16,2,2,2,2,8,0,3.20E-05,16439.332
429,16,2,2,2,2,16,0,5.20E-05,14826.308
430,16,2,2,2,3,1,0,3.30E-05,9710.862
431,16,2,2,2,3,2,0,4.40E-05,14651.28
432,16,2,2,2,3,4,0,3.30E-05,16540.678
433,16,2,2,2,3,8,0,3.40E-05,16771.033
434,16,2,2,2,3,16,0,4.70E-05,17506.789
435,16,2,2,2,4,1,0,3.30E-05,9921.8
436,16,2,2,2,4,2,0,4.70E-05,12930.26
437,16,2,2,2,4,4,0,3.40E-05,13234.298
438,16,2,2,2,4,8,0,3.40E-05,16044.056
439,16,2,2,2,4,16,0,4.60E-05,14757.414
440,16,2,2,3,1,1,0,5.20E-05,11226.796
441,16,2,2,3,1,2,0,6.50E-05,14652.078
442,16,2,2,3,1,4,0,6.70E-05,14749.434
443,16,2,2,3,1,8,0,5.80E-05,16505.301
444,16,2,2,3,1,16,0,5.70E-05,21360.863
445,16,2,2,3,2,1,0,5.00E-05,11069.058
446,16,2,2,3,2,2,0,6.00E-05,13520.78
447,16,2,2,3,2,4,0,5.70E-05,14654.206
448,16,2,2,3,2,8,0,6.10E-05,16473.912
449,16,2,2,3,2,16,0,5.20E-05,20859.188
450,16,2,2,3,3,1,0,5.40E-05,11371.5
451,16,2,2,3,3,2,0,6.10E-05,15410.178
452,16,2,2,3,3,4,0,6.10E-05,14985.642
453,16,2,2,3,3,8,0,6.10E-05,16564.086
454,16,2,2,3,3,16,0,5.30E-05,22677.83
455,16,2,2,3,4,1,0,5.40E-05,10889.242
456,16,2,2,3,4,2,0,6.70E-05,13802.474
457,16,2,2,3,4,4,0,6.80E-05,14031.766
458,16,2,2,3,4,8,0,6.90E-05,16312.45
459,16,2,2,3,4,16,0,5.10E-05,20799.338
460,16,2,2,4,1,1,0,5.90E-05,12940.9
461,16,2,2,4,1,2,0,7.80E-05,16142.742
462,16,2,2,4,1,4,0,7.10E-05,19572.014
463,16,2,2,4,1,8,0,6.40E-05,18728.527
464,16,2,2,4,1,16,0,6.70E-05,21577.389
465,16,2,2,4,2,1,0,6.70E-05,12388.152
466,16,2,2,4,2,2,0,7.80E-05,14784.546
467,16,2,2,4,2,4,0,8.10E-05,20046.025
468,16,2,2,4,2,8,0,6.20E-05,18728.527
469,16,2,2,4,2,16,0,6.60E-05,20522.166
470,16,2,2,4,3,1,0,6.20E-05,13162.478
471,16,2,2,4,3,2,0,7.80E-05,17049.27
472,16,2,2,4,3,4,0,7.10E-05,19660.857
473,16,2,2,4,3,8,0,6.60E-05,18859.932
474,16,2,2,4,3,16,0,6.60E-05,22488.438
475,16,2,2,4,4,1,0,5.90E-05,12918.024
476,16,2,2,4,4,2,0,8.50E-05,14891.212
477,16,2,2,4,4,4,0,7.40E-05,16644.684
478,16,2,2,4,4,8,0,6.10E-05,18060.867
479,16,2,2,4,4,16,0,6.90E-05,20993.252
480,16,2,3,1,1,1,0,4.60E-05,9760.87
481,16,2,3,1,1,2,0,5.50E-05,13755.658
482,16,2,3,1,1,4,0,5.60E-05,13808.06
483,16,2,3,1,1,8,0,5.60E-05,15395.282
484,16,2,3,1,1,16,0,4.10E-05,12196.632
485,16,2,3,1,2,1,0,4.40E-05,9215.57
486,16,2,3,1,2,2,0,5.60E-05,12633.138
487,16,2,3,1,2,4,0,5.40E-05,13679.05
488,16,2,3,1,2,8,0,5.60E-05,15131.41
489,16,2,3,1,2,16,0,4.10E-05,11685.114
490,16,2,3,1,3,1,0,4.40E-05,9620.688
491,16,2,3,1,3,2,0,5.70E-05,13805.932
492,16,2,3,1,3,4,0,5.40E-05,13835.724
493,16,2,3,1,3,8,0,5.60E-05,15401.932
494,16,2,3,1,3,16,0,4.30E-05,15156.946
495,16,2,3,1,4,1,0,4.60E-05,9867.536
496,16,2,3,1,4,2,0,5.70E-05,12326.44
