n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2
1221,4,3,5,2,460800,0,0.411207,846
1222,4,3,5,2,230400,0,0.417133,932
1223,4,3,5,2,115200,0,0.417694,1285
1224,4,3,5,2,57600,0,0.399354,2018
1225,4,3,5,3,460800,0,0.450911,864
1226,4,3,5,3,230400,0,0.41884,962
1227,4,3,5,3,115200,0,0.444789,1280
1228,4,3,5,3,57600,0,0.426279,2402
1229,4,3,5,4,460800,0,0.427414,1283
1230,4,3,5,4,230400,0,0.425049,1381
1231,4,3,5,4,115200,0,0.416563,2082
1232,4,3,5,5,460800,0,0.42445,1025
1233,4,3,5,5,115200,0,0.448911,1448
1234,4,4,1,1,460800,0,0.392429,351
1235,4,4,1,1,230400,0,0.371919,380
1236,4,4,1,1,115200,0,0.378479,448
1237,4,4,1,1,57600,0,0.36809,590
1238,4,4,1,2,460800,0,0.368694,457
1239,4,4,1,2,230400,0,0.376128,503
1240,4,4,1,2,115200,0,0.386674,583
1241,4,4,1,2,57600,0,0.386294,765
1242,4,4,1,3,460800,0,0.4019,430
1243,4,4,1,3,230400,0,0.374673,509
1244,4,4,1,3,115200,0,0.39637,533
1245,4,4,1,3,57600,0,0.406558,762
1246,4,4,1,4,460800,0,0.429775,662
1247,4,4,1,4,230400,0,0.408127,715
1248,4,4,1,4,115200,0,0.423865,825
1249,4,4,1,4,57600,0,0.371727,1053
1250,4,4,1,5,460800,0,0.402886,582
1251,4,4,1,5,230400,0,0.388488,624
1252,4,4,1,5,115200,0,0.415022,661
1253,4,4,1,5,57600,0,0.419052,798
1254,4,4,2,1,460800,0,0.398904,413
1255,4,4,2,1,230400,0,0.379514,447
1256,4,4,2,1,115200,0,0.361869,513
1257,4,4,2,1,57600,0,0.362355,742
1258,4,4,2,2,460800,0,0.398197,496
1259,4,4,2,2,230400,0,0.371586,559
1260,4,4,2,2,115200,0,0.407164,668
1261,4,4,2,2,57600,0,0.38879,968
1262,4,4,2,3,460800,0,0.387906,511
1263,4,4,2,3,230400,0,0.393361,561
1264,4,4,2,3,115200,0,0.367501,627
1265,4,4,2,3,57600,0,0.384815,1062
1266,4,4,2,4,460800,0,0.367929,708
1267,4,4,2,4,230400,0,0.370048,789
1268,4,4,2,4,115200,0,0.389942,1010
1269,4,4,2,4,57600,0,0.370666,1355
1270,4,4,2,5,460800,0,0.384019,606
1271,4,4,2,5,230400,0,0.382407,667
1272,4,4,2,5,115200,0,0.378322,730
1273,4,4,2,5,57600,0,0.381789,1054
1274,4,4,3,1,460800,0,0.395207,464
1275,4,4,3,1,230400,0,0.384022,552
1276,4,4,3,1,115200,0,0.416778,706
1277,4,4,3,1,57600,0,0.420203,1041
1278,4,4,3,2,460800,0,0.393606,659
1279,4,4,3,2,230400,0,0.389114,754
1280,4,4,3,2,115200,0,0.397253,996
1281,4,4,3,2,57600,0,0.36472,1515
1282,4,4,3,3,460800,0,0.424583,677
1283,4,4,3,3,230400,0,0.409884,744
1284,4,4,3,3,115200,0,0.398588,969
1285,4,4,3,3,57600,0,0.445175,1591
1286,4,4,3,4,460800,0,0.403482,1038
1287,4,4,3,4,230400,0,0.402214,1118
1288,4,4,3,4,115200,0,0.389853,1494
1289,4,4,3,4,57600,0,0.377669,2092
1290,4,4,3,5,460800,0,0.429609,796
1291,4,4,3,5,230400,0,0.404725,949
1292,4,4,3,5,115200,0,0.412041,1187
1293,4,4,3,5,57600,0,0.437437,1586
1294,4,4,4,1,460800,0,0.396239,429
1295,4,4,4,1,230400,0,0.364221,460
1296,4,4,4,1,115200,0,0.368146,602
1297,4,4,4,1,57600,0,0.361655,904
1298,4,4,4,2,460800,0,0.373234,567
1299,4,4,4,2,230400,0,0.370756,654
1300,4,4,4,2,115200,0,0.382226,883
1301,4,4,4,2,57600,0,0.371918,1221
1302,4,4,4,3,460800,0,0.378169,621
1303,4,4,4,3,230400,0,0.389156,735
1304,4,4,4,3,115200,0,0.400976,934
1305,4,4,4,3,57600,0,0.380647,1197
1306,4,4,4,4,460800,0,0.433711,868
1307,4,4,4,4,230400,0,0.422156,968
1308,4,4,4,4,115200,0,0.408146,1285
1309,4,4,4,4,57600,0,0.37734,1989
1310,4,4,4,5,460800,0,0.406963,642
1311,4,4,4,5,230400,0,0.386941,763
1312,4,4,4,5,115200,0,0.424003,988
1313,4,4,5,1,460800,0,0.408685,551
1314,4,4,5,1,230400,0,0.394489,621
1315,4,4,5,1,115200,0,0.393101,873
1316,4,4,5,1,57600,0,0.421762,1321
1317,4,4,5,2,460800,0,0.409088,866
1318,4,4,5,2,230400,0,0.405864,928
1319,4,4,5,2,115200,0,0.414081,1274
1320,4,4,5,2,57600,0,0.387481,2040
1321,4,4,5,3,460800,0,0.403266,890
1322,4,4,5,3,230400,0,0.382062,947
1323,4,4,5,3,115200,0,0.406558,1264
1324,4,4,5,3,57600,0,0.384077,2299
1325,4,4,5,4,460800,0,0.392636,1257
1326,4,4,5,4,230400,0,0.383211,1335
1327,4,4,5,4,115200,0,0.386189,2011
1328,4,4,5,5,460800,0,0.394444,1097
1329,4,4,5,5,115200,0,0.388242,1708
1330,4,5,1,1,460800,0,0.440719,364
1331,4,5,1,1,230400,0,0.427773,427
1332,4,5,1,1,115200,0,0.427748,460
1333,4,5,1,1,57600,0,0.429275,696
1334,4,5,1,2,460800,0,0.423341,523
1335,4,5,1,2,230400,0,0.426045,542
1336,4,5,1,2,115200,0,0.412873,642
1337,4,5,1,2,57600,0,0.43864,840
1338,4,5,1,3,460800,0,0.442021,606
1339,4,5,1,3,230400,0,0.43814,619
1340,4,5,1,3,115200,0,0.423866,744
1341,4,5,1,3,57600,0,0.43223,896
1342,4,5,1,4,460800,0,0.478264,851
1343,4,5,1,4,230400,0,0.455982,848
1344,4,5,1,4,115200,0,0.420906,1000
1345,4,5,1,4,57600,0,0.427766,1277
1346,4,5,1,5,460800,0,0.450159,766
1347,4,5,1,5,230400,0,0.443198,824
1348,4,5,1,5,115200,0,0.451436,826
1349,4,5,1,5,57600,0,0.427698,1178
1350,4,5,2,1,460800,0,0.421585,434
1351,4,5,2,1,230400,0,0.42156,486
1352,4,5,2,1,115200,0,0.428956,606
1353,4,5,2,1,57600,0,0.440284,800
1354,4,5,2,2,230400,0,0.451612,663
1355,4,5,2,2,115200,0,0.422005,784
1356,4,5,2,2,57600,0,0.431602,1036
1357,4,5,2,3,460800,0,0.437588,687
1358,4,5,2,3,230400,0,0.439096,725
1359,4,5,2,3,115200,0,0.428634,888
1360,4,5,2,3,57600,0,0.613444,1154
1361,4,5,2,4,460800,0,0.44047,867
1362,4,5,2,4,230400,0,0.431172,1011
1363,4,5,2,4,115200,0,0.431444,1113
1364,4,5,2,4,57600,0,0.435277,1529
1365,4,5,2,5,460800,0,0.428585,854
1366,4,5,2,5,230400,0,0.428758,954
1367,4,5,2,5,115200,0,0.430242,1053
1368,4,5,3,1,460800,0,0.427687,532
1369,4,5,3,1,230400,0,0.448617,575
1370,4,5,3,1,115200,0,0.415592,765
1371,4,5,3,1,57600,0,0.4083,1068
1372,4,5,3,2,460800,0,0.42928,769
1373,4,5,3,2,230400,0,0.460588,881
1374,4,5,3,2,115200,0,0.440554,1182
1375,4,5,3,2,57600,0,0.464222,1636
1376,4,5,3,3,460800,0,0.467806,782
1377,4,5,3,3,230400,0,0.42821,907
1378,4,5,3,3,115200,0,0.419898,1070
1379,4,5,3,3,57600,0,0.423855,1573
1380,4,5,3,4,460800,0,0.424096,1215
1381,4,5,3,4,230400,0,0.440793,1341
1382,4,5,3,4,115200,0,0.432482,1690
1383,4,5,3,4,57600,0,0.414069,2382
1384,4,5,3,5,460800,0,0.445979,1010
1385,4,5,3,5,230400,0,0.4579,1166
1386,4,5,3,5,115200,0,0.413128,1407
1387,4,5,4,1,460800,0,0.445292,497
1388,4,5,4,1,230400,0,0.432388,552
1389,4,5,4,1,115200,0,0.42435,685
1390,4,5,4,1,57600,0,0.414198,955
1391,4,5,4,2,460800,0,0.424325,711
1392,4,5,4,2,230400,0,0.421843,789
1393,4,5,4,2,115200,0,0.420909,969
1394,4,5,4,2,57600,0,0.409258,1243
1395,4,5,4,3,460800,0,0.434649,724
1396,4,5,4,3,230400,0,0.439491,811
1397,4,5,4,3,115200,0,0.406505,1055
1398,4,5,4,3,57600,0,0.415354,1321
1399,4,5,4,4,460800,0,0.45619,975
1400,4,5,4,4,230400,0,0.427462,1166
1401,4,5,4,4,115200,0,0.457198,1400
1402,4,5,4,4,57600,0,0.410603,2029
1403,4,5,4,5,460800,0,0.43197,944
1404,4,5,4,5,230400,0,0.460876,1062
1405,4,5,4,5,115200,0,0.405817,1345
1406,4,5,5,1,460800,0,0.450986,606
1407,4,5,5,1,230400,0,0.464382,699
1408,4,5,5,1,115200,0,0.439292,981
1409,4,5,5,1,57600,0,0.399602,1386
1410,4,5,5,2,460800,0,0.460501,926
1411,4,5,5,2,230400,0,0.451436,1056
1412,4,5,5,2,115200,0,0.432756,1416
1413,4,5,5,2,57600,0,0.429826,2182
1414,4,5,5,3,460800,0,0.45374,916
1415,4,5,5,3,230400,0,0.431103,904
1416,4,5,5,3,115200,0,0.463832,1250
1417,4,5,5,3,57600,0,0.445176,1974
1418,4,5,5,4,460800,0,0.42699,1264
1419,4,5,5,4,230400,0,0.42689,1351
1420,4,5,5,4,115200,0,0.435076,1775
1421,4,5,5,5,460800,0,0.439893,964
1422,4,5,5,5,115200,0,0.426245,1539
1423,8,1,1,1,460800,0,0.523444,312
1424,8,1,1,1,230400,0,0.532323,337
1425,8,1,1,1,115200,0,0.524733,444
1426,8,1,1,1,57600,0,0.548674,494
1427,8,1,1,2,460800,0,0.479899,378
1428,8,1,1,2,230400,0,0.527576,419
1429,8,1,1,2,115200,0,0.507679,482
1430,8,1,1,2,57600,0,0.565435,602
1431,8,1,1,3,460800,0,0.516733,364
1432,8,1,1,3,230400,0,0.482654,410
1433,8,1,1,3,115200,0,0.498888,457
1434,8,1,1,3,57600,0,0.477555,632
1435,8,1,1,4,460800,0,0.510848,469
1436,8,1,1,4,230400,0,0.511492,501
1437,8,1,1,4,115200,0,0.497722,600
1438,8,1,1,4,57600,0,0.527343,849
1439,8,1,1,5,460800,0,0.485672,404
1440,8,1,1,5,230400,0,0.483533,457
1441,8,1,1,5,115200,0,0.488221,493
1442,8,1,1,5,57600,0,0.488339,640
1443,8,1,2,1,460800,0,0.492121,356
1444,8,1,2,1,230400,0,0.513868,393
1445,8,1,2,1,115200,0,0.487482,485
1446,8,1,2,1,57600,0,0.489859,713
1447,8,1,2,2,460800,0,0.48809,448
1448,8,1,2,2,230400,0,0.514216,508
1449,8,1,2,2,115200,0,0.494673,632
1450,8,1,2,2,57600,0,0.472926,920
1451,8,1,2,3,460800,0,0.508591,432
1452,8,1,2,3,230400,0,0.499689,495
1453,8,1,2,3,115200,0,0.501516,569
1454,8,1,2,3,57600,0,0.572585,863
1455,8,1,2,4,460800,0,0.514247,557
1456,8,1,2,4,230400,0,0.504796,605
1457,8,1,2,4,115200,0,0.508448,849
1458,8,1,2,4,57600,0,0.507057,1214
1459,8,1,2,5,460800,0,0.50862,478
1460,8,1,2,5,230400,0,0.51813,535
1461,8,1,2,5,115200,0,0.478493,615
1462,8,1,2,5,57600,0,0.554549,970
1463,8,1,3,1,460800,0,0.509944,425
1464,8,1,3,1,230400,0,0.537665,488
1465,8,1,3,1,115200,0,0.538102,672
1466,8,1,3,1,57600,0,0.48266,1049
1467,8,1,3,2,460800,0,0.540872,537
1468,8,1,3,2,230400,0,0.482893,641
1469,8,1,3,2,57600,0,0.525247,1433
1470,8,1,3,3,460800,0,0.512159,537
1471,8,1,3,3,230400,0,0.527754,622
1472,8,1,3,3,115200,0,0.517931,859
1473,8,1,3,3,57600,0,0.525335,1294
1474,8,1,3,4,460800,0,0.572784,811
1475,8,1,3,4,230400,0,0.500009,880
1476,8,1,3,4,115200,0,0.490275,1178
1477,8,1,3,4,57600,0,0.499834,2005
1478,8,1,3,5,460800,0,0.557254,588
1479,8,1,3,5,230400,0,0.53682,728
1480,8,1,3,5,115200,0,0.497555,1015
1481,8,1,3,5,57600,0,0.509069,1489
1482,8,1,4,1,460800,0,0.498917,380
1483,8,1,4,1,230400,0,0.502464,461
1484,8,1,4,1,115200,0,0.504426,556
1485,8,1,4,1,57600,0,0.507137,871
1486,8,1,4,2,460800,0,0.501945,551
1487,8,1,4,2,230400,0,0.545353,576
1488,8,1,4,2,115200,0,0.531278,780
1489,8,1,4,2,57600,0,0.500964,1064
1490,8,1,4,3,460800,0,0.518818,455
1491,8,1,4,3,230400,0,0.533989,554
1492,8,1,4,3,57600,0,0.522683,1079
1493,8,1,4,4,460800,0,0.499295,637
1494,8,1,4,4,230400,0,0.45575,783
1495,8,1,4,4,115200,0,0.518386,1164
1496,8,1,4,4,57600,0,0.498891,1612
1497,8,1,4,5,460800,0,0.539873,544
1498,8,1,4,5,230400,0,0.513194,700
1499,8,1,4,5,115200,0,0.519251,860
1500,8,1,4,5,57600,0,0.529201,1214
1501,8,1,5,1,460800,0,0.517525,499
1502,8,1,5,1,230400,0,0.502346,662
1503,8,1,5,1,115200,0,0.51436,802
1504,8,1,5,1,57600,0,0.479372,1272
1505,8,1,5,2,460800,0,0.516001,724
1506,8,1,5,2,230400,0,0.507181,810
1507,8,1,5,2,115200,0,0.520162,1185
1508,8,1,5,2,57600,0,0.487665,1919
1509,8,1,5,3,460800,0,0.489804,624
1510,8,1,5,3,230400,0,0.500763,718
1511,8,1,5,3,115200,0,0.502639,997
1512,8,1,5,3,57600,0,0.535898,1658
1513,8,1,5,4,460800,0,0.52204,910
1514,8,1,5,4,230400,0,0.552539,1139
1515,8,1,5,4,115200,0,0.518172,1512
1516,8,1,5,5,460800,0,0.492441,650
1517,8,1,5,5,115200,0,0.510023,1135
1518,8,2,1,1,460800,0,0.449627,334
1519,8,2,1,1,230400,0,0.455647,344
1520,8,2,1,1,115200,0,0.432464,437
1521,8,2,1,1,57600,0,0.44686,560
1522,8,2,1,2,460800,0,0.416658,381
1523,8,2,1,2,230400,0,0.438765,421
1524,8,2,1,2,115200,0,0.449729,508
1525,8,2,1,2,57600,0,0.44417,667
1526,8,2,1,3,460800,0,0.445144,370
1527,8,2,1,3,230400,0,0.459874,415
1528,8,2,1,3,115200,0,0.435358,512
1529,8,2,1,3,57600,0,0.432054,658
1530,8,2,1,4,460800,0,0.471415,500
1531,8,2,1,4,230400,0,0.450516,591
1532,8,2,1,4,115200,0,0.440963,705
1533,8,2,1,4,57600,0,0.431512,833
1534,8,2,1,5,460800,0,0.455647,478
1535,8,2,1,5,230400,0,0.442172,512
1536,8,2,1,5,115200,0,0.422704,567
1537,8,2,1,5,57600,0,0.443504,794
1538,8,2,2,1,460800,0,0.551168,370
1539,8,2,2,1,230400,0,0.425784,393
1540,8,2,2,1,115200,0,0.43158,508
1541,8,2,2,1,57600,0,0.470177,743
1542,8,2,2,2,230400,0,0.438363,472
1543,8,2,2,2,115200,0,0.415483,636
1544,8,2,2,2,57600,0,0.426164,868
1545,8,2,2,3,460800,0,0.446589,420
1546,8,2,2,3,230400,0,0.417584,480
1547,8,2,2,3,115200,0,0.468279,604
1548,8,2,2,3,57600,0,0.432997,845
1549,8,2,2,4,460800,0,0.454956,592
1550,8,2,2,4,230400,0,0.471556,681
1551,8,2,2,4,115200,0,0.457056,882
1552,8,2,2,4,57600,0,0.436838,1149
1553,8,2,2,5,460800,0,0.472658,476
1554,8,2,2,5,230400,0,0.428847,545
1555,8,2,2,5,115200,0,0.445931,711
1556,8,2,2,5,57600,0,0.504244,997
1557,8,2,3,1,460800,0,0.470179,443
1558,8,2,3,1,230400,0,0.41719,523
1559,8,2,3,1,115200,0,0.439139,663
1560,8,2,3,1,57600,0,0.486068,1046
1561,8,2,3,2,460800,0,0.497603,591
1562,8,2,3,2,230400,0,0.481001,711
1563,8,2,3,2,115200,0,0.445836,959
1564,8,2,3,2,57600,0,0.455308,1430
1565,8,2,3,3,460800,0,0.443341,534
1566,8,2,3,3,230400,0,0.446523,632
1567,8,2,3,3,115200,0,0.461063,864
1568,8,2,3,3,57600,0,0.438273,1316
1569,8,2,3,4,460800,0,0.459449,844
1570,8,2,3,4,230400,0,0.429331,930
1571,8,2,3,4,115200,0,0.41846,1321
1572,8,2,3,4,57600,0,0.423425,2101
1573,8,2,3,5,460800,0,0.444665,650
1574,8,2,3,5,230400,0,0.424931,785
1575,8,2,3,5,115200,0,0.429005,1044
1576,8,2,3,5,57600,0,0.454723,1838
1577,8,2,4,1,460800,0,0.461236,395
1578,8,2,4,1,230400,0,0.410723,450
1579,8,2,4,1,115200,0,0.425515,582
1580,8,2,4,1,57600,0,0.417741,867
1581,8,2,4,2,460800,0,0.429615,526
1582,8,2,4,2,230400,0,0.448205,623
1583,8,2,4,2,115200,0,0.412484,835
1584,8,2,4,2,57600,0,0.410924,1254
1585,8,2,4,3,460800,0,0.445514,465
1586,8,2,4,3,230400,0,0.432181,567
1587,8,2,4,3,115200,0,0.415201,830
1588,8,2,4,3,57600,0,0.426294,1034
1589,8,2,4,4,460800,0,0.459438,731
1590,8,2,4,4,230400,0,0.453804,895
1591,8,2,4,4,115200,0,0.479886,1228
1592,8,2,4,4,57600,0,0.460695,1633
1593,8,2,4,5,460800,0,0.44179,509
1594,8,2,4,5,230400,0,0.416282,681
1595,8,2,4,5,115200,0,0.448985,784
1596,8,2,4,5,57600,0,0.438797,1217
1597,8,2,5,1,460800,0,0.434718,497
1598,8,2,5,1,230400,0,0.445528,608
1599,8,2,5,1,115200,0,0.442403,828
1600,8,2,5,1,57600,0,0.433258,1213
1601,8,2,5,2,460800,0,0.471299,760
1602,8,2,5,2,230400,0,0.461487,867
1603,8,2,5,2,115200,0,0.414916,1211
1604,8,2,5,2,57600,0,0.425829,2020
1605,8,2,5,3,460800,0,0.466969,713
1606,8,2,5,3,230400,0,0.46948,822
1607,8,2,5,3,115200,0,0.45639,1093
1608,8,2,5,3,57600,0,0.45411,1849
1609,8,2,5,4,460800,0,0.46929,1122
1610,8,2,5,4,230400,0,0.469827,1286
1611,8,2,5,4,115200,0,0.449133,1971
1612,8,2,5,5,460800,0,0.47071,830
1613,8,2,5,5,115200,0,0.453982,1291
1614,8,3,1,1,460800,0,0.419011,358
1615,8,3,1,1,230400,0,0.414377,379
1616,8,3,1,1,115200,0,0.412841,466
1617,8,3,1,1,57600,0,0.416548,615
1618,8,3,1,2,460800,0,0.41389,465
1619,8,3,1,2,230400,0,0.412036,499
1620,8,3,1,2,115200,0,0.407549,594
1621,8,3,1,2,57600,0,0.414133,779
1622,8,3,1,3,460800,0,0.432668,445
1623,8,3,1,3,230400,0,0.41784,486
1624,8,3,1,3,115200,0,0.442594,542
1625,8,3,1,4,460800,0,0.450627,619
1626,8,3,1,4,230400,0,0.411443,654
1627,8,3,1,4,115200,0,0.411492,793
1628,8,3,1,4,57600,0,0.409492,1000
1629,8,3,1,5,460800,0,0.458715,561
1630,8,3,1,5,230400,0,0.421328,613
1631,8,3,1,5,115200,0,0.431571,645
1632,8,3,1,5,57600,0,0.421621,913
1633,8,3,2,1,460800,0,0.409182,410
1634,8,3,2,1,230400,0,0.409928,463
1635,8,3,2,1,115200,0,0.418646,556
1636,8,3,2,1,57600,0,0.439909,726
1637,8,3,2,2,460800,0,0.462232,528
1638,8,3,2,2,230400,0,0.445303,613
1639,8,3,2,2,115200,0,0.441859,722
1640,8,3,2,2,57600,0,0.402511,1019
1641,8,3,2,3,460800,0,0.417225,542
1642,8,3,2,3,230400,0,0.420885,583
1643,8,3,2,3,115200,0,0.406364,666
1644,8,3,2,3,57600,0,0.414889,984
1645,8,3,2,4,460800,0,0.425857,763
1646,8,3,2,4,230400,0,0.424148,833
1647,8,3,2,4,115200,0,0.427615,1002
1648,8,3,2,4,57600,0,0.462164,1349
1649,8,3,2,5,460800,0,0.425147,698
1650,8,3,2,5,115200,0,0.41513,913
1651,8,3,2,5,57600,0,0.437332,1215
1652,8,3,3,1,460800,0,0.408108,492
1653,8,3,3,1,230400,0,0.396039,565
1654,8,3,3,1,115200,0,0.423352,713
1655,8,3,3,1,57600,0,0.423618,1072
1656,8,3,3,2,460800,0,0.435129,659
1657,8,3,3,2,230400,0,0.441212,784
1658,8,3,3,2,115200,0,0.409005,1026
1659,8,3,3,2,57600,0,0.423764,1478
1660,8,3,3,3,460800,0,0.439249,616
1661,8,3,3,3,230400,0,0.412737,757
1662,8,3,3,3,115200,0,0.40915,929
1663,8,3,3,3,57600,0,0.39696,1457
1664,8,3,3,4,460800,0,0.419972,951
1665,8,3,3,4,230400,0,0.430779,1101
1666,8,3,3,4,115200,0,0.398238,1397
1667,8,3,3,4,57600,0,0.411347,2329
1668,8,3,3,5,460800,0,0.432585,785
1669,8,3,3,5,230400,0,0.417026,925
1670,8,3,3,5,115200,0,0.415815,1151
1671,8,3,3,5,57600,0,0.42277,1576
1672,8,3,4,1,460800,0,0.416549,436
1673,8,3,4,1,230400,0,0.392383,501
1674,8,3,4,1,115200,0,0.394847,630
1675,8,3,4,1,57600,0,0.407218,895
1676,8,3,4,2,460800,0,0.426407,618
1677,8,3,4,2,230400,0,0.397671,701
1678,8,3,4,2,115200,0,0.392431,865
1679,8,3,4,2,57600,0,0.397216,1257
1680,8,3,4,3,460800,0,0.422579,628
1681,8,3,4,3,230400,0,0.405399,699
1682,8,3,4,3,115200,0,0.400494,934
1683,8,3,4,3,57600,0,0.405328,1148
1684,8,3,4,4,460800,0,0.42448,832
1685,8,3,4,4,230400,0,0.425245,994
1686,8,3,4,4,115200,0,0.437589,1276
1687,8,3,4,4,57600,0,0.409768,1692
1688,8,3,4,5,460800,0,0.429566,727
1689,8,3,4,5,230400,0,0.425809,835
1690,8,3,4,5,115200,0,0.416047,1206
1691,8,3,4,5,57600,0,0.418296,1341
1692,8,3,5,1,460800,0,0.455008,542
1693,8,3,5,1,230400,0,0.449325,644
1694,8,3,5,1,115200,0,0.420694,888
1695,8,3,5,1,57600,0,0.396233,1295
1696,8,3,5,2,460800,0,0.42801,841
1697,8,3,5,2,230400,0,0.417133,932
1698,8,3,5,2,115200,0,0.417694,1285
1699,8,3,5,2,57600,0,0.399354,2018
1700,8,3,5,3,460800,0,0.450911,864
1701,8,3,5,3,230400,0,0.41884,962
1702,8,3,5,3,115200,0,0.444789,1280
1703,8,3,5,3,57600,0,0.416182,2397
1704,8,3,5,4,460800,0,0.427414,1283
1705,8,3,5,4,230400,0,0.426975,1399
1706,8,3,5,4,115200,0,0.416563,2082
1707,8,3,5,5,460800,0,0.42445,1025
1708,8,3,5,5,115200,0,0.448911,1448
1709,8,4,1,1,460800,0,0.392429,351
1710,8,4,1,1,230400,0,0.371919,380
1711,8,4,1,1,115200,0,0.378479,448
1712,8,4,1,1,57600,0,0.36809,590
1713,8,4,1,2,460800,0,0.368694,457
1714,8,4,1,2,230400,0,0.376128,503
1715,8,4,1,2,115200,0,0.386674,583
1716,8,4,1,2,57600,0,0.386294,765
1717,8,4,1,3,460800,0,0.4019,430
1718,8,4,1,3,230400,0,0.374673,509
1719,8,4,1,3,115200,0,0.39637,533
1720,8,4,1,3,57600,0,0.406558,762
1721,8,4,1,4,460800,0,0.429775,662
1722,8,4,1,4,230400,0,0.405575,721
1723,8,4,1,4,115200,0,0.423865,825
1724,8,4,1,4,57600,0,0.371727,1053
1725,8,4,1,5,460800,0,0.402886,582
1726,8,4,1,5,230400,0,0.388488,624
1727,8,4,1,5,115200,0,0.394399,652
1728,8,4,1,5,57600,0,0.419052,798
1729,8,4,2,1,460800,0,0.398904,413
1730,8,4,2,1,230400,0,0.379514,447
1731,8,4,2,1,115200,0,0.361869,513
1732,8,4,2,1,57600,0,0.362355,742
1733,8,4,2,2,460800,0,0.398197,496
1734,8,4,2,2,230400,0,0.371586,559
1735,8,4,2,2,115200,0,0.407164,668
1736,8,4,2,2,57600,0,0.38879,968
1737,8,4,2,3,460800,0,0.387906,511
1738,8,4,2,3,230400,0,0.393361,561
1739,8,4,2,3,115200,0,0.367501,627
1740,8,4,2,3,57600,0,0.384815,1062
1741,8,4,2,4,460800,0,0.365434,705
1742,8,4,2,4,230400,0,0.375391,797
1743,8,4,2,4,115200,0,0.389942,1010
1744,8,4,2,4,57600,0,0.370666,1355
1745,8,4,2,5,460800,0,0.384019,606
1746,8,4,2,5,230400,0,0.382407,667
1747,8,4,2,5,115200,0,0.378322,730
1748,8,4,2,5,57600,0,0.381789,1054
1749,8,4,3,1,460800,0,0.395207,464
1750,8,4,3,1,230400,0,0.384022,552
1751,8,4,3,1,115200,0,0.416778,706
1752,8,4,3,1,57600,0,0.420203,1041
1753,8,4,3,2,460800,0,0.393606,659
1754,8,4,3,2,230400,0,0.389114,754
1755,8,4,3,2,115200,0,0.397253,996
1756,8,4,3,2,57600,0,0.36472,1515
1757,8,4,3,3,460800,0,0.424583,677
1758,8,4,3,3,230400,0,0.409884,744
1759,8,4,3,3,115200,0,0.398588,969
1760,8,4,3,3,57600,0,0.445175,1591
1761,8,4,3,4,460800,0,0.403482,1038
1762,8,4,3,4,230400,0,0.389431,1129
1763,8,4,3,4,115200,0,0.391409,1496
1764,8,4,3,4,57600,0,0.377669,2092
1765,8,4,3,5,460800,0,0.443686,798
1766,8,4,3,5,230400,0,0.404725,949
1767,8,4,3,5,115200,0,0.412041,1187
1768,8,4,3,5,57600,0,0.437437,1586
1769,8,4,4,1,460800,0,0.396239,429
1770,8,4,4,1,230400,0,0.364221,460
1771,8,4,4,1,115200,0,0.368146,602
1772,8,4,4,1,57600,0,0.361655,904
1773,8,4,4,2,460800,0,0.373234,567
1774,8,4,4,2,230400,0,0.379879,650
1775,8,4,4,2,115200,0,0.382226,883
1776,8,4,4,2,57600,0,0.371918,1221
1777,8,4,4,3,460800,0,0.378169,621
1778,8,4,4,3,230400,0,0.389156,735
1779,8,4,4,3,115200,0,0.400976,934
1780,8,4,4,3,57600,0,0.380647,1197
1781,8,4,4,4,460800,0,0.433711,868
1782,8,4,4,4,230400,0,0.422156,968
1783,8,4,4,4,115200,0,0.408146,1285
1784,8,4,4,4,57600,0,0.37734,1989
1785,8,4,4,5,460800,0,0.406963,642
1786,8,4,4,5,230400,0,0.386941,763
1787,8,4,4,5,115200,0,0.424003,988
1788,8,4,5,1,460800,0,0.408685,551
1789,8,4,5,1,230400,0,0.394489,621
1790,8,4,5,1,115200,0,0.403177,873
1791,8,4,5,1,57600,0,0.424493,1321
1792,8,4,5,2,460800,0,0.409088,866
1793,8,4,5,2,230400,0,0.405864,928
1794,8,4,5,2,115200,0,0.414081,1274
1795,8,4,5,2,57600,0,0.387481,2040
1796,8,4,5,3,460800,0,0.403266,890
1797,8,4,5,3,230400,0,0.382062,947
1798,8,4,5,3,57600,0,0.390347,2296
1799,8,4,5,4,460800,0,0.392636,1257
1800,8,4,5,4,230400,0,0.383211,1335
1801,8,4,5,4,115200,0,0.386189,2011
1802,8,4,5,5,460800,0,0.394444,1097
1803,8,4,5,5,115200,0,0.388242,1708
1804,8,5,1,1,460800,0,0.440719,364
1805,8,5,1,1,230400,0,0.427773,427
1806,8,5,1,1,115200,0,0.427748,460
1807,8,5,1,1,57600,0,0.429275,696
1808,8,5,1,2,460800,0,0.423341,523
1809,8,5,1,2,230400,0,0.426045,542
1810,8,5,1,2,115200,0,0.412873,642
1811,8,5,1,2,57600,0,0.43864,840
1812,8,5,1,3,460800,0,0.442021,606
1813,8,5,1,3,230400,0,0.43814,619
1814,8,5,1,3,115200,0,0.423866,744
1815,8,5,1,3,57600,0,0.43223,896
1816,8,5,1,4,460800,0,0.478264,851
1817,8,5,1,4,230400,0,0.455982,848
