n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2
205,1,3,1,2,57600,0,0.310504,811
206,1,3,1,3,460800,0,0.310617,614
207,1,3,1,3,230400,0,0.345072,656
208,1,3,1,3,115200,0,0.326892,684
209,1,3,1,3,57600,0,0.31371,914
210,1,3,1,4,460800,0,0.317345,845
211,1,3,1,4,230400,0,0.355071,794
212,1,3,1,4,115200,0,0.320625,1002
213,1,3,1,4,57600,0,0.309181,1159
214,1,3,1,5,460800,0,0.34394,808
215,1,3,1,5,230400,0,0.333342,887
216,1,3,1,5,115200,0,0.313918,941
217,1,3,1,5,57600,0,0.328439,1076
218,1,3,2,1,460800,0,0.311679,421
219,1,3,2,1,230400,0,0.300419,473
220,1,3,2,1,115200,0,0.313683,609
221,1,3,2,1,57600,0,0.319712,792
222,1,3,2,2,460800,0,0.311531,601
223,1,3,2,2,230400,0,0.306615,620
224,1,3,2,2,115200,0,0.304463,786
225,1,3,2,2,57600,0,0.285355,1079
226,1,3,2,3,460800,0,0.323293,700
227,1,3,2,3,230400,0,0.326038,740
228,1,3,2,3,115200,0,0.33511,857
229,1,3,2,3,57600,0,0.3086,1143
230,1,3,2,4,460800,0,0.327252,920
231,1,3,2,4,230400,0,0.300156,1053
232,1,3,2,4,115200,0,0.352197,1104
233,1,3,2,4,57600,0,0.339493,1337
234,1,3,2,5,460800,0,0.303498,1034
235,1,3,2,5,230400,0,0.326168,971
236,1,3,2,5,115200,0,0.329656,1136
237,1,3,2,5,57600,0,0.335611,1337
238,1,3,3,1,460800,0,0.347087,473
239,1,3,3,1,230400,0,0.316224,578
240,1,3,3,1,115200,0,0.307452,723
241,1,3,3,1,57600,0,0.308985,1051
242,1,3,3,2,460800,0,0.30979,739
243,1,3,3,2,230400,0,0.340597,789
244,1,3,3,2,115200,0,0.324454,1068
245,1,3,3,2,57600,0,0.32986,1485
246,1,3,3,3,460800,0,0.337061,756
247,1,3,3,3,230400,0,0.325053,831
248,1,3,3,3,115200,0,0.327915,1148
249,1,3,3,3,57600,0,0.345647,1498
250,1,3,3,4,460800,0,0.337311,1091
251,1,3,3,4,230400,0,0.314778,1180
252,1,3,3,4,115200,0,0.316031,1567
253,1,3,3,4,57600,0,0.308569,2122
254,1,3,3,5,460800,0,0.344038,961
255,1,3,3,5,230400,0,0.340746,1084
256,1,3,3,5,115200,0,0.345067,1282
257,1,3,3,5,57600,0,0.339194,1824
258,1,3,4,1,460800,0,0.343079,490
259,1,3,4,1,230400,0,0.303966,582
260,1,3,4,1,115200,0,0.307958,686
261,1,3,4,1,57600,0,0.316164,941
262,1,3,4,2,460800,0,0.319015,678
263,1,3,4,2,230400,0,0.309522,740
264,1,3,4,2,115200,0,0.312134,992
265,1,3,4,2,57600,0,0.309688,1334
266,1,3,4,3,460800,0,0.320303,741
267,1,3,4,3,230400,0,0.316715,824
268,1,3,4,3,115200,0,0.330311,984
269,1,3,4,3,57600,0,0.313091,1315
270,1,3,4,4,460800,0,0.34676,1034
271,1,3,4,4,230400,0,0.338667,1167
272,1,3,4,4,115200,0,0.347367,1439
273,1,3,4,4,57600,0,0.332009,2106
274,1,3,4,5,460800,0,0.333623,1033
275,1,3,4,5,230400,0,0.312134,1113
276,1,3,4,5,115200,0,0.319622,1300
277,1,3,4,5,57600,0,0.322308,1518
278,1,3,5,1,460800,0,0.3152,566
279,1,3,5,1,230400,0,0.334983,661
280,1,3,5,1,115200,0,0.315747,857
281,1,3,5,1,57600,0,0.315917,1323
282,1,3,5,2,460800,0,0.329815,889
283,1,3,5,2,230400,0,0.317237,967
284,1,3,5,2,115200,0,0.324874,1344
285,1,3,5,2,57600,0,0.312183,2018
286,1,3,5,3,460800,0,0.315162,1012
287,1,3,5,3,230400,0,0.325949,979
288,1,3,5,3,115200,0,0.328872,1394
289,1,3,5,3,57600,0,0.329118,2066
290,1,3,5,4,460800,0,0.331523,1353
291,1,3,5,4,230400,0,0.375188,1349
292,1,3,5,4,115200,0,0.330787,2083
293,1,3,5,4,57600,0,0.318815,3065
294,1,3,5,5,460800,0,0.336699,1220
295,1,3,5,5,115200,0,0.32016,1750
296,1,3,5,5,57600,0,0.331814,2854
297,1,4,1,1,460800,0,0.258361,401
298,1,4,1,1,230400,0,0.270394,415
299,1,4,1,1,115200,0,0.264111,529
300,1,4,1,1,57600,0,0.265116,630
301,1,4,1,2,460800,0,0.280684,554
302,1,4,1,2,230400,0,0.298986,619
303,1,4,1,2,115200,0,0.281093,675
304,1,4,1,2,57600,0,0.26975,916
305,1,4,1,3,460800,0,0.268666,693
306,1,4,1,3,230400,0,0.281485,724
307,1,4,1,3,115200,0,0.274055,779
308,1,4,1,3,57600,0,0.269845,950
309,1,4,1,4,460800,0,0.286928,809
310,1,4,1,4,230400,0,0.294937,960
311,1,4,1,4,115200,0,0.29668,1032
312,1,4,1,4,57600,0,0.282452,1266
313,1,4,1,5,460800,0,0.257403,1396
314,1,4,1,5,230400,0,0.268619,1437
315,1,4,1,5,115200,0,0.287141,1411
316,1,4,1,5,57600,0,0.27627,1716
317,1,4,2,1,460800,0,0.266108,416
318,1,4,2,1,230400,0,0.248595,498
319,1,4,2,1,115200,0,0.266293,614
320,1,4,2,1,57600,0,0.267417,823
321,1,4,2,2,460800,0,0.285885,589
322,1,4,2,2,230400,0,0.26771,660
323,1,4,2,2,115200,0,0.299947,767
324,1,4,2,2,57600,0,0.256158,1047
325,1,4,2,3,460800,0,0.274733,686
326,1,4,2,3,230400,0,0.252816,801
327,1,4,2,3,115200,0,0.283236,918
328,1,4,2,3,57600,0,0.254448,1208
329,1,4,2,4,460800,0,0.295666,982
330,1,4,2,4,230400,0,0.286489,1027
331,1,4,2,4,115200,0,0.275957,1258
332,1,4,2,4,57600,0,0.271168,1497
333,1,4,2,5,460800,0,0.258022,1454
334,1,4,2,5,230400,0,0.272947,1595
335,1,4,2,5,115200,0,0.279909,1515
336,1,4,2,5,57600,0,0.26982,1909
337,1,4,3,1,460800,0,0.285905,560
338,1,4,3,1,230400,0,0.278469,568
339,1,4,3,1,115200,0,0.274269,780
340,1,4,3,1,57600,0,0.287367,1106
341,1,4,3,2,460800,0,0.286325,742
342,1,4,3,2,230400,0,0.278095,857
343,1,4,3,2,115200,0,0.257499,1132
344,1,4,3,2,57600,0,0.247559,1564
345,1,4,3,3,460800,0,0.270893,818
346,1,4,3,3,230400,0,0.273926,889
347,1,4,3,3,115200,0,0.277333,1253
348,1,4,3,3,57600,0,0.302798,1485
349,1,4,3,4,460800,0,0.279985,1170
350,1,4,3,4,230400,0,0.276703,1242
351,1,4,3,4,115200,0,0.263547,1681
352,1,4,3,4,57600,0,0.251728,2290
353,1,4,3,5,460800,0,0.274689,1576
354,1,4,3,5,230400,0,0.272262,1686
355,1,4,3,5,115200,0,0.295363,1611
356,1,4,3,5,57600,0,0.284053,2227
357,1,4,4,1,460800,0,0.255128,454
358,1,4,4,1,230400,0,0.255037,594
359,1,4,4,1,115200,0,0.272787,623
360,1,4,4,1,57600,0,0.252231,965
361,1,4,4,2,460800,0,0.281936,692
362,1,4,4,2,230400,0,0.287715,761
363,1,4,4,2,115200,0,0.279694,998
364,1,4,4,2,57600,0,0.272604,1262
365,1,4,4,3,460800,0,0.263942,786
366,1,4,4,3,230400,0,0.27486,870
367,1,4,4,3,115200,0,0.302888,1032
368,1,4,4,3,57600,0,0.2877,1273
369,1,4,4,4,460800,0,0.278402,1104
370,1,4,4,4,230400,0,0.283905,1185
371,1,4,4,4,115200,0,0.294622,1511
372,1,4,4,4,57600,0,0.264317,1936
373,1,4,4,5,460800,0,0.286251,1455
374,1,4,4,5,230400,0,0.27666,1685
375,1,4,4,5,115200,0,0.29932,1614
376,1,4,4,5,57600,0,0.285809,2421
377,1,4,5,1,460800,0,0.300463,548
378,1,4,5,1,230400,0,0.279977,713
379,1,4,5,1,115200,0,0.26697,878
380,1,4,5,1,57600,0,0.262084,1241
381,1,4,5,2,460800,0,0.291555,917
382,1,4,5,2,230400,0,0.286135,1057
383,1,4,5,2,115200,0,0.295891,1333
384,1,4,5,2,57600,0,0.27151,2178
385,1,4,5,3,460800,0,0.292781,1010
386,1,4,5,3,230400,0,0.293378,1043
387,1,4,5,3,115200,0,0.278721,1353
388,1,4,5,3,57600,0,0.304422,2105
389,1,4,5,4,460800,0,0.278101,1448
390,1,4,5,4,230400,0,0.283363,1603
391,1,4,5,4,115200,0,0.298502,2193
392,1,4,5,4,57600,0,0.271741,3065
393,1,4,5,5,460800,0,0.28224,1863
394,1,4,5,5,115200,0,0.285853,2510
395,1,5,1,1,460800,0,0.314336,459
396,1,5,1,1,230400,0,0.333119,475
397,1,5,1,1,115200,0,0.327049,573
398,1,5,1,1,57600,0,0.31258,768
399,1,5,1,2,460800,0,0.341442,685
400,1,5,1,2,230400,0,0.366258,719
401,1,5,1,2,115200,0,0.336689,830
402,1,5,1,2,57600,0,0.340469,1020
403,1,5,1,3,460800,0,0.32661,826
404,1,5,1,3,230400,0,0.330905,919
405,1,5,1,3,115200,0,0.339247,861
406,1,5,1,3,57600,0,0.338732,1062
407,1,5,1,4,460800,0,0.343875,1684
408,1,5,1,4,230400,0,0.352005,1577
409,1,5,1,4,115200,0,0.347082,1630
410,1,5,1,4,57600,0,0.340383,2033
411,1,5,1,5,460800,0,0.339648,1597
412,1,5,1,5,230400,0,0.32138,1747
413,1,5,1,5,115200,0,0.354862,1777
414,1,5,1,5,57600,0,0.340774,2027
415,1,5,2,1,460800,0,0.326463,489
416,1,5,2,1,230400,0,0.31401,558
417,1,5,2,1,115200,0,0.334764,639
418,1,5,2,1,57600,0,0.319138,897
419,1,5,2,2,460800,0,0.336229,781
420,1,5,2,2,230400,0,0.344906,769
421,1,5,2,2,115200,0,0.343967,991
422,1,5,2,2,57600,0,0.388573,1149
423,1,5,2,3,460800,0,0.350991,836
424,1,5,2,3,230400,0,0.33653,821
425,1,5,2,3,115200,0,0.341995,940
426,1,5,2,3,57600,0,0.341507,1458
427,1,5,2,4,460800,0,0.350301,1683
428,1,5,2,4,230400,0,0.336181,1758
429,1,5,2,4,115200,0,0.334979,1968
430,1,5,2,4,57600,0,0.338396,2313
431,1,5,2,5,460800,0,0.355123,1709
432,1,5,2,5,230400,0,0.326594,1690
433,1,5,2,5,115200,0,0.326876,1725
434,1,5,2,5,57600,0,0.32712,2224
435,1,5,3,1,460800,0,0.32828,602
436,1,5,3,1,230400,0,0.336347,634
437,1,5,3,1,115200,0,0.348693,851
438,1,5,3,1,57600,0,0.338373,1093
439,1,5,3,2,460800,0,0.333904,961
440,1,5,3,2,230400,0,0.343542,1064
441,1,5,3,2,115200,0,0.345417,1260
442,1,5,3,2,57600,0,0.346572,1711
443,1,5,3,3,460800,0,0.339376,1093
444,1,5,3,3,230400,0,0.326008,1060
445,1,5,3,3,115200,0,0.351135,1309
446,1,5,3,3,57600,0,0.351116,1788
447,1,5,3,4,460800,0,0.336678,2133
448,1,5,3,4,230400,0,0.329049,2055
449,1,5,3,4,115200,0,0.325433,2644
450,1,5,3,4,57600,0,0.32867,2977
451,1,5,3,5,460800,0,0.335703,2020
452,1,5,3,5,230400,0,0.332617,2135
453,1,5,3,5,115200,0,0.387283,2253
454,1,5,3,5,57600,0,0.355736,2771
455,1,5,4,1,460800,0,0.312914,544
456,1,5,4,1,230400,0,0.321315,673
457,1,5,4,1,115200,0,0.323625,776
458,1,5,4,1,57600,0,0.31107,965
459,1,5,4,2,460800,0,0.348438,840
460,1,5,4,2,230400,0,0.323737,942
461,1,5,4,2,115200,0,0.329102,1120
462,1,5,4,2,57600,0,0.323122,1388
463,1,5,4,3,460800,0,0.328077,958
464,1,5,4,3,230400,0,0.317515,1026
465,1,5,4,3,115200,0,0.333312,1240
466,1,5,4,3,57600,0,0.341098,1594
467,1,5,4,4,460800,0,0.342258,1759
468,1,5,4,4,230400,0,0.326801,1898
469,1,5,4,4,115200,0,0.328998,2260
470,1,5,4,4,57600,0,0.320599,2760
471,1,5,4,5,460800,0,0.326866,1826
472,1,5,4,5,230400,0,0.334597,1849
473,1,5,4,5,115200,0,0.320775,1986
474,1,5,5,1,460800,0,0.329244,632
475,1,5,5,1,230400,0,0.317295,757
476,1,5,5,1,115200,0,0.310709,968
477,1,5,5,1,57600,0,0.326362,1414
478,1,5,5,2,460800,0,0.355549,1105
479,1,5,5,2,230400,0,0.347073,1123
480,1,5,5,2,115200,0,0.347379,1512
481,1,5,5,2,57600,0,0.329378,2296
482,1,5,5,3,460800,0,0.335754,1226
483,1,5,5,3,230400,0,0.330714,1281
484,1,5,5,3,115200,0,0.339304,1593
485,1,5,5,3,57600,0,0.323384,2584
486,1,5,5,4,460800,0,0.329658,2034
487,1,5,5,4,230400,0,0.356166,2522
488,1,5,5,4,115200,0,0.340402,2582
489,1,5,5,5,460800,0,0.338426,2082
490,1,5,5,5,115200,0,0.331669,2513
491,1,5,5,5,57600,0,0.332413,3497
492,2,1,1,1,460800,0,0.383827,319
493,2,1,1,1,230400,0,0.388191,334
494,2,1,1,1,115200,0,0.396546,410
495,2,1,1,1,57600,0,0.355361,569
496,2,1,1,2,460800,0,0.364243,378
497,2,1,1,2,230400,0,0.390274,422
498,2,1,1,2,115200,0,0.375383,479
499,2,1,1,2,57600,0,0.381853,684
500,2,1,1,3,460800,0,0.364945,355
501,2,1,1,3,230400,0,0.356414,387
502,2,1,1,3,115200,0,0.375296,479
503,2,1,1,3,57600,0,0.350953,694
504,2,1,1,4,460800,0,0.384357,429
505,2,1,1,4,230400,0,0.35844,508
506,2,1,1,4,115200,0,0.380607,606
507,2,1,1,4,57600,0,0.361093,874
508,2,1,1,5,460800,0,0.376195,389
509,2,1,1,5,230400,0,0.39273,429
510,2,1,1,5,115200,0,0.388476,562
511,2,1,1,5,57600,0,0.360076,720
512,2,1,2,1,460800,0,0.379077,350
513,2,1,2,1,230400,0,0.365606,390
514,2,1,2,1,115200,0,0.367076,507
515,2,1,2,1,57600,0,0.350902,703
516,2,1,2,2,460800,0,0.374407,482
517,2,1,2,2,230400,0,0.34861,505
518,2,1,2,2,115200,0,0.356654,622
519,2,1,2,2,57600,0,0.362189,867
520,2,1,2,3,460800,0,0.367249,429
521,2,1,2,3,230400,0,0.355075,479
522,2,1,2,3,115200,0,0.348545,588
523,2,1,2,3,57600,0,0.372915,881
524,2,1,2,4,460800,0,0.369113,565
525,2,1,2,4,230400,0,0.37882,638
526,2,1,2,4,115200,0,0.351494,876
527,2,1,2,4,57600,0,0.364055,1156
528,2,1,2,5,460800,0,0.391208,506
529,2,1,2,5,230400,0,0.413761,568
530,2,1,2,5,115200,0,0.362016,696
531,2,1,2,5,57600,0,0.387445,1068
532,2,1,3,1,460800,0,0.387497,422
533,2,1,3,1,230400,0,0.420032,519
534,2,1,3,1,115200,0,0.382053,658
535,2,1,3,1,57600,0,0.361909,1056
536,2,1,3,2,460800,0,0.36805,552
537,2,1,3,2,230400,0,0.387149,689
538,2,1,3,2,115200,0,0.366199,892
539,2,1,3,2,57600,0,0.368094,1415
540,2,1,3,3,460800,0,0.371012,562
541,2,1,3,3,230400,0,0.360429,654
542,2,1,3,3,115200,0,0.369161,926
543,2,1,3,3,57600,0,0.364566,1416
544,2,1,3,4,460800,0,0.401477,758
545,2,1,3,4,230400,0,0.394183,886
546,2,1,3,4,115200,0,0.386214,1189
547,2,1,3,4,57600,0,0.365313,2027
548,2,1,3,5,460800,0,0.383185,596
549,2,1,3,5,230400,0,0.382118,733
550,2,1,3,5,115200,0,0.395424,982
551,2,1,3,5,57600,0,0.36461,1370
552,2,1,4,1,460800,0,0.345361,385
553,2,1,4,1,230400,0,0.392014,432
554,2,1,4,1,115200,0,0.349633,579
555,2,1,4,1,57600,0,0.357083,820
556,2,1,4,2,460800,0,0.349805,495
557,2,1,4,2,230400,0,0.366594,568
558,2,1,4,2,115200,0,0.357341,784
559,2,1,4,2,57600,0,0.358243,1105
560,2,1,4,3,460800,0,0.352102,495
561,2,1,4,3,230400,0,0.357985,556
562,2,1,4,3,115200,0,0.349912,742
563,2,1,4,3,57600,0,0.37121,1019
564,2,1,4,4,460800,0,0.382847,652
565,2,1,4,4,230400,0,0.367306,755
566,2,1,4,4,115200,0,0.369281,1046
567,2,1,4,4,57600,0,0.369539,1550
568,2,1,4,5,460800,0,0.370695,538
569,2,1,4,5,230400,0,0.384843,651
570,2,1,4,5,115200,0,0.389202,869
571,2,1,4,5,57600,0,0.387892,1193
572,2,1,5,1,460800,0,0.387796,492
573,2,1,5,1,230400,0,0.422073,633
574,2,1,5,1,115200,0,0.370405,763
575,2,1,5,1,57600,0,0.378783,1198
576,2,1,5,2,460800,0,0.381743,715
577,2,1,5,2,230400,0,0.376414,857
578,2,1,5,2,115200,0,0.365515,1198
579,2,1,5,2,57600,0,0.370449,1819
580,2,1,5,3,460800,0,0.389112,667
581,2,1,5,3,230400,0,0.398191,736
582,2,1,5,3,115200,0,0.376326,1035
583,2,1,5,3,57600,0,0.363673,1864
584,2,1,5,4,460800,0,0.390912,975
585,2,1,5,4,230400,0,0.374052,1117
586,2,1,5,4,115200,0,0.394705,1432
587,2,1,5,4,57600,0,0.353507,2518
588,2,1,5,5,460800,0,0.401283,780
589,2,1,5,5,115200,0,0.381085,1223
590,2,1,5,5,57600,0,0.353168,2146
591,2,2,1,1,460800,0,0.329587,316
592,2,2,1,1,230400,0,0.339243,353
593,2,2,1,1,115200,0,0.327173,397
594,2,2,1,1,57600,0,0.312159,544
595,2,2,1,2,460800,0,0.320932,423
596,2,2,1,2,230400,0,0.340872,493
597,2,2,1,2,115200,0,0.33991,616
598,2,2,1,2,57600,0,0.328311,703
599,2,2,1,3,460800,0,0.370116,430
600,2,2,1,3,230400,0,0.345327,490
601,2,2,1,3,115200,0,0.358045,583
602,2,2,1,3,57600,0,0.384247,704
603,2,2,1,4,460800,0,0.334843,655
604,2,2,1,4,230400,0,0.316635,666
605,2,2,1,4,115200,0,0.323953,791
606,2,2,1,4,57600,0,0.327662,1028
607,2,2,1,5,460800,0,0.353551,642
608,2,2,1,5,230400,0,0.353983,671
609,2,2,1,5,115200,0,0.345327,728
610,2,2,1,5,57600,0,0.336044,911
611,2,2,2,1,460800,0,0.344346,342
612,2,2,2,1,230400,0,0.327925,385
613,2,2,2,1,115200,0,0.317628,541
614,2,2,2,1,57600,0,0.319019,669
615,2,2,2,2,460800,0,0.392896,508
616,2,2,2,2,230400,0,0.348287,551
617,2,2,2,2,115200,0,0.325665,745
